,name,x,y,cog,color,link
meta,start,0.19957143645000003,,,,
b0002,thrA,337,-0.0010552719,Amino acid transport and metabolism,#ff0000,
b0003,thrB,2801,0.0046008853,Nucleotide transport and metabolism,#00bfbf,
b0004,thrC,3734,0.0073149529,Amino acid transport and metabolism,#ff0000,
b0005,yaaX,5234,0.0059736231,Function unknown,#708090,
b0006,yaaA,5683,0.0071933598,Function unknown,#708090,
b0007,yaaJ,6529,0.0014861203,Amino acid transport and metabolism,#ff0000,
b0008,talB,8238,-0.0043558443,Carbohydrate transport and metabolism,#ffc0cb,
b0009,mog,9306,0.0069710681,Nucleotide transport and metabolism,#00bfbf,
b0010,satP,9928,-0.0057457293,Function unknown,#708090,
b0011,yaaW,10643,-0.010675580700000001,Function unknown,#708090,
b0012,mbiA,10830,0.0063632905,No COG annotation,#87cefa,
b0013,yaaI,11382,0.0042199569,Function unknown,#708090,
b0014,dnaK,12163,-0.010062304000000001,"Post-translational modification, protein turnover,and chaperones",#87ceeb,
b0015,dnaJ,14168,-0.016042865,"Post-translational modification, protein turnover,and chaperones",#87ceeb,
b0016,insL-1,15445,-0.0015350766,"Replication, recombination and repair",#ff00ff,
b0018,mokC,16751,0.0156686633,Function unknown,#708090,
b0019,nhaA,17489,0.01005048,Inorganic ion transport and metabolism,#0000ff,
b0020,nhaR,18715,0.0065865196,Transcription,#f4a460,
b0021,insB-1,19811,0.0153945473,"Replication, recombination and repair",#ff00ff,
b0022,insA-1,20233,-0.0089049744,"Replication, recombination and repair",#ff00ff,
b0023,rpsT,20815,-0.0069764314,"Translation, ribosomal structure and biogenesis",#000000,
b0024,yaaY,21181,-0.0019906798000000002,Function unknown,#708090,
b0025,ribF,21407,0.0028032398,Coenzyme transport and metabolism,#008000,
b0026,ileS,22391,-0.00017987220000000002,"Translation, ribosomal structure and biogenesis",#000000,
b0027,lspA,25207,-0.0063525051,Cell wall/membrane/envelope biogenesis,#c71585,
b0028,fkpB,25826,-0.0077950483,"Post-translational modification, protein turnover,and chaperones",#87ceeb,
b0029,ispH,26277,0.0036748742,Lipid transport and metabolism,#40e0d0,
b0030,rihC,27293,0.0040675936,Nucleotide transport and metabolism,#00bfbf,
b0031,dapB,28374,-0.0070720772000000005,Amino acid transport and metabolism,#ff0000,
b0032,carA,29651,-0.0065882887,Nucleotide transport and metabolism,#00bfbf,
b0033,carB,30817,0.0053088041,Nucleotide transport and metabolism,#00bfbf,
b0034,caiF,34300,0.015989083600000002,Transcription,#f4a460,
b0035,caiE,34781,0.0437931352,Function unknown,#708090,
b0036,caiD,35377,0.0275290608,Lipid transport and metabolism,#40e0d0,
b0037,caiC,36271,0.0182673063,Lipid transport and metabolism,#40e0d0,
b0038,caiB,37898,0.0111715059,Energy production and conversion,#90ee90,
b0039,caiA,39244,-0.0015473275,Lipid transport and metabolism,#40e0d0,
b0040,caiT,40417,0.0112690215,Cell wall/membrane/envelope biogenesis,#c71585,
b0041,fixA,42403,-0.0158699059,Energy production and conversion,#90ee90,
b0042,fixB,43188,-0.0038862505,Energy production and conversion,#90ee90,
b0043,fixC,44180,0.0043325124,Energy production and conversion,#90ee90,
b0045,yaaU,45807,0.0091729703,Inorganic ion transport and metabolism,#0000ff,
b0046,kefF,47246,-0.0040524101,Energy production and conversion,#90ee90,
b0047,kefC,47769,0.0119849779,Inorganic ion transport and metabolism,#0000ff,
b0048,folA,49823,0.0213845236,Coenzyme transport and metabolism,#008000,
b0049,apaH,50380,0.0075103345,Signal transduction mechanisms,#00ff00,
b0050,apaG,51229,0.0033326649000000002,Inorganic ion transport and metabolism,#0000ff,
b0051,rsmA,51609,-0.0004335965,"Translation, ribosomal structure and biogenesis",#000000,
b0052,pdxA,52427,0.0074779396000000005,Coenzyme transport and metabolism,#008000,
b0053,surA,53416,-0.0048981914,"Post-translational modification, protein turnover,and chaperones",#87ceeb,
b0054,lptD,54755,0.0017118971,Cell wall/membrane/envelope biogenesis,#c71585,
b0055,djlA,57364,0.00028857570000000003,"Post-translational modification, protein turnover,and chaperones",#87ceeb,
b0056,yabP,58474,-0.0014357146,Function unknown,#708090,
b0057,yabQ,59121,0.0001348252,No COG annotation,#87cefa,
b0058,rluA,59687,0.0071484611000000005,"Translation, ribosomal structure and biogenesis",#000000,
b0059,rapA,60358,0.0014755201,Transcription,#f4a460,
b0060,polB,63429,0.0027072071,"Replication, recombination and repair",#ff00ff,
b0061,araD,65855,0.007669217900000001,Carbohydrate transport and metabolism,#ffc0cb,
b0062,araA,66835,0.0055813339,Carbohydrate transport and metabolism,#ffc0cb,
b0063,araB,68348,0.0013422688,Nucleotide transport and metabolism,#00bfbf,
b0064,araC,70387,-0.004262589000000001,Transcription,#f4a460,
b0065,yabI,71351,-0.0026019613,Function unknown,#708090,
b0066,thiQ,72229,0.020881237400000002,Inorganic ion transport and metabolism,#0000ff,
b0067,thiP,72911,0.0092479051,Inorganic ion transport and metabolism,#0000ff,
b0068,thiB,74497,0.0064979871,Inorganic ion transport and metabolism,#0000ff,
b0069,sgrR,75644,0.008778388600000001,Transcription,#f4a460,
b4662,sgrT,77388,0.0043761882000000005,Energy production and conversion,#90ee90,
b0070,setA,77621,0.0097171861,Inorganic ion transport and metabolism,#0000ff,
b0071,leuD,78848,-0.0103046447,Amino acid transport and metabolism,#ff0000,
b0072,leuC,79464,-0.0062297138,Amino acid transport and metabolism,#ff0000,
b0073,leuB,80867,-0.0160607296,Energy production and conversion,#90ee90,
b0074,leuA,81958,-0.0028612286,Amino acid transport and metabolism,#ff0000,
b0076,leuO,84368,0.0035424673,Transcription,#f4a460,
b0077,ilvI,85630,0.0049499244,Coenzyme transport and metabolism,#008000,
b0078,ilvH,87357,-0.0045020266,Amino acid transport and metabolism,#ff0000,
b0080,cra,88028,-0.0190869631,Transcription,#f4a460,
b0081,mraZ,89634,0.0017075072,Transcription,#f4a460,
b0082,rsmH,90094,-0.0053446156,"Translation, ribosomal structure and biogenesis",#000000,
b0083,ftsL,91032,-0.0122941044,"Cell cycle control, cell division, chromosome partitioning",#bfbf00,
b0084,ftsI,91413,0.0029319271,Cell wall/membrane/envelope biogenesis,#c71585,
b0085,murE,93166,-0.007187826400000001,Cell wall/membrane/envelope biogenesis,#c71585,
b0086,murF,94650,0.0023575041,Cell wall/membrane/envelope biogenesis,#c71585,
b0087,mraY,96002,-0.0028887036,Cell wall/membrane/envelope biogenesis,#c71585,
b0088,murD,97087,-0.0119517838,Cell wall/membrane/envelope biogenesis,#c71585,
b0089,ftsW,98403,-0.0063065723,"Cell cycle control, cell division, chromosome partitioning",#bfbf00,
b0090,murG,99644,-0.014768549700000001,Cell wall/membrane/envelope biogenesis,#c71585,
