locus,gene_weight,gene_name,gene_product,cog,regulator,link
b1856,0.1889858830474731,mepM,peptidoglycan DD-endopeptidase MepM,Cell wall/membrane/envelope biogenesis,,https://ecocyc.org/gene?orgid=ECOLI&id=EG10013
b1823,0.1661808344210101,cspC,stress protein%2C member of the CspA family,Transcription,"RpoD,BtsR",https://ecocyc.org/gene?orgid=ECOLI&id=EG12204
b1847,0.1638362540063893,yebF,secreted protein YebF,Function unknown,"Lrp,ppGpp",https://ecocyc.org/gene?orgid=ECOLI&id=EG11807
b1832,0.1613080733493625,msrC,free methionine-(R)-sulfoxide reductase,Signal transduction mechanisms,,https://ecocyc.org/gene?orgid=ECOLI&id=G7005
b1826,0.1580298873212793,mgrB,PhoQ kinase inhibitor,Function unknown,PhoP,https://ecocyc.org/gene?orgid=ECOLI&id=G7002
b1824,0.1551563108702249,yobF,DUF2527 domain-containing protein YobF,Function unknown,"RpoD,oxyS,YdcI,YdcR,YcaN,Nac,BtsR,cyaR",https://ecocyc.org/gene?orgid=ECOLI&id=G7000
b1829,0.152091486959542,htpX,zinc dependent endoprotease,"Post-translational modification, protein turnover,and chaperones","RpoH,OmpR,Nac",https://ecocyc.org/gene?orgid=ECOLI&id=EG10462
b1854,0.1477255624491843,pykA,pyruvate kinase II,Nucleotide transport and metabolism,"RpoD,YqhC,RpoS,Fnr,dicF",https://ecocyc.org/gene?orgid=ECOLI&id=EG10803
b1850,0.1474675660670321,eda,KHG/KDPG aldolase,Carbohydrate transport and metabolism,"RpoD,Cra,KdgR,PhoB,GntR",https://ecocyc.org/gene?orgid=ECOLI&id=EG10256
b1839,0.1417366099091113,yebY,DUF2511 domain-containing protein YebY,Function unknown,fnrS,https://ecocyc.org/gene?orgid=ECOLI&id=G7012
b1848,0.1393785812135627,yebG,DNA damage-inducible protein YebG,Function unknown,"RpoD,LexA",https://ecocyc.org/gene?orgid=ECOLI&id=EG11808
b1830,0.1371656187488613,prc,tail-specific protease,Cell wall/membrane/envelope biogenesis,,https://ecocyc.org/gene?orgid=ECOLI&id=EG10760
b1852,0.1366174830322597,zwf,NADP(+)-dependent glucose-6-phosphate dehydrogenase,Nucleotide transport and metabolism,"RpoD,YciT,Fur,Fnr,Cra,MarA,Rob,SoxS",https://ecocyc.org/gene?orgid=ECOLI&id=EG11221
b1831,0.1363420097890722,proQ,RNA chaperone ProQ,Signal transduction mechanisms,,https://ecocyc.org/gene?orgid=ECOLI&id=EG12866
b1827,0.1339428719680425,kdgR,DNA-binding transcriptional repressor KdgR,Transcription,Nac,https://ecocyc.org/gene?orgid=ECOLI&id=G7003
b1836,0.1333690835490533,yebV,protein YebV,Function unknown,ppGpp,https://ecocyc.org/gene?orgid=ECOLI&id=G7009
b1825,0.131795746180324,yebO,uncharacterized protein YebO,Function unknown,ppGpp,https://ecocyc.org/gene?orgid=ECOLI&id=G7001
b1841,0.1289661034148118,yobA,CopC domain-containing protein,Function unknown,"YdcI,fnrS,Nac",https://ecocyc.org/gene?orgid=ECOLI&id=G7014
b4536,0.1275040779750938,yobH,protein YobH,Function unknown,,https://ecocyc.org/gene?orgid=ECOLI&id=G0-10454
b1855,0.1252508623172256,lpxM,myristoyl-acyl carrier protein-dependent acyltransferase,Cell wall/membrane/envelope biogenesis,,https://ecocyc.org/gene?orgid=ECOLI&id=EG10614
b1853,0.1247121456820769,yebK,DNA-binding transcriptional repressor YebK,Transcription,YebK,https://ecocyc.org/gene?orgid=ECOLI&id=EG12860
b1842,0.1244833384412052,holE,DNA polymerase III subunit theta,"Replication, recombination and repair",Nac,https://ecocyc.org/gene?orgid=ECOLI&id=EG11505
b1844,0.1231793317892896,exoX,exonuclease X,"Replication, recombination and repair","YdhB,OmpR",https://ecocyc.org/gene?orgid=ECOLI&id=G7016
b1849,0.11923872939549,purT,phosphoribosylglycinamide formyltransferase 2,Nucleotide transport and metabolism,"RpoD,ppGpp,PurR,Lrp",https://ecocyc.org/gene?orgid=ECOLI&id=EG11809
b1840,0.1159266452011094,yebZ,putative inner membrane protein,Inorganic ion transport and metabolism,fnrS,https://ecocyc.org/gene?orgid=ECOLI&id=G7013
b1846,0.1140711667827945,yebE,conserved inner membrane protein YebE,Function unknown,"RpoD,CpxR",https://ecocyc.org/gene?orgid=ECOLI&id=EG11806
b1822,0.1089036692419935,rlmA,23S rRNA m(1)G745 methyltransferase,"Translation, ribosomal structure and biogenesis",ppGpp,https://ecocyc.org/gene?orgid=ECOLI&id=EG12207
b1834,0.1029275801631952,yebT,intermembrane transport protein YebT,"Secondary metabolites biosynthesis, transport, and catabolism",,https://ecocyc.org/gene?orgid=ECOLI&id=G7007
b1837,0.1028761885735589,yebW,protein YebW,Function unknown,,https://ecocyc.org/gene?orgid=ECOLI&id=G7010
