locus,gene_weight,gene_name,gene_product,cog,operon,regulator,link
PP_1575,0.1786336267835445,PP_1575,conserved protein of unknown function,No COG annotation,Op986,,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_1575&e1=1&assembly=complete
PP_1574,0.1713565004426929,PP_1574,conserved protein of unknown function,Function unknown,Op985,,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_1574&e1=1&assembly=complete
PP_1568,0.1710818837221121,PP_1568,conserved protein of unknown function,No COG annotation,Op984,,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_1568&e1=1&assembly=complete
PP_1572,0.1685820597119502,PP_1572,conserved protein of unknown function,Function unknown,Op984,,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_1572&e1=1&assembly=complete
PP_1573,0.1682304973479512,PP_1573,putative Major tail protein,Function unknown,Op985,,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_1573&e1=1&assembly=complete
PP_5475,0.1670812212374726,PP_5475,conserved protein of unknown function,No COG annotation,Op988,,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_5475&e1=1&assembly=complete
PP_1560,0.1652978157140661,PP_1560,conserved protein of unknown function,No COG annotation,Op982,,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_1560&e1=1&assembly=complete
PP_1567,0.1650085466028983,PP_1567,Capsid protein,Function unknown,Op983,,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_1567&e1=1&assembly=complete
PP_1559,0.1632883665700293,PP_1559,Holin,Function unknown,Op981,,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_1559&e1=1&assembly=complete
PP_1562,0.160993936676929,PP_1562,putative Phage terminase%2C small subunit,"Replication, recombination and repair",Op983,,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_1562&e1=1&assembly=complete
PP_1578,0.159964795852696,PP_1578,conserved protein of unknown function,Function unknown,Op988,,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_1578&e1=1&assembly=complete
PP_1583,0.1596050764244171,PP_1583,putative Structural protein P5,No COG annotation,Op989,,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_1583&e1=1&assembly=complete
PP_1577,0.1584471510076613,PP_1577,Phage tail tape meausure protein%2C lambda family,"Cell cycle control, cell division, chromosome partitioning",Op988,,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_1577&e1=1&assembly=complete
