,name,x,y,cog,color,link
meta,start,0.07752378226512924,,,,
PA0001,dnaA,483,-0.0068761741,"Replication, recombination and repair",#1e90ff,
PA0002,dnaN,2056,0.0018159083,"Replication, recombination and repair",#1e90ff,
PA0003,recF,3169,-0.0034843636,"Replication, recombination and repair",#1e90ff,
PA0004,gyrB,4275,0.0031118207,"Replication, recombination and repair",#1e90ff,
PA0005,lptA,7018,-0.0006168422,Lipid transport and metabolism,#87cefa,
PA0006,PA0006,7803,-0.0011477466,Carbohydrate transport and metabolism,#ffc0cb,
PA0007,PA0007,8671,-0.0083204445,Energy production and conversion,#708090,
PA0008,glyS,10434,-0.0007937127,"Translation, ribosomal structure and biogenesis",#daa520,
PA0009,glyQ,12488,0.0001791839,"Translation, ribosomal structure and biogenesis",#daa520,
PA0010,tag,13540,0.010693915600000001,"Replication, recombination and repair",#1e90ff,
PA0011,PA0011,14235,0.0020458737,Cell wall/membrane/envelope biogenesis,#c71585,
PA0012,PA0012,15207,0.003556066,Function unknown,#0000ff,
PA0013,PA0013,15620,-0.0040110851,"Intracellular trafficking, secretion, and vesicular transport",#40e0d0,
PA0014,PA0014,16335,0.0028674317,No COG annotation,#00bfbf,
PA0015,PA0015,16900,-0.006945926000000001,Cell motility,#da70d6,
PA0016,trkA,17366,0.0001801534,Inorganic ion transport and metabolism,#8b4513,
PA0017,PA0017,18767,0.006241636300000001,"Translation, ribosomal structure and biogenesis",#daa520,
PA0018,fmt,20068,-0.0064680326000000005,"Translation, ribosomal structure and biogenesis",#daa520,
PA0019,def,21067,-0.0057984052000000005,"Translation, ribosomal structure and biogenesis",#daa520,
PA0020,PA0020,21712,0.0055973926,Function unknown,#0000ff,
PA0021,PA0021,22872,0.0115236238,"Replication, recombination and repair",#1e90ff,
PA0022,PA0022,24001,0.0034424572,"Translation, ribosomal structure and biogenesis",#daa520,
PA0023,qor,24568,0.0047248428,Energy production and conversion,#708090,
PA0024,hemF,25736,0.0068155831000000005,Coenzyme transport and metabolism,#d3d3d3,
PA0025,aroE,26711,0.0059437614,Amino acid transport and metabolism,#ff0000,
PA0026,plcB,27646,-0.006256339400000001,No COG annotation,#00bfbf,
PA0027,PA0027,28613,0.004568183,"Post-translational modification, protein turnover,and chaperones",#add8e6,
PA0028,PA0028,29896,0.0011730186,No COG annotation,#00bfbf,
PA0029,PA0029,30502,0.011353876700000001,Inorganic ion transport and metabolism,#8b4513,
PA0030,PA0030,32060,-0.0146508657,Amino acid transport and metabolism,#ff0000,
PA0031,betC,33000,0.0041063022,Inorganic ion transport and metabolism,#8b4513,
PA0032,PA0032,34624,-0.0068568324,Transcription,#000000,
PA0032a,PA0032a,35549,-0.0020084019000000002,"Secondary metabolites biosynthesis, transport, and catabolism",#00ff00,
PA0033,PA0033,35905,-0.0064224207000000005,Signal transduction mechanisms,#f4a460,
PA0034,PA0034,36278,-0.0024782195,Transcription,#000000,
PA0035,trpA,37087,-0.0059190135000000005,Amino acid transport and metabolism,#ff0000,
PA0036,trpB,37890,-0.005382479700000001,Amino acid transport and metabolism,#ff0000,
PA0037,trpI,39202,0.002212098,Transcription,#000000,
PA0038,PA0038,40190,0.0023717961000000003,Function unknown,#0000ff,
PA0039,PA0039,40589,0.0015462313,Function unknown,#0000ff,
