locus,gene_weight,gene_name,gene_product,cog,operon,regulator,link
PN96_RS21100,0.1548819278028417,PN96_RS21100,methyl-accepting chemotaxis protein,Cell motility,Op1587,,
PN96_RS23040,0.146517400890533,PN96_RS23040,methyl-accepting chemotaxis protein,Cell motility,Op2120,,
PN96_RS02610,0.142861366519643,fliS,flagellar export chaperone FliS,Cell motility,Op634,,
PN96_RS02585,0.14062992538941,PN96_RS02585,flagellin,Cell motility,Op629,,
PN96_RS09745,0.1363599511725456,flgP,flagellar assembly lipoprotein FlgP,Function unknown,Op2411,,
PN96_RS18405,0.1336994271308625,PN96_RS18405,methyl-accepting chemotaxis protein,Signal transduction mechanisms,Op860,,
PN96_RS10205,0.1330529732971189,pomA,flagellar motor protein PomA,Cell motility,Op2452,,
PN96_RS20765,0.1318319967499443,PN96_RS20765,hypothetical protein,No COG annotation,Op1485,,
PN96_RS22900,0.1296107485274958,PN96_RS22900,OmpA family protein,Cell wall/membrane/envelope biogenesis,Op2088,,
PN96_RS03060,0.1296054973246117,PN96_RS03060,hypothetical protein,No COG annotation,Op741,,
PN96_RS10200,0.1290548539602155,PN96_RS10200,flagellar motor protein MotB,Cell motility,Op2452,,
PN96_RS02590,0.1290153110884891,PN96_RS02590,flagellin,Cell motility,Op630,,
PN96_RS02605,0.1257445256407829,PN96_RS02605,flagellar protein FliT,No COG annotation,Op634,,
PN96_RS09750,0.1252465456782095,PN96_RS09750,membrane protein,Function unknown,Op2411,,
PN96_RS14780,0.1221182360203948,PN96_RS14780,sel1 repeat family protein,Cell motility,Op2997,,
PN96_RS09690,0.1212213992022828,flgG,flagellar basal-body rod protein FlgG,Cell motility,Op2407,,
PN96_RS09675,0.1194352169740124,flgJ,flagellar assembly peptidoglycan hydrolase FlgJ,Cell motility,Op2406,,
PN96_RS02580,0.1172187084732973,PN96_RS02580,flagellin,Cell motility,Op627,Crp,
PN96_RS09660,0.1160422408016377,PN96_RS09660,flagellin,Cell motility,Op2405,,
PN96_RS11530,0.1140599562672223,PN96_RS11530,methyl-accepting chemotaxis protein,Cell motility,Op2621,,
PN96_RS03245,0.1133210813940329,PN96_RS03245,hypothetical protein,Function unknown,Op810,,
PN96_RS08550,0.111994639662964,PN96_RS08550,hypothetical protein,No COG annotation,Op2196,,
PN96_RS09680,0.1115046841892382,PN96_RS09680,flagellar basal body P-ring protein FlgI,Cell motility,Op2406,,
PN96_RS02595,0.11038331640457,flaG,flagellar protein FlaG,Cell motility,Op632,,
PN96_RS20845,0.1096444819813546,PN96_RS20845,conjugal transfer protein TraF,Function unknown,Op1505,,
PN96_RS12790,0.1085127800646649,PN96_RS12790,hypothetical protein,No COG annotation,Op2772,,
PN96_RS09685,0.1068079573078319,flgH,flagellar basal body L-ring protein FlgH,Cell motility,Op2407,,
PN96_RS15865,0.1050493503358239,PN96_RS15865,sel1 repeat family protein,Function unknown,Op158,,
PN96_RS09725,0.1034354613455385,PN96_RS09725,chemotaxis protein,Signal transduction mechanisms,Op2409,,
PN96_RS09695,0.1027803336892652,PN96_RS09695,flagellar basal body rod protein FlgF,Cell motility,Op2407,,
PN96_RS03275,0.1010503421290717,PN96_RS03275,OmpA family protein,Cell motility,Op819,,
PN96_RS09670,0.1005810538476057,flgK,flagellar hook-associated protein FlgK,Cell motility,Op2406,,
PN96_RS02600,0.0977584315219799,fliD,flagellar filament capping protein FliD,Cell motility,Op634,,
PN96_RS09755,0.0949498633493846,PN96_RS09755,flagellar assembly protein FlgT,Cell motility,Op2412,,
PN96_RS09720,0.0893433013084155,PN96_RS09720,protein-glutamate O-methyltransferase,Cell motility,Op2409,,
PN96_RS09735,0.0887629942720509,flgM,flagellar biosynthesis anti-sigma factor FlgM,Cell motility,Op2410,,
PN96_RS12950,0.0880577723452293,PN96_RS12950,GGDEF and EAL domain-containing protein,Signal transduction mechanisms,Op2791,NtrC,
PN96_RS06125,0.0876497569520807,PN96_RS06125,porin family protein,Cell wall/membrane/envelope biogenesis,Op1546,,
PN96_RS09740,0.0850365704901116,flgN,flagellar export chaperone FlgN,Cell motility,Op2410,,
PN96_RS09665,0.0840963908401587,flgL,flagellar hook-associated protein FlgL,Cell motility,Op2406,,
PN96_RS09700,0.0788391013371371,flgE,flagellar hook protein FlgE,Cell motility,Op2408,,
PN96_RS09705,0.0738525149368585,flgD,flagellar hook assembly protein FlgD,Cell motility,Op2408,,
PN96_RS18375,0.0732861833186439,PN96_RS18375,methyl-accepting chemotaxis protein,Cell motility,Op852,,
PN96_RS03055,0.0710296885945854,PN96_RS03055,alkaline phosphatase,Inorganic ion transport and metabolism,Op739,,
PN96_RS09715,0.0709908071334441,flgB,flagellar basal body rod protein FlgB,Cell motility,Op2408,,
PN96_RS02435,0.0689706399121874,PN96_RS02435,TIGR03503 family protein,Function unknown,Op586,,
PN96_RS02740,0.0689692656919798,PN96_RS02740,chemotaxis protein CheA,Cell motility,Op655,,
PN96_RS02745,0.0662889451571357,PN96_RS02745,chemotaxis response regulator protein-glutamate methylesterase,Cell motility,Op655,,
PN96_RS01800,0.0638929453300322,PN96_RS01800,PilZ domain-containing protein,Function unknown,Op410,,
PN96_RS09710,0.0636287895872142,flgC,flagellar basal body rod protein FlgC,Cell motility,Op2408,,
PN96_RS18380,0.0618649118533142,arfB,aminoacyl-tRNA hydrolase,"Translation, ribosomal structure and biogenesis",Op854,,
PN96_RS02760,0.0568489716347772,PN96_RS02760,chemotaxis protein CheW,Cell motility,Op655,,
PN96_RS02750,0.0550608951063251,PN96_RS02750,ParA family protein,"Cell cycle control, cell division, chromosome partitioning",Op655,,
PN96_RS02765,0.051851767211074,PN96_RS02765,DUF2802 domain-containing protein,Function unknown,Op655,,
PN96_RS12955,0.0515905182202347,add,adenosine deaminase,Nucleotide transport and metabolism,Op2792,"AphA,Crp",
PN96_RS11630,0.0512016590327745,PN96_RS11630,flagellin,Cell motility,Op2636,,
PN96_RS02665,0.0511253313288908,PN96_RS02665,flagellar hook-length control protein FliK,Cell motility,Op645,,
PN96_RS02680,0.0511227766091564,fliN,flagellar motor switch protein FliN,Cell motility,Op646,,
PN96_RS02755,0.0507672847660096,PN96_RS02755,chemotaxis protein CheW,Cell motility,Op655,,
PN96_RS02675,0.0507184244508955,fliM,flagellar motor switch protein FliM,Cell motility,Op646,,
PN96_RS19550,-0.0602815637306109,PN96_RS19550,DMT family transporter,Amino acid transport and metabolism,Op1161,,
