locus,gene_weight,gene_name,gene_product,COG,operon,regulator,link
b3184,0.1251357012,yhbE,inner membrane protein YhbE,Amino acid transport and metabolism,rplU-rpmA-yhbE-obgE,"RpoD,ppGpp,MlrA,DksA",https://ecocyc.org/gene?orgid=ECOLI&id=EG11499
b4176,0.11957582010000001,yjeT,DUF2065 domain-containing protein YjeT,Function unknown,,,https://ecocyc.org/gene?orgid=ECOLI&id=G7844
b2698,0.1192655962,recX,RecA inhibitor RecX,Function unknown,recAX,"RpoD,ppGpp,LexA",https://ecocyc.org/gene?orgid=ECOLI&id=EG12080
b4011,0.1147543734,yjaA,stress response protein,Function unknown,,,https://ecocyc.org/gene?orgid=ECOLI&id=EG11206
b3183,0.1056623836,obgE,GTPase ObgE,Function unknown,rplU-rpmA-yhbE-obgE,"RpoD,ppGpp,MlrA,DksA",https://ecocyc.org/gene?orgid=ECOLI&id=G7656
b2510,0.0912027346,yfgJ,zinc ribbon domain-containing protein YfgJ,Function unknown,yfgJ,"YeiE,ppGpp",https://ecocyc.org/gene?orgid=ECOLI&id=G7318
b2774,0.0909208994,ygcW,putative deoxygluconate dehydrogenase,Lipid transport and metabolism,ygcW,Crp,https://ecocyc.org/gene?orgid=ECOLI&id=G7440
b2937,0.087498225,speB,agmatinase,Amino acid transport and metabolism,speAB,"RpoD,PurR,RpoS",https://ecocyc.org/gene?orgid=ECOLI&id=EG10960
b0689,0.08620167940000001,ybfP,lipoprotein YbfP,No COG annotation,ybfP,,https://ecocyc.org/gene?orgid=ECOLI&id=G6374
b0610,0.0850822512,rnk,nucleoside diphosphate kinase regulator,Transcription,rnk,,https://ecocyc.org/gene?orgid=ECOLI&id=G6337
b2511,0.0848660286,der,50S ribosomal subunit stability factor,"Translation, ribosomal structure and biogenesis",bamB-der,"YeiE,RpoE,ppGpp",https://ecocyc.org/gene?orgid=ECOLI&id=G7319
b3162,0.0818902445,deaD,ATP-dependent RNA helicase DeaD,Nucleotide transport and metabolism,yrbN-deaD,"RpoD,YahB,YebK,ppGpp,Lrp",https://ecocyc.org/gene?orgid=ECOLI&id=EG10215
