locus,gene_weight,gene_name,gene_product,cog,regulator,link
b1957,0.1407071594191358,yodC,protein YodC,Function unknown,Lrp,https://ecocyc.org/gene?orgid=ECOLI&id=G7050
b1795,0.0948832514915236,yeaQ,PF04226 family protein YeaQ,Function unknown,ppGpp,https://ecocyc.org/gene?orgid=ECOLI&id=G6981
b0498,0.0942160081293017,ybbC,PF15631 family protein YbbC,Function unknown,"ppGpp,Nac",https://ecocyc.org/gene?orgid=ECOLI&id=EG11769
b4126,0.0940710826664751,yjdI,PF06902 family protein YjdI,Function unknown,,https://ecocyc.org/gene?orgid=ECOLI&id=G7828
b4224,0.0893134163448967,chpS,ChpS antitoxin of the ChpB-ChpS toxin-antitoxin system,Transcription,"RpoD,Nac",https://ecocyc.org/gene?orgid=ECOLI&id=EG11250
b1559,0.0872737699444227,ydfT,Qin prophage%3B putative antitermination protein Q,Transcription,YdcN,https://ecocyc.org/gene?orgid=ECOLI&id=G6830
b2377,0.0869708660500251,yfdY,DUF2545 domain-containing protein YfdY,Function unknown,,https://ecocyc.org/gene?orgid=ECOLI&id=G7240
b0119,0.0865695230781053,yacL,UPF0231 family protein YacL,Function unknown,"Lrp,cyaR",https://ecocyc.org/gene?orgid=ECOLI&id=EG12605
b0901,0.0854656352196935,ycaK,putative NAD(P)H-dependent oxidoreductase YcaK,Function unknown,Nac,https://ecocyc.org/gene?orgid=ECOLI&id=EG12702
b1952,0.0848423647496862,dsrB,protein DsrB,Function unknown,,https://ecocyc.org/gene?orgid=ECOLI&id=G7045
b1920,0.0821349975762592,tcyJ,cystine ABC transporter periplasmic binding protein,Amino acid transport and metabolism,"RpoD,omrA,omrB,H-NS,CysB,FliA,IHF,NsrR,EcpR,SutR,CsgD,FlhDC,gcvB",https://ecocyc.org/gene?orgid=ECOLI&id=G7039
b4225,0.0800391429103429,chpB,endoribonuclease toxin ChpB,Signal transduction mechanisms,RpoD,https://ecocyc.org/gene?orgid=ECOLI&id=EG12096
b0132,0.0772429523754083,rpnC,recombination-promoting nuclease RpnC,"Replication, recombination and repair",,https://ecocyc.org/gene?orgid=ECOLI&id=EG11748
b3635,0.0737465262895861,mutM,DNA-formamidopyrimidine glycosylase,"Replication, recombination and repair","RpoH,ppGpp,DksA",https://ecocyc.org/gene?orgid=ECOLI&id=EG10329
b1051,0.0720236724541792,msyB,acidic protein that suppresses heat sensitivity of a secY mutant,Function unknown,"RpoS,ppGpp",https://ecocyc.org/gene?orgid=ECOLI&id=EG11338
b1664,0.0706669723469744,ydhQ,adhesin-like autotransporter YdhQ,Cell wall/membrane/envelope biogenesis,"RpoH,Lrp",https://ecocyc.org/gene?orgid=ECOLI&id=G6894
b0838,0.0693644175721293,gstB,glutathione S-transferase GstB,"Post-translational modification, protein turnover,and chaperones",ppGpp,https://ecocyc.org/gene?orgid=ECOLI&id=G6438
b2754,0.0691431523957261,cas2,CRISPR-associated endoribonuclease Cas2,"Replication, recombination and repair","RpoD,RpoH,Crp,LeuO,SlyA,H-NS,StpA",https://ecocyc.org/gene?orgid=ECOLI&id=EG12845
b1906,0.0686780022921904,yecH,DUF2492 domain-containing protein YecH,Function unknown,,https://ecocyc.org/gene?orgid=ECOLI&id=G7036
b2448,0.0685268994939435,yffQ,CPZ-55 prophage%3B uncharacterized protein YffQ,No COG annotation,"YdcN,YciT,YfeC,YdhB,YfiE,YbcM",https://ecocyc.org/gene?orgid=ECOLI&id=G7278
b3953,0.0677703971300066,frwD,putative PTS enzyme IIB component FrwD,Carbohydrate transport and metabolism,,https://ecocyc.org/gene?orgid=ECOLI&id=EG11912
b1561,0.0663982307098611,rem,Qin prophage%3B protein Rem,No COG annotation,,https://ecocyc.org/gene?orgid=ECOLI&id=EG11129
b1908,0.0651619935897862,yecA,UPF0149 family protein YecA,Energy production and conversion,YgaV,https://ecocyc.org/gene?orgid=ECOLI&id=EG11139
b4127,0.0648931988646024,yjdJ,putative N-acetyltransferase YjdJ,Function unknown,,https://ecocyc.org/gene?orgid=ECOLI&id=G7829
b4550,0.064500594054638,arfA,alternative ribosome-rescue factor A,Function unknown,RpoD,https://ecocyc.org/gene?orgid=ECOLI&id=G0-10465
b1958,0.0637789119028608,yedI,conserved inner membrane protein YedI,Function unknown,,https://ecocyc.org/gene?orgid=ECOLI&id=EG12709
b2210,0.0637613981206002,mqo,malate:quinone oxidoreductase,Energy production and conversion,"Lrp,ArcA",https://ecocyc.org/gene?orgid=ECOLI&id=EG12069
