locus,gene_weight,gene_name,gene_product,COG,operon,regulator,link
b3065,0.1493614258,rpsU,30S ribosomal subunit protein S21,"Translation, ribosomal structure and biogenesis",rpsU-dnaG-rpoD,"RpoD,YidZ,ppGpp,LexA,DksA",https://ecocyc.org/gene?orgid=ECOLI&id=EG10920
b0762,0.1412291862,acrZ,multidrug efflux pump accessory protein AcrZ,"Intracellular trafficking, secretion, and vesicular transport",acrZ,"RpoD,Rob,SoxS,MarA,Lrp",https://ecocyc.org/gene?orgid=ECOLI&id=G6396
b0528,0.1406023635,ybcJ,putative RNA-binding protein YbcJ,Function unknown,folD-ybcJ,,https://ecocyc.org/gene?orgid=ECOLI&id=EG12879
b3100,0.1088446658,yqjK,conserved protein YqjK,Function unknown,yqjCDEK,,https://ecocyc.org/gene?orgid=ECOLI&id=G7614
b4428,0.0924562976,hokB,toxin HokB,Function unknown,hokB,,https://ecocyc.org/gene?orgid=ECOLI&id=G0-9610
b2145,0.0862899016,yeiS,DUF2542 domain-containing protein YeiS,Function unknown,sanA-yeiS,ppGpp,https://ecocyc.org/gene?orgid=ECOLI&id=G7144
b3042,0.0848252958,ubiK,ubiquinone biosynthesis accessory factor UbiK,Function unknown,ubiK,,https://ecocyc.org/gene?orgid=ECOLI&id=G7582
b2343,0.0843206574,yfcZ,DUF406 domain-containing protein YfcZ,Function unknown,yfcZ,"Fnr,Lrp,ppGpp",https://ecocyc.org/gene?orgid=ECOLI&id=G7214
b2092_2,0.07825801240000001,gatC_2,,Carbohydrate transport and metabolism,gatYZABCD,,
b1887,0.07446459400000001,cheW,chemotaxis protein CheW,Cell motility,motAB-cheAW,"FliA,CpxR",https://ecocyc.org/gene?orgid=ECOLI&id=EG10149
