locus,gene_weight,gene_name,gene_product,cog,operon,regulator,Crp,link
b4118,0.2112481916,melR,DNA-binding transcriptional dual regulator MelR,Transcription,melR,"RpoD,Crp,MelR",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG11230
b3118,0.18937025130000001,tdcA,DNA-binding transcriptional activator TdcA,Transcription,tdcABCDEFG,"Fnr,Crp,ppGpp,IHF,TdcA,TdcR,Nac",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10989
b4357,0.18880115390000002,lgoR,putative DNA-binding transcriptional regulator LgoR,Transcription,lgoR,"RpoE,Crp,UxuR,ExuR",True,https://ecocyc.org/gene?orgid=ECOLI&id=G7944
b4189,0.1570400977,bsmA,DUF1471 domain-containing putative lipoprotein BsmA,Function unknown,bsmA,"YciT,RpoS",False,https://ecocyc.org/gene?orgid=ECOLI&id=G7852
b4188,0.1433454036,yjfN,protease activator,Function unknown,yjfN,CpxR,False,https://ecocyc.org/gene?orgid=ECOLI&id=G7851
b1205,0.1403469648,ychH,stress-induced protein,Function unknown,ychH,"RpoD,Crp,ppGpp",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG11533
b0328,0.1343856785,yahN,putative amino acid exporter,Amino acid transport and metabolism,yahN,Crp,True,https://ecocyc.org/gene?orgid=ECOLI&id=G6193
b2801,0.1235215966,fucP,L-fucose:H(+) symporter,Inorganic ion transport and metabolism,fucPIKUR,"RpoD,FucR,Crp,spf",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10352
b2151,0.11969060120000001,galS,DNA-binding transcriptional dual regulator GalS,Transcription,galS,"RpoD,Crp,GalR,GalS",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10365
b0791,0.11797101600000001,ybhQ,putative inner membrane protein,Function unknown,ybhQ,Lrp,False,https://ecocyc.org/gene?orgid=ECOLI&id=G6408
b2876,0.11591089700000001,yqeC,uncharacterized protein YqeC,Cell wall/membrane/envelope biogenesis,yqeC,,False,https://ecocyc.org/gene?orgid=ECOLI&id=G7495
b0445,0.1117323821,ybaE,putative protein YbaE,Function unknown,ybaE,,False,https://ecocyc.org/gene?orgid=ECOLI&id=EG13217
b3674,0.1099790436,yidF,uncharacterized protein YidF,Transcription,yidHGF,,False,https://ecocyc.org/gene?orgid=ECOLI&id=EG11694
b1426,0.1086041761,ydcH,protein YdcH,Function unknown,ydcH,,False,https://ecocyc.org/gene?orgid=ECOLI&id=EG12865
b1689,0.1051887821,ydiL,DUF1870 domain-containing protein YdiL,Function unknown,ydiL,Nac,False,https://ecocyc.org/gene?orgid=ECOLI&id=G6915
b0681,0.1049913318,chiP,chitobiose outer membrane channel,Cell wall/membrane/envelope biogenesis,chiPQ,"Crp,NagC,ChiX",True,https://ecocyc.org/gene?orgid=ECOLI&id=G6370
b0380,0.0997782205,yaiZ,DUF2754 domain-containing protein YaiZ,Function unknown,yaiZ,"oxyS,Nac",False,https://ecocyc.org/gene?orgid=ECOLI&id=G6229
b1976,0.0993613144,mtfA,Mlc titration factor,Function unknown,mtfA,Nac,False,https://ecocyc.org/gene?orgid=ECOLI&id=G7063
b1799,0.0980575494,dmlR,DNA-binding transcriptional regulator DmlR,Transcription,dmlR,,False,https://ecocyc.org/gene?orgid=ECOLI&id=G6985
b2597,0.0963047831,raiA,stationary phase translation inhibitor and ribosome stability factor,"Translation, ribosomal structure and biogenesis",raiA,"RpoH,Crp,ppGpp",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG11151
b2219,0.09122847240000001,atoS,sensory histidine kinase AtoS,Signal transduction mechanisms,atoSC,,False,https://ecocyc.org/gene?orgid=ECOLI&id=EG11667
b3872,0.0907824829,yihL,putative transcriptional regulator YihL,Transcription,yihLM,"YihL,Nac",False,https://ecocyc.org/gene?orgid=ECOLI&id=EG11838
b2398,0.0905426871,yfeC,putative DNA-binding transcriptional regulator YfeC,"Replication, recombination and repair",yfeCD,,False,https://ecocyc.org/gene?orgid=ECOLI&id=EG11431
b3001,0.0882608455,gpr,L-glyceraldehyde 3-phosphate reductase,Energy production and conversion,gpr,,False,https://ecocyc.org/gene?orgid=ECOLI&id=G7558
b2869,0.0794668352,ygeV,putative sigma(54)-dependent transcriptional regulator YgeV,Transcription,ygeV,,False,https://ecocyc.org/gene?orgid=ECOLI&id=G7488
b4055,0.0788527997,aphA,acid phosphatase/phosphotransferase,Function unknown,aphA,"ppGpp,Lrp",False,https://ecocyc.org/gene?orgid=ECOLI&id=EG11934
b3383,0.0788280519,yhfZ,putative DNA-binding transcriptional regulator YhfZ,Transcription,yhfZY,"ppGpp,Nac",False,https://ecocyc.org/gene?orgid=ECOLI&id=G7735
