locus,gene_weight,gene_name,gene_product,cog,regulator,Fur,link
b0595,0.2712513486267193,entB,enterobactin synthase component B,"Secondary metabolites biosynthesis, transport, and catabolism","RpoD,ryhB,Crp,Fur",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10260
b0584,0.2613917226572694,fepA,ferric enterobactin outer membrane transporter,Inorganic ion transport and metabolism,"RpoD,omrA,YfeD,Crp,Fur,omrB",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10293
b0594,0.2606887649690851,entE,2%2C3-dihydroxybenzoate-AMP ligase,"Secondary metabolites biosynthesis, transport, and catabolism","RpoD,ryhB,Crp,Fur",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10263
b0596,0.2469777246686531,entA,2%2C3-dihydro-2%2C3-dihydroxybenzoate dehydrogenase,Lipid transport and metabolism,"RpoD,ryhB,Crp,Fur",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10259
b0597,0.2381766618247882,entH,proofreading thioesterase in enterobactin biosynthesis,"Secondary metabolites biosynthesis, transport, and catabolism","RpoD,ryhB,Crp,Fur",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG11105
b2155,0.228835342065665,cirA,ferric dihyroxybenzoylserine outer membrane transporter,Inorganic ion transport and metabolism,"RpoD,omrB,omrA,Crp,Fur,Hfq,ryhB",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10155
b0805,0.2252847229015376,fiu,putative iron siderophore outer membrane transporter,Inorganic ion transport and metabolism,"RpoD,Fur,Crp,rybB",True,https://ecocyc.org/gene?orgid=ECOLI&id=G6414
b4511,0.2231021850389792,ybdZ,enterobactin biosynthesis protein YbdZ,Function unknown,"RpoD,Fnr,H-NS,Fur",True,https://ecocyc.org/gene?orgid=ECOLI&id=G0-10437
b0586,0.2215677356089905,entF,apo-serine activating enzyme,"Secondary metabolites biosynthesis, transport, and catabolism","RpoD,YbaQ,H-NS,Fnr,Fur",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10264
b0593,0.1962003029174819,entC,isochorismate synthase EntC,Coenzyme transport and metabolism,"RpoD,ryhB,Crp,Fur",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10261
b0585,0.1952196789434953,fes,enterochelin esterase,Inorganic ion transport and metabolism,"RpoD,H-NS,Fnr,Fur",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10299
b0583,0.1927500390402489,entD,phosphopantetheinyl transferase EntD,Coenzyme transport and metabolism,"RpoD,Crp,Fur",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10262
b0804,0.1708999315528569,ybiX,PKHD-type hydroxylase YbiX,Function unknown,,False,https://ecocyc.org/gene?orgid=ECOLI&id=G6413
b1102,0.1668293966848855,fhuE,ferric coprogen/ferric rhodotorulic acid outer membrane transporter,Inorganic ion transport and metabolism,"Fur,GlaR",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10306
b1705,0.1114937850773946,ydiE,PF10636 family protein YdiE,Inorganic ion transport and metabolism,,False,https://ecocyc.org/gene?orgid=ECOLI&id=EG12391
b0591,0.0953867340567976,entS,enterobactin exporter EntS,Amino acid transport and metabolism,"RpoD,YdhB,Fur",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG11104
b0589,0.086249755075181,fepG,ferric enterobactin ABC transporter membrane subunit FepG,Inorganic ion transport and metabolism,"RpoD,Fur",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10298
b0588,0.085813264715113,fepC,ferric enterobactin ABC transporter ATP binding subunit,Inorganic ion transport and metabolism,"RpoD,Fur",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10295
b4567,0.0822517930803686,yjjZ,protein YjjZ,Function unknown,"RpoD,ppGpp,OxyR,Fur",True,https://ecocyc.org/gene?orgid=ECOLI&id=G0-10474
b0590,0.0681526880353097,fepD,ferric enterobactin ABC transporter membrane subunit FebD,Inorganic ion transport and metabolism,"RpoD,Fur",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10296
b2676,0.0607051166960083,nrdF,ribonucleoside-diphosphate reductase 2 subunit beta,Nucleotide transport and metabolism,"RpoD,Fur,IscR,ppGpp,NrdR",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG12381
b0803,0.0579965128296445,ybiI,zinc finger domain-containing protein YbiI,Signal transduction mechanisms,"RpoS,Lrp",False,https://ecocyc.org/gene?orgid=ECOLI&id=EG12421
b0592,0.0557520648518387,fepB,ferric enterobactin ABC transporter periplasmic binding protein,Inorganic ion transport and metabolism,"RpoD,RutR,Fur",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10294
b2675,0.05230650563154,nrdE,ribonucleoside-diphosphate reductase 2 subunit alpha,Nucleotide transport and metabolism,"RpoD,Fur,IscR,ppGpp,NrdR",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG20257
b1679,0.052218185788881,sufE,sulfur acceptor for SufS cysteine desulfurase,Function unknown,"RpoD,NsrR,IscR,IHF,OxyR,Fur,ppGpp",True,https://ecocyc.org/gene?orgid=ECOLI&id=G6905
b1680,0.0508161791711258,sufS,L-cysteine desulfurase,Coenzyme transport and metabolism,"RpoD,NsrR,IHF,IscR,OxyR,Fur,ppGpp",True,https://ecocyc.org/gene?orgid=ECOLI&id=G6906
b1681,0.0499065511363832,sufD,Fe-S cluster scaffold complex subunit SufD,"Post-translational modification, protein turnover,and chaperones","RpoD,NsrR,IHF,IscR,OxyR,Fur,ppGpp",True,https://ecocyc.org/gene?orgid=ECOLI&id=G6907
