locus,gene_weight,gene_name,gene_product,cog,operon,regulator,link
ABUW_0831,0.1606197128,ABUW_0831,ammonium transporter,Inorganic ion transport and metabolism,Op442,,
ABUW_2885,0.1552287238,ureD,urease accessory protein UreD,"Post-translational modification, protein turnover,and chaperones",Op1494,,
ABUW_1701,0.14606851710000002,ABUW_1701,putative nitrate transport protein,Inorganic ion transport and metabolism,Op880,,
ABUW_1702,0.1189524772,nasT,response regulator protein,Signal transduction mechanisms,Op880,,
ABUW_1339,0.11757375,hisJ,histidine-binding periplasmic protein,Amino acid transport and metabolism,Op705,,
ABUW_2430,0.101472851,ABUW_2430,transporter%2C LysE family,Amino acid transport and metabolism,,,
ABUW_0131,0.09890524690000001,ABUW_0131,2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase,Function unknown,Op76,,
ABUW_2883,0.09385849760000001,ureB,urease%2C beta subunit,Amino acid transport and metabolism,Op1493,,
ABUW_3010,0.0858864914,ABUW_3010,hypothetical protein,No COG annotation,,,
ABUW_2882,0.0847789496,ureC,urease%2C alpha subunit,Amino acid transport and metabolism,Op1493,,
ABUW_1207,0.08045822720000001,glnA,glutamine synthetase%2C type I,Amino acid transport and metabolism,Op644,NtrC,
ABUW_3700,-0.0815928029,ABUW_3700,hypothetical protein,No COG annotation,,,
ABUW_1276,-0.0851826584,ABUW_1276,hypothetical protein,No COG annotation,Op677,Phage region 3,
ABUW_1663,-0.089574543,ABUW_1663,hypothetical protein,No COG annotation,Op857,,
