locus,gene_weight,gene_name,gene_product,cog,regulator,link
PSPTO_2376,0.1154989851,PSPTO_2376,cold-shock protein,Transcription,,
PSPTO_RS29880,0.1083592934,PSPTO_RS29880,hypothetical protein,No COG annotation,,
PSPTO_2272,0.08803380720000001,oprI,hypothetical protein,Function unknown,,
PSPTO_1596,0.0853754518,PSPTO_1596,CsbD family protein,No COG annotation,,
PSPTO_0802,0.0826485613,rpsT,30S ribosomal protein S20,"Translation, ribosomal structure and biogenesis",,
PSPTO_2315,0.0793282411,PSPTO_2315,YggL family protein,Function unknown,,
PSPTO_4493,0.0773296388,secG,preprotein translocase subunit SecG,"Intracellular trafficking, secretion, and vesicular transport",,
PSPTO_0154,0.0722503842,PSPTO_0154,DUF1161 domain-containing protein,Function unknown,,
PSPTO_RS08610,0.0701623972,PSPTO_RS08610,DUF1534 domain-containing protein,No COG annotation,,
PSPTO_RS20840,0.069616378,PSPTO_RS20840,DUF1654 domain-containing protein,No COG annotation,,
PSPTO_0752,0.0694835642,copZ,heavy-metal-associated domain-containing protein,Energy production and conversion,CueR,
PSPTO_2054,0.0678162865,PSPTO_2054,PLDc N-terminal domain-containing protein,Function unknown,,
PSPTO_RS22755,0.0675963594,PSPTO_RS22755,IS66 family transposase,"Replication, recombination and repair",,
PSPTO_4508,0.0669533008,fur,ferric iron uptake transcriptional regulator,Transcription,,
PSPTOB0045,0.0665324912,PSPTOB0045,helix-turn-helix transcriptional regulator,Transcription,,
PSPTO_3174,0.0650688812,PSPTO_3174,DUF883 family protein,Function unknown,,
PSPTO_0220,0.0641098915,PSPTO_0220,hypothetical protein,No COG annotation,,
PSPTO_RS25895,0.0623887791,PSPTO_RS25895,DUF1534 domain-containing protein,No COG annotation,,
PSPTO_3175,0.0612317162,PSPTO_3175,hypothetical protein,No COG annotation,,
PSPTO_2375,0.059981356400000005,PSPTO_2375,lipoprotein,Cell wall/membrane/envelope biogenesis,,
PSPTO_0931,0.0581383123,PSPTO_0931,hypothetical protein,No COG annotation,,
PSPTO_5642,0.0574279729,PSPTO_5642,hypothetical protein,No COG annotation,,
PSPTO_4160,0.0565473998,bfr,bacterioferritin,Inorganic ion transport and metabolism,,
PSPTO_RS21175,0.055922937400000004,PSPTO_RS21175,DUF1534 domain-containing protein,No COG annotation,,
PSPTO_3645,0.055611518900000004,PSPTO_3645,YbaB/EbfC family nucleoid-associated protein,Function unknown,,
PSPTO_2692,0.0553518114,PSPTO_2692,hypothetical protein,No COG annotation,,
PSPTO_1105,0.0552067673,ispE,4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase,Nucleotide transport and metabolism,,
PSPTO_2531,0.0538098659,PSPTO_2531,hypothetical protein,No COG annotation,,
PSPTO_4159,0.053613186900000005,PSPTO_4159,bacterioferritin-associated ferredoxin,Inorganic ion transport and metabolism,,
PSPTO_5136,0.053209724800000004,rpmE,50S ribosomal protein L31,"Translation, ribosomal structure and biogenesis",,
PSPTO_1201,0.0523058037,PSPTO_1201,YXWGXW repeat-containing protein,Function unknown,,
PSPTO_RS27440,0.0520930244,PSPTO_RS27440,DUF1534 domain-containing protein,No COG annotation,,
PSPTO_3985,0.0498959062,PSPTO_3985,protein SlyX,Function unknown,,
PSPTO_RS20455,0.049847976200000005,PSPTO_RS20455,hypothetical protein,No COG annotation,,
PSPTO_4546,0.0494735475,PSPTO_4546,PLDc N-terminal domain-containing protein,Function unknown,AlgU,
PSPTO_1274,0.049440006,PSPTO_1274,cold-shock protein,Transcription,,
PSPTO_4499,0.0491501094,PSPTO_4499,YhbY family RNA-binding protein,"Translation, ribosomal structure and biogenesis",,
PSPTO_2683,0.0490018081,PSPTO_2683,hypothetical protein,No COG annotation,,
PSPTO_1476,0.048392588300000004,rplS,50S ribosomal protein L19,"Translation, ribosomal structure and biogenesis",,
PSPTO_2310,0.048167576600000005,rmf,ribosome modulation factor,"Translation, ribosomal structure and biogenesis",,
PSPTO_4494,0.047940775500000005,tpiA,triose-phosphate isomerase,Nucleotide transport and metabolism,,
PSPTO_RS04130,-0.0544753628,PSPTO_RS04130,transposase,"Replication, recombination and repair",,
PSPTO_4016,-0.0719746595,PSPTO_4016,hypothetical protein,No COG annotation,,
