locus,gene_weight,gene_name,gene_product,cog,regulator,link
PSPTO_4743,0.09653201010000001,PSPTO_4743,hypothetical protein,"Replication, recombination and repair",,
PSPTO_4742,0.0892556531,PSPTO_4742,integrase,"Replication, recombination and repair",,
PSPTO_0200,0.0859127286,PSPTO_0200,ATP-grasp domain-containing protein,Function unknown,,
PSPTO_0203,0.08018402200000001,PSPTO_0203,cysteine synthase family protein,Amino acid transport and metabolism,,
PSPTO_RS16620,0.0770746999,PSPTO_RS16620,hypothetical protein,No COG annotation,,
PSPTO_RS22740,0.0753511248,PSPTO_RS22740,DUF1911 domain-containing protein,Function unknown,,
PSPTO_3929,0.0744907977,PSPTO_3929,cold shock domain-containing protein,Transcription,,
PSPTO_4634,0.0734836536,PSPTO_4634,N-acetylmuramoyl-L-alanine amidase,Function unknown,,
PSPTO_RS26885,0.07218832580000001,PSPTO_RS26885,hypothetical protein,No COG annotation,,
PSPTO_RS23990,0.0718421699,PSPTO_RS23990,hypothetical protein,No COG annotation,,
PSPTO_2429,0.07156614780000001,PSPTO_2429,phenylacetate--CoA ligase family protein,Coenzyme transport and metabolism,,
PSPTO_5373,0.0709982837,PSPTO_5373,hypothetical protein,No COG annotation,,
PSPTO_RS01075,0.06854624990000001,PSPTO_RS01075,ParB N-terminal domain-containing protein,Transcription,,
PSPTO_3995,0.06535652800000001,PSPTO_3995,ATP-binding protein,Function unknown,,
PSPTO_RS06450,0.0638688811,PSPTO_RS06450,hypothetical protein,No COG annotation,,
PSPTO_4345,0.0626882041,PSPTO_4345,type VI secretion system tube protein Hcp,Function unknown,,
PSPTO_4744,0.0624753476,PSPTO_4744,site-specific integrase,"Replication, recombination and repair",,
PSPTO_3616,0.0623678462,PSPTO_3616,caspase family protein,Function unknown,,
PSPTO_RS28000,0.0618734842,PSPTO_RS28000,hypothetical protein,Function unknown,,
PSPTO_RS18680,0.060008863100000004,PSPTO_RS18680,TIR domain-containing protein,No COG annotation,,
PSPTO_4387,0.0596395858,PSPTO_4387,hypothetical protein,No COG annotation,,
PSPTO_4967,0.0592027311,PSPTO_4967,hypothetical protein,Function unknown,,
PSPTO_0588,0.0582091927,hopH1,type III secretion system effector protein,Function unknown,,
PSPTO_0202,0.0577255795,PSPTO_0202,MFS transporter,Amino acid transport and metabolism,,
