locus,gene_weight,gene_name,gene_product,cog,regulator,link
PA4255,0.129221518,rpmC,50S ribosomal protein L29,"Translation, ribosomal structure and biogenesis",,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4255&e1=1&assembly=complete
PA4256,0.1290019333,rplP,50S ribosomal protein L16,"Translation, ribosomal structure and biogenesis",,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4256&e1=1&assembly=complete
PA4258,0.12195472190000001,rplV,50S ribosomal protein L22,"Translation, ribosomal structure and biogenesis",,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4258&e1=1&assembly=complete
PA4253,0.12044494,rplN,50S ribosomal protein L14,"Translation, ribosomal structure and biogenesis",,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4253&e1=1&assembly=complete
PA4257,0.11778281800000001,rpsC,30S ribosomal protein S3,"Translation, ribosomal structure and biogenesis",,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4257&e1=1&assembly=complete
PA4252,0.1168535982,rplX,50S ribosomal protein L24,"Translation, ribosomal structure and biogenesis",,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4252&e1=1&assembly=complete
PA4242,0.11619390980000001,rpmJ,50S ribosomal protein L36,"Translation, ribosomal structure and biogenesis",,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4242&e1=1&assembly=complete
PA4259,0.11616663590000001,rpsS,30S ribosomal protein S19,"Translation, ribosomal structure and biogenesis",,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4259&e1=1&assembly=complete
PA4254,0.10545158040000001,rpsQ,30S ribosomal protein S17,"Translation, ribosomal structure and biogenesis",,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4254&e1=1&assembly=complete
PA4272,0.1052173015,rplJ,50S ribosomal protein L10,"Translation, ribosomal structure and biogenesis",,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4272&e1=1&assembly=complete
PA4260,0.1052156965,rplB,50S ribosomal protein L2,"Translation, ribosomal structure and biogenesis",,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4260&e1=1&assembly=complete
PA4261,0.10056549570000001,rplW,50S ribosomal protein L23,"Translation, ribosomal structure and biogenesis",,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4261&e1=1&assembly=complete
PA4251,0.09748911910000001,rplE,50S ribosomal protein L5,"Translation, ribosomal structure and biogenesis",,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4251&e1=1&assembly=complete
