locus,gene_weight,gene_name,gene_product,COG,operon,regulator,link
b4209,0.23206688520000002,ytfE,iron-sulfur cluster repair protein YtfE,"Cell cycle control, cell division, chromosome partitioning",ytfE,"Fnr,NarP,NarL,NsrR",https://ecocyc.org/gene?orgid=ECOLI&id=G7866
b1797,0.22356821840000002,yeaR,DUF1971 domain-containing protein YeaR,Inorganic ion transport and metabolism,yeaR-yoaG,"RpoD,NarP,NsrR,NarL,Fis",https://ecocyc.org/gene?orgid=ECOLI&id=G6983
b2552,0.2018287986,hmp,nitric oxide dioxygenase,Energy production and conversion,hmp,"RpoS,Fur,NsrR,MetR,Fnr,ppGpp,DksA,SdsN",https://ecocyc.org/gene?orgid=ECOLI&id=EG10456
b1796,0.1848038034,yoaG,DUF1869 domain-containing protein YoaG,Function unknown,yeaR-yoaG,"RpoD,NarP,NsrR,NarL,Fis",https://ecocyc.org/gene?orgid=ECOLI&id=G6982
b0873,0.1550888554,hcp,protein S-nitrosylase,Energy production and conversion,hcp-hcr-poxB-ltaE-ybjT,"RpoE,NarP,NsrR,OxyR,NarL,Fnr",https://ecocyc.org/gene?orgid=ECOLI&id=G6457
b2732,0.1314291089,ygbA,protein YgbA,Function unknown,ygbA,"YidZ,Fnr,NsrR",https://ecocyc.org/gene?orgid=ECOLI&id=EG11287
b1475,0.1187698356,fdnH,formate dehydrogenase N subunit beta,Energy production and conversion,fdnGHI,"RpoD,NarP,NarL,Fnr",https://ecocyc.org/gene?orgid=ECOLI&id=EG11228
b1474,0.1149637983,fdnG,formate dehydrogenase N subunit alpha,Energy production and conversion,fdnGHI,"RpoD,NarP,NarL,Fnr",https://ecocyc.org/gene?orgid=ECOLI&id=EG11227
b1476,0.1035586233,fdnI,formate dehydrogenase N subunit gamma,Energy production and conversion,fdnGHI,"RpoD,NarP,NarL,Fnr",https://ecocyc.org/gene?orgid=ECOLI&id=EG11229
b1224,0.1006446346,narG,nitrate reductase A subunit alpha,Energy production and conversion,narGHJI,"RpoD,YcjW,RstA,Fis,IHF,NarL,Fnr",https://ecocyc.org/gene?orgid=ECOLI&id=EG10638
b3471,0.0890781216,yhhQ,putative queuosine precursor transporter,"Intracellular trafficking, secretion, and vesicular transport",yhhQ,"ppGpp,Nac",https://ecocyc.org/gene?orgid=ECOLI&id=EG12217
b1226,0.0873187248,narJ,nitrate reductase 1 molybdenum cofactor assembly chaperone,Energy production and conversion,narGHJI,"RpoD,RstA,Fis,IHF,NarL,Fnr",https://ecocyc.org/gene?orgid=ECOLI&id=EG10641
b1225,0.0868362734,narH,nitrate reductase A subunit beta,Energy production and conversion,narGHJI,"RpoD,RstA,Fis,IHF,NarL,Fnr",https://ecocyc.org/gene?orgid=ECOLI&id=EG10639
b0872,0.08535867100000001,hcr,NADH oxidoreductase,Energy production and conversion,hcp-hcr-poxB-ltaE-ybjT,"RpoE,NarP,NsrR,OxyR,NarL,Fnr",https://ecocyc.org/gene?orgid=ECOLI&id=G6456
