locus,gene_weight,gene_name,gene_product,cog,operon,regulator,AbrB,link
BSU_39900,0.12486285985123825,yxbA,conserved protein of unknown function,Function unknown,Op3066,"SigA,CodY,AbrB",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_39900
BSU_39890,0.12441501711819795,yxbB,putative S-adenosylmethionine-dependent methyltransferase,"Secondary metabolites biosynthesis, transport, and catabolism",Op3066,"SigA,CodY,AbrB",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_39890
BSU_39910,0.1212720095289724,yxnB,conserved protein of unknown function,No COG annotation,Op3066,"SigA,CodY,AbrB",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_39910
BSU_39930,0.11365444469262108,yxaM,putative efflux transporter,"Intracellular trafficking, secretion, and vesicular transport",Op3066,"SigA,CodY,AbrB",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_39930
BSU_01910,0.11255584918699932,skfA,sporulation killing factor A,No COG annotation,Op145,"Spo0A,SigA,PhoP,AbrB",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_01910
BSU_39920,0.10970341383145807,asnH,asparagine synthetase (glutamine-hydrolyzing),Amino acid transport and metabolism,Op3066,"SigA,CodY,AbrB",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_39920
BSU_40180,0.10796143323195201,liaD,precursor of exported modified peptide (epipeptide) controlling LiaRS activity,No COG annotation,Op3080,"Rok,SigA,AbrB",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_40180
BSU_35070,0.1027005171619492,pchC,cyclodipeptide synthase (tRNA-dependent)%2C pulcherimminic acid precursor,Function unknown,Op2743,"PchR,AbrB",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_35070
BSU_01920,0.10030307097039426,skfB,synthesis of sporulation killing factor A,"Translation, ribosomal structure and biogenesis",Op145,"Spo0A,SigA,PhoP,AbrB",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_01920
BSU_39880,0.0966340175418934,yxbC,conserved protein of unknown function,Function unknown,Op3065,"Spo0A,CodY,AbrB",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_39880
BSU_03160,0.09510317810627017,ycgJ,xenotiotic metabolite methyltransferase,"Secondary metabolites biosynthesis, transport, and catabolism",Op239,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_03160
BSU_07480,0.08692402008439212,yfmG,putative enzyme,Function unknown,Op598,AbrB,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_07480
BSU_15960,0.08421503692054813,ylqB,conserved exported protein of unknown function,No COG annotation,Op1233,"SigD,AbrB",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_15960
BSU_33760,0.08269911257310626,sdpB,export step of killing factor SdpC,No COG annotation,Op2651,"Rok,Spo0A,AbrB",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_33760
BSU_35060,0.08038564511157639,cypX,cyclo-L-leucyl-L-leucyl dipeptide oxidase%2C pulcheriminic synthase,Energy production and conversion,Op2743,"PchR,AbrB",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_35060
BSU_02040,0.07961314055715163,ybdN,putative phage protein%3B prophage region 1,No COG annotation,Op151,AbrB,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_02040
BSU_33750,0.07621942457119897,sdpA,export step of killing factor SdpC,Function unknown,Op2651,"Rok,Spo0A,AbrB",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_33750
BSU_33790,0.07367332837131757,sdpR,transcriptional regulator of SdpC synthesis operon (ArsR family),Transcription,Op2652,"SdpR,SigA,AbrB",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_33790
BSU_33770,0.0734262889259588,spbC,precursor of killing factor SdpC,No COG annotation,Op2651,"Rok,Spo0A,AbrB",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_33770
BSU_06839,0.06583768919360555,phrH,hexapeptide (TDRNTT) inhibitor of regulatory cascade,No COG annotation,Op546,"ComK,SigA,RghR,AbrB",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_06839
BSU_11990,0.06408337805570276,yjdB,putative exported protein%3B phage island,No COG annotation,Op935,"PhoP,AbrB",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_11990
BSU_35080,0.06341495700464689,pchR,transcriptional regulator for pulcherriminic acid synthesis,Transcription,Op2744,"PchR,CcpA",False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_35080
BSU_03460,-0.06475528712824921,hxlA,3-hexulose-6-phosphate synthase (HPS),Carbohydrate transport and metabolism,Op260,HxlR,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_03460
