locus,gene_weight,gene_name,gene_product,COG,operon,regulator,link
b2830,0.1536133356,rppH,RNA pyrophosphohydrolase,"Replication, recombination and repair",rppH-ptsP,,https://ecocyc.org/gene?orgid=ECOLI&id=G7459
b2829,0.1144708066,ptsP,phosphoenolpyruvate-protein phosphotransferase PtsP,Signal transduction mechanisms,rppH-ptsP,,https://ecocyc.org/gene?orgid=ECOLI&id=EG12188
b4039,0.0926668115,ubiC,chorismate lyase,Coenzyme transport and metabolism,ubiCA,"RpoD,YeiE,IHF,Fnr,ArcA,NarL",https://ecocyc.org/gene?orgid=ECOLI&id=EG11369
b1561,0.0581287439,rem,Qin prophage%3B protein Rem,No COG annotation,,,https://ecocyc.org/gene?orgid=ECOLI&id=EG11129
b0134,-0.0552306694,panB,3-methyl-2-oxobutanoate hydroxymethyltransferase,Coenzyme transport and metabolism,panBC,"RpoD,YidZ",https://ecocyc.org/gene?orgid=ECOLI&id=EG11675
b3347,-0.0559680945,fkpA,peptidyl-prolyl cis-trans isomerase FkpA,"Post-translational modification, protein turnover,and chaperones",fkpA,"RpoE,ppGpp",https://ecocyc.org/gene?orgid=ECOLI&id=G7716
b1277,-0.0563929748,ribA,GTP cyclohydrolase 2,Nucleotide transport and metabolism,ribA,"RpoD,SoxS",https://ecocyc.org/gene?orgid=ECOLI&id=EG11331
b1983,-0.0566629996,yeeN,putative transcriptional regulator YeeN,Transcription,yeeN,,https://ecocyc.org/gene?orgid=ECOLI&id=G7068
b1539,-0.0566833866,ydfG,3-hydroxy acid dehydrogenase,Function unknown,ydfG,YcjW,https://ecocyc.org/gene?orgid=ECOLI&id=EG12345
b3999,-0.0570870537,yjaG,conserved protein YjaG,Function unknown,yjaG,YeiE,https://ecocyc.org/gene?orgid=ECOLI&id=EG11916
b1283,-0.0582401254,osmB,osmotically-inducible lipoprotein OsmB,Cell wall/membrane/envelope biogenesis,osmB,"RpoD,RcsB,omrA,RpoS,Nac,ppGpp",https://ecocyc.org/gene?orgid=ECOLI&id=EG10679
b3612,-0.0595041923,gpmM,2%2C3-bisphosphoglycerate-independent phosphoglycerate mutase,Nucleotide transport and metabolism,gpmM-envC-yibQ,"RpoS,Cra",https://ecocyc.org/gene?orgid=ECOLI&id=EG12296
b3065,-0.0596669165,rpsU,30S ribosomal subunit protein S21,"Translation, ribosomal structure and biogenesis",rpsU-dnaG-rpoD,"RpoD,YidZ,ppGpp,LexA,DksA",https://ecocyc.org/gene?orgid=ECOLI&id=EG10920
b1779,-0.0629617827,gapA,glyceraldehyde-3-phosphate dehydrogenase A,Nucleotide transport and metabolism,gapA-yeaD,"RpoD,RpoH,RpoS,Crp,Cra",https://ecocyc.org/gene?orgid=ECOLI&id=EG10367
b3602,-0.0630050696,yibL,DUF2810 domain-containing protein YibL,Function unknown,yibL,Lrp,https://ecocyc.org/gene?orgid=ECOLI&id=EG11964
b4214,-0.0632865434,cysQ,3'(2')%2C5'-bisphosphate nucleotidase,Inorganic ion transport and metabolism,cysQ,"Nac,ppGpp",https://ecocyc.org/gene?orgid=ECOLI&id=EG10043
b1651,-0.0638935127,gloA,glyoxalase I,Amino acid transport and metabolism,nemRA-gloA,"RpoD,NemR,RutR,micA",https://ecocyc.org/gene?orgid=ECOLI&id=G6891
b1613,-0.0664068602,manA,mannose-6-phosphate isomerase,Carbohydrate transport and metabolism,manA,"RpoD,Crp,Lrp,ArcA",https://ecocyc.org/gene?orgid=ECOLI&id=EG10566
