locus,gene_weight,gene_name,old_locus_tag,gene_product,cog,regulator,Sigma-70,link
PA0617,0.16937400100000002,PA0617,,bacteriophage protein,Function unknown,Sigma-70,True,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0617&e1=1&assembly=complete
PA0619,0.16564709,PA0619,,bacteriophage protein,Function unknown,Sigma-70,True,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0619&e1=1&assembly=complete
PA0624,0.164834909,PA0624,,hypothetical protein,Function unknown,Sigma-70,True,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0624&e1=1&assembly=complete
PA0625,0.16360875900000002,PA0625,,hypothetical protein,No COG annotation,Sigma-70,True,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0625&e1=1&assembly=complete
PA0634,0.16331378700000002,PA0634,,hypothetical protein,Function unknown,Sigma-70,True,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0634&e1=1&assembly=complete
PA0623,0.162948334,PA0623,,bacteriophage protein,Function unknown,Sigma-70,True,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0623&e1=1&assembly=complete
PA0636,0.16254886000000002,PA0636,,hypothetical protein,"Cell cycle control, cell division, chromosome partitioning",Sigma-70,True,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0636&e1=1&assembly=complete
PA0635,0.16250630800000002,PA0635,,hypothetical protein,No COG annotation,Sigma-70,True,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0635&e1=1&assembly=complete
PA0622,0.161925069,PA0622,,bacteriophage protein,Function unknown,Sigma-70,True,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0622&e1=1&assembly=complete
PA0628,0.159386102,PA0628,,hypothetical protein,Function unknown,Sigma-70,True,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0628&e1=1&assembly=complete
PA0633,0.159335694,PA0633,,hypothetical protein,Function unknown,Sigma-70,True,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0633&e1=1&assembly=complete
PA0640,0.15771631500000002,PA0640,,bacteriophage protein,Function unknown,Sigma-70,True,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0640&e1=1&assembly=complete
PA0639,0.15755581300000002,PA0639,,hypothetical protein,Cell wall/membrane/envelope biogenesis,Sigma-70,True,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0639&e1=1&assembly=complete
PA0638,0.155346072,PA0638,,bacteriophage protein,Function unknown,Sigma-70,True,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0638&e1=1&assembly=complete
PA0637,0.15454251700000002,PA0637,,hypothetical protein,Function unknown,Sigma-70,True,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0637&e1=1&assembly=complete
PA0618,0.154312488,PA0618,,bacteriophage protein,Function unknown,Sigma-70,True,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0618&e1=1&assembly=complete
PA0629,0.15375501600000002,PA0629,,hypothetical protein,Function unknown,Sigma-70,True,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0629&e1=1&assembly=complete
PA0626,0.15119854700000002,PA0626,,hypothetical protein,Function unknown,Sigma-70,True,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0626&e1=1&assembly=complete
PA0631,0.149213809,PA0631,,hypothetical protein,No COG annotation,Sigma-70,True,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0631&e1=1&assembly=complete
PA0641,0.148490178,PA0641,,bacteriophage protein,Function unknown,Sigma-70,True,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0641&e1=1&assembly=complete
PA0630,0.14827869999999999,PA0630,,hypothetical protein,No COG annotation,Sigma-70,True,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0630&e1=1&assembly=complete
PA0627,0.147378447,PA0627,,hypothetical protein,Function unknown,Sigma-70,True,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0627&e1=1&assembly=complete
PA0616,0.143015311,PA0616,,hypothetical protein,Function unknown,Sigma-70,True,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0616&e1=1&assembly=complete
PA0620,0.138377953,PA0620,,bacteriophage protein,Function unknown,Sigma-70,True,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0620&e1=1&assembly=complete
PA0614,0.136751542,PA0614,,hypothetical protein,Function unknown,Sigma-70,True,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0614&e1=1&assembly=complete
PA0910,0.131886049,PA0910,,hypothetical protein,No COG annotation,,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0910&e1=1&assembly=complete
PA0621,0.12183874900000001,PA0621,,hypothetical protein,Defense mechanisms,Sigma-70,True,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0621&e1=1&assembly=complete
PA0807,0.121773373,ampDh3,,protein AmpDh3,Defense mechanisms,,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0807&e1=1&assembly=complete
PA0613,0.121356369,PA0613,,hypothetical protein,No COG annotation,,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0613&e1=1&assembly=complete
PA0612,0.12067633600000001,ptrB,,repressor PtrB,Signal transduction mechanisms,,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0612&e1=1&assembly=complete
PA0643,0.11941179,PA0643,,hypothetical protein,No COG annotation,Sigma-70,True,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0643&e1=1&assembly=complete
PA0911,0.11932111000000001,PA0911,,hypothetical protein,No COG annotation,,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0911&e1=1&assembly=complete
PA0615,0.11746903900000001,PA0615,,hypothetical protein,No COG annotation,Sigma-70,True,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0615&e1=1&assembly=complete
PA0645,0.10956489500000001,PA0645,,hypothetical protein,No COG annotation,Sigma-70,True,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0645&e1=1&assembly=complete
PA0646,0.107277433,PA0646,,hypothetical protein,No COG annotation,,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0646&e1=1&assembly=complete
PA0644,0.105247541,PA0644,,hypothetical protein,No COG annotation,Sigma-70,True,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0644&e1=1&assembly=complete
PA0909,0.101025608,PA0909,,hypothetical protein,Function unknown,,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0909&e1=1&assembly=complete
PA0908,0.09394741200000001,PA0908,,hypothetical protein,Function unknown,,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0908&e1=1&assembly=complete
PA0647,0.09328700100000001,PA0647,,hypothetical protein,No COG annotation,,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0647&e1=1&assembly=complete
PA0985,0.092537545,pyoS5,,pyocin S5,Function unknown,,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0985&e1=1&assembly=complete
PA0648,0.08434986300000001,PA0648,,hypothetical protein,No COG annotation,,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0648&e1=1&assembly=complete
PA3866,0.06543834700000001,PA3866,,pyocin protein,Function unknown,,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA3866&e1=1&assembly=complete
PA1150,0.055685597,pys2,,pyocin-S2,Function unknown,,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA1150&e1=1&assembly=complete
PA0907,0.054029556000000006,PA0907,,hypothetical protein,No COG annotation,,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0907&e1=1&assembly=complete
PA0808,0.052738567,PA0808,,hypothetical protein,Function unknown,,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0808&e1=1&assembly=complete
PA0610,0.051278894000000005,prtN,,transcriptional regulator PrtN,Function unknown,,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0610&e1=1&assembly=complete
PA0819,0.040403843,PA0819,,hypothetical protein,No COG annotation,,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0819&e1=1&assembly=complete
PA0817,0.039969094000000004,PA0817,,ring-cleaving dioxygenase,Function unknown,,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0817&e1=1&assembly=complete
PA0809,0.036373864,PA0809,,divalent metal cation transporter MntH,Inorganic ion transport and metabolism,,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0809&e1=1&assembly=complete
PA2027,-0.040724068,PA2027,,hypothetical protein,No COG annotation,,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2027&e1=1&assembly=complete
