locus,gene_weight,gene_name,gene_product,cog,regulator,link
STM2866,0.5040850502,sprB,transcriptional regulator,Transcription,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM2866
STM1841,0.21671126000000002,STM1841,putative outer membrane or exported,Function unknown,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM1841
STM2945,0.1384430606,sopD,secreted protein in the Sop family%3B transferred to eukaryotic cells,Transcription,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM2945
STM0800,0.12379337600000001,slrP,leucine-rich repeat protein,Function unknown,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM0800
STM2936,0.11169342510000001,iap,aminopeptidase in alkaline phosphatase isozyme conversion,Function unknown,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM2936
STM3138,0.1114270257,STM3138,putative methyl-accepting chemotaxis protein,Cell motility,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM3138
STM0540,0.10751685820000001,ybcI,putative membrane-bound metal-dependent hydrolases,Function unknown,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM0540
STM1286,0.1057602867,mipA,scaffolding protein for murein-synthesizing holoenzyme,Cell wall/membrane/envelope biogenesis,"ntrC,phoB",https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM1286
STM4269,0.1053831652,yjcE,putative CPA1 family Na:H transport protein,Inorganic ion transport and metabolism,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM4269
STM3803,0.095341272,yidF,putative cytoplasmic protein,Energy production and conversion,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM3803
STM3582,0.079768038,yhhT,putative PerM family permease,Function unknown,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM3582
STM1444,0.0795671892,slyA,MarR family transcriptional regulator for hemolysin,Transcription,fnr,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM1444
STM2401,0.0789472159,ddg,cold shock-induced palmitoleoyl transferase,Cell wall/membrane/envelope biogenesis,rpoE,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM2401
STM2185,0.0782536955,b2145,putative inner membrane protein,Function unknown,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM2185
STM0939,0.0766833475,ybjD,homology with RecF protein,"Replication, recombination and repair",fnr,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM0939
STM3157,0.07643090500000001,yghA,putative oxidoreductase,Lipid transport and metabolism,fnr,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM3157
STM3006,0.075466325,ygdQ,putative integral membrane transport protein,Inorganic ion transport and metabolism,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM3006
STM2453,0.07201477440000001,STM2453,putative cytoplasmic protein,Function unknown,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM2453
STM2184,0.0716124403,sanA,vancomycin sensitivity protein,Function unknown,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM2184
STM2364,0.0714501105,dedD,putative lipoprotein,"Cell cycle control, cell division, chromosome partitioning",,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM2364
STM2365,0.0699940247,folC,folylpolyglutamate synthase,Coenzyme transport and metabolism,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM2365
STM1582,0.0689730575,nhoA,putative arylamine N-acetyltransferase,"Secondary metabolites biosynthesis, transport, and catabolism",soxS,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM1582
STM0374,0.0689545818,yaiV,putative inner membrane protein,Signal transduction mechanisms,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM0374
STM1148,0.0672453399,ymdC,putative phospholipase,Lipid transport and metabolism,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM1148
