locus,gene_weight,gene_name,gene_product,cog,operon,regulator,Fur,link
ABUW_1176,0.1288720431,bauB,ferric acinetobactin transport system periplasmic binding protein,Inorganic ion transport and metabolism,Op628,,False,
ABUW_1177,0.10335859330000001,bauA,ferric acinetobactin receptor,Inorganic ion transport and metabolism,Op628,Fur,True,
ABUW_1175,0.09959670550000001,bauE,ferric acinetobactin transport system ATP-binding protein,Inorganic ion transport and metabolism,Op628,,False,
ABUW_1187,0.0868681344,basI,phosphopantetheinyl transferase,"Secondary metabolites biosynthesis, transport, and catabolism",Op632,,False,
ABUW_1186,0.0853942131,basH,thioesterase,"Secondary metabolites biosynthesis, transport, and catabolism",Op632,Fur,True,
ABUW_2144,0.0766403227,ABUW_2144,hypothetical protein,No COG annotation,Op1105,,False,
ABUW_2183,0.0724062462,ABUW_2183,dimethylmenaquinone methyltransferase,Coenzyme transport and metabolism,Op1128,,False,
ABUW_1185,0.06489150960000001,ABUW_1185,ABC transporter,Defense mechanisms,Op631,,False,
ABUW_1188,0.0642512257,basJ,isochorismate synthetase,Coenzyme transport and metabolism,Op632,"Fur,Fur",True,
ABUW_1645,0.06408061,ABUW_1645,transcriptional regulator%2C TetR family,Transcription,,ABUW_1645,False,
ABUW_2358,0.0593065542,ABUW_2358,proton/sodium-glutamate symport protein,"Intracellular trafficking, secretion, and vesicular transport",Op1207,,False,
ABUW_1183,0.058379766300000004,ABUW_1183,hypothetical protein,No COG annotation,Op631,,False,
ABUW_1184,0.0556198199,ABUW_1184,ABC transporter%2C ATP-binding protein,Defense mechanisms,Op631,,False,
ABUW_3329,0.052954684,ABUW_3329,hypothetical protein,No COG annotation,,,False,
ABUW_2184,0.0525178503,ABUW_2184,hypothetical protein,Function unknown,Op1128,,False,
ABUW_3125,0.0519183365,bfr2,bacterioferritin,Inorganic ion transport and metabolism,,ABUW_1645,False,
ABUW_2984,0.051818205900000004,ABUW_2984,hypothetical protein,Function unknown,Op1539,,False,
ABUW_3126,0.0516705129,ABUW_3126,hypothetical protein,No COG annotation,,,False,
ABUW_1003,0.0514605807,ABUW_1003,MFS family drug transporter,Amino acid transport and metabolism,Op535,,False,
ABUW_0044,0.0503308866,ABUW_0044,hypothetical protein,No COG annotation,Op29,ACIAD3613,False,
ABUW_0698,-0.0518783091,ABUW_0698,flavodoxin/nitric oxide synthase,Inorganic ion transport and metabolism,Op374,Fur,True,
ABUW_2986,-0.052825754,ABUW_2986,putative transmembrane sensor protein FecR,Inorganic ion transport and metabolism,Op1541,,False,
ABUW_0159,-0.054949916300000005,ABUW_0159,TonB-dependent receptor protein,Inorganic ion transport and metabolism,,Fur,True,
ABUW_0952,-0.0554568412,ABUW_0952,hypothetical protein,No COG annotation,Op511,,False,
ABUW_3424,-0.0590263093,ABUW_3424,biopolymer transport protein ExbD/TolR,"Intracellular trafficking, secretion, and vesicular transport",,,False,
ABUW_4030,-0.0601006321,ABUW_4030,hypothetical protein,No COG annotation,,,False,
ABUW_2165,-0.060355177100000004,ABUW_2165,outer-membrane receptor for Fe(III)-coprogen%2CFe(III)-ferrioxamine B and Fe(III)-rhodotrulic acid,Inorganic ion transport and metabolism,Op1120,Fur,True,
ABUW_2189,-0.060358284500000005,ABUW_2189,IucA/IucC-family aerobactin siderophore biosynthesis component,"Secondary metabolites biosynthesis, transport, and catabolism",Op1128,Fur,True,
ABUW_1364,-0.0628326984,ABUW_1364,alpha/beta hydrolase fold protein,Function unknown,,Fur,True,
ABUW_2828,-0.0652092305,ABUW_2828,TonB-dependent siderophore receptor,Inorganic ion transport and metabolism,Op1464,Fur,True,
ABUW_3633,-0.0653982837,feoA,iron transporter,Inorganic ion transport and metabolism,,Fur,True,
ABUW_1646,-0.0656657987,ABUW_1646,TonB-dependent siderophore receptor,Inorganic ion transport and metabolism,,Fur,True,
ABUW_1336,-0.0659420767,ABUW_1336,efflux transporter%2C RND family,Cell wall/membrane/envelope biogenesis,Op703,AdeL,False,
ABUW_2987,-0.0684327998,ABUW_2987,RNA polymerase sigma factor FecI,Transcription,Op1541,,False,
ABUW_3425,-0.0709057711,ABUW_3425,MotA/TolQ/ExbB proton channel,"Intracellular trafficking, secretion, and vesicular transport",,,False,
ABUW_3632,-0.07193234700000001,feoB,ferrous iron transport protein B,Inorganic ion transport and metabolism,,,False,
ABUW_1355,-0.0752262514,ABUW_1355,complement control module protein,Inorganic ion transport and metabolism,,,False,
ABUW_1800,-0.0758988245,ABUW_1800,ferrichrome-iron receptor,Inorganic ion transport and metabolism,Op933,Fur,True,
ABUW_3426,-0.0866165752,ABUW_3426,TonB protein,Cell wall/membrane/envelope biogenesis,,"Fur,Zur",True,
ABUW_0307,-0.08985069030000001,ABUW_0307,hypothetical protein,Inorganic ion transport and metabolism,Op166,Fur,True,
ABUW_3403,-0.12124062690000001,ABUW_3403,TonB-dependent receptor,Inorganic ion transport and metabolism,,"Fur,ABUW_1645",True,
