locus,gene_weight,gene_name,gene_product,cog,operon,regulator,link
ABUW_1087,0.1412779043,cas,crispr-associated protein Cas1,"Replication, recombination and repair",Op579,,
ABUW_1162,0.127780359,ABUW_1162,hypothetical protein,No COG annotation,,,
ABUW_0369,0.1222553832,ABUW_0369,hypothetical protein,Function unknown,Op208,,
ABUW_1088,0.12070876870000001,ABUW_1088,crispr-associated helicase Cas3,"Replication, recombination and repair",Op579,,
ABUW_0370,0.11309513510000001,ABUW_0370,hypothetical protein,"Replication, recombination and repair",Op208,,
ABUW_1089,0.0967970982,csy1,crispr-associated protein%2C Csy1 family,Function unknown,Op579,,
ABUW_1001,0.0952767997,dgt,deoxyguanosinetriphosphate triphosphohydrolase,Nucleotide transport and metabolism,Op533,,
ABUW_3265,0.0948668595,ABUW_3265,hypothetical protein,"Post-translational modification, protein turnover,and chaperones",,,
ABUW_1090,0.0945194906,ABUW_1090,crispr-associated protein%2C Csy2 family protein,Function unknown,Op579,,
ABUW_1091,0.0936589701,ABUW_1091,Csy3 family crispr-associated protein,Function unknown,Op579,,
ABUW_0401,0.0868687063,ABUW_0401,flavohemoprotein,Energy production and conversion,Op228,"NsrR,AbaM",
ABUW_2432,0.08634723450000001,ABUW_2432,hypothetical protein,No COG annotation,,UmuDAb,
ABUW_1092,0.0807711363,csy4,crispr-associated protein%2C Csy4 family,Function unknown,Op579,,
ABUW_2999,0.0778924138,ABUW_2999,hypothetical protein,Function unknown,,,
ABUW_2608,-0.083301187,ABUW_2608,hypothetical protein,No COG annotation,,,
ABUW_3583,-0.0847365647,ABUW_3583,putative outer membrane protein W,Cell wall/membrane/envelope biogenesis,,AbaM,
