locus,gene_weight,gene_name,gene_product,COG,operon,regulator,link
b4011,0.1558588567,yjaA,stress response protein,Function unknown,,,https://ecocyc.org/gene?orgid=ECOLI&id=EG11206
b0610,0.12368531540000001,rnk,nucleoside diphosphate kinase regulator,Transcription,rnk,,https://ecocyc.org/gene?orgid=ECOLI&id=G6337
b3184,0.1103054821,yhbE,inner membrane protein YhbE,Amino acid transport and metabolism,rplU-rpmA-yhbE-obgE,"RpoD,ppGpp,MlrA,DksA",https://ecocyc.org/gene?orgid=ECOLI&id=EG11499
b2774,0.1004790145,ygcW,putative deoxygluconate dehydrogenase,Lipid transport and metabolism,ygcW,Crp,https://ecocyc.org/gene?orgid=ECOLI&id=G7440
b2698,0.0968570811,recX,RecA inhibitor RecX,Function unknown,recAX,"RpoD,ppGpp,LexA",https://ecocyc.org/gene?orgid=ECOLI&id=EG12080
b3183,0.09015786740000001,obgE,GTPase ObgE,Function unknown,rplU-rpmA-yhbE-obgE,"RpoD,ppGpp,MlrA,DksA",https://ecocyc.org/gene?orgid=ECOLI&id=G7656
b3181,0.08672568680000001,greA,transcription elongation factor GreA,Transcription,greA,"RpoD,RpoE,ppGpp",https://ecocyc.org/gene?orgid=ECOLI&id=EG10415
b0005,0.08317060200000001,yaaX,DUF2502 domain-containing protein YaaX,Function unknown,yaaX,Lrp,https://ecocyc.org/gene?orgid=ECOLI&id=G6081
b3066,0.0813764043,dnaG,DNA primase,"Replication, recombination and repair",rpsU-dnaG-rpoD,"RpoD,YdcN,YeiE,ppGpp,LexA,DksA",https://ecocyc.org/gene?orgid=ECOLI&id=EG10239
b3818,0.07984924880000001,yigG,inner membrane protein,No COG annotation,,GlaR,https://ecocyc.org/gene?orgid=ECOLI&id=EG11465
b4176,0.078419316,yjeT,DUF2065 domain-containing protein YjeT,Function unknown,,,https://ecocyc.org/gene?orgid=ECOLI&id=G7844
b2511,0.0776306063,der,50S ribosomal subunit stability factor,"Translation, ribosomal structure and biogenesis",bamB-der,"YeiE,RpoE,ppGpp",https://ecocyc.org/gene?orgid=ECOLI&id=G7319
b3162,0.07758728620000001,deaD,ATP-dependent RNA helicase DeaD,Nucleotide transport and metabolism,yrbN-deaD,"RpoD,YahB,YebK,ppGpp,Lrp",https://ecocyc.org/gene?orgid=ECOLI&id=EG10215
