locus,gene_weight,gene_name,gene_product,COG,operon,regulator,link
b2669,0.09844774590000001,stpA,DNA-binding transcriptional repressor StpA with RNA chaperone activity,Transcription,stpA,"RpoD,StpA,Lrp,H-NS,ArgR",https://ecocyc.org/gene?orgid=ECOLI&id=EG11554
b3923,0.0977880255,uspD,universal stress protein D,Signal transduction mechanisms,yiiS-uspD,"RpoE,YdeO,ppGpp",https://ecocyc.org/gene?orgid=ECOLI&id=EG11877
b1163,0.0975552902,bluF,blue light-responsive regulator of BluR,Signal transduction mechanisms,bluF,"RpoD,YfeC,RcdA",https://ecocyc.org/gene?orgid=ECOLI&id=G6603
b3661,0.0955980973,nlpA,lipoprotein-28,Cell wall/membrane/envelope biogenesis,nlpA,"ppGpp,CsgD,GlaR,gcvB",https://ecocyc.org/gene?orgid=ECOLI&id=EG10657
b3922,0.09534289530000001,yiiS,DUF406 domain-containing protein YiiS,Function unknown,yiiS-uspD,"YeiE,RpoE,YdeO,ppGpp",https://ecocyc.org/gene?orgid=ECOLI&id=EG11876
b0900,0.0864387469,ycaN,putative LysR-type transcriptional regulator YcaN,Transcription,ycaN,"YfeD,ppGpp,Nac",https://ecocyc.org/gene?orgid=ECOLI&id=G6467
b2603,0.08522122260000001,yfiR,DUF4154 domain-containing protein YfiR,Function unknown,yfiR-dgcN-yfiB,"RpoD,YjjQ,Nac,GlaR",https://ecocyc.org/gene?orgid=ECOLI&id=G7354
b3520,0.08092258220000001,yhjB,putative DNA-binding transcriptional regulator YhjB,Transcription,yhjB,,https://ecocyc.org/gene?orgid=ECOLI&id=EG12246
b0329,0.0803539699,yahO,DUF1471 domain-containing protein YahO,Function unknown,yahO,"omrA,omrB,ppGpp",https://ecocyc.org/gene?orgid=ECOLI&id=G6194
b0946,0.08014170300000001,zapC,cell division protein ZapC,"Cell cycle control, cell division, chromosome partitioning",zapC,,https://ecocyc.org/gene?orgid=ECOLI&id=G6486
b2471,0.0789640256,yffB,putative reductase YffB,Inorganic ion transport and metabolism,yffB-dapE-ypfN,"RpoD,ArgR",https://ecocyc.org/gene?orgid=ECOLI&id=EG11147
b0287,0.0788040532,yagU,inner membrane protein that contributes to acid resistance,Function unknown,yagU,"YfeC,YfeD,ppGpp,Lrp,Nac",https://ecocyc.org/gene?orgid=ECOLI&id=G6158
b0559,0.0778470208,ybcW,DLP12 prophage%3B protein YbcW,No COG annotation,ybcW,,https://ecocyc.org/gene?orgid=ECOLI&id=G6314
b2756,0.0765210337,casE,pre-CRISPR RNA endonuclease,"Translation, ribosomal structure and biogenesis",casABCDE12,"RpoD,RpoH,Crp,ppGpp,LeuO,SlyA,H-NS,StpA",https://ecocyc.org/gene?orgid=ECOLI&id=G7426
b0382,0.0744667464,iraP,anti-adaptor protein for sigma(S) stabilization,"Translation, ribosomal structure and biogenesis",iraP,"RpoD,YdcI,CsgD,ppGpp,DksA,Lrp,Nac",https://ecocyc.org/gene?orgid=ECOLI&id=EG11256
b1216,0.073698345,chaA,Na(+)/K(+):H(+) antiporter ChaA,Inorganic ion transport and metabolism,chaA,"YfeC,GlaR",https://ecocyc.org/gene?orgid=ECOLI&id=EG11753
b3717,0.0729738013,cbrC,UPF0167 family colicin E2 tolerance protein CbrC,Function unknown,cbrBC,Nac,https://ecocyc.org/gene?orgid=ECOLI&id=EG11727
b1967,0.0696464176,hchA,protein/nucleic acid deglycase 1,"Translation, ribosomal structure and biogenesis",hchA,"RpoD,RpoS,ppGpp,H-NS,ArgR,Nac",https://ecocyc.org/gene?orgid=ECOLI&id=G7055
b3506,0.0694667517,slp,starvation lipoprotein,Cell wall/membrane/envelope biogenesis,slp-dctR,"RpoD,gcvB,MarA,GadW,YdeO,ppGpp,GadX,H-NS,GadE-RcsB",https://ecocyc.org/gene?orgid=ECOLI&id=EG11890
b0315,0.0682454916,pdeL,DNA-binding transcriptional activator/c-di-GMP phosphodiesterase PdeL,Transcription,pdeL,"RpoD,ppGpp,Cra,PdeL,Nac",https://ecocyc.org/gene?orgid=ECOLI&id=EG11236
b0565,0.06792960170000001,ompT,outer membrane protease VII (outer membrane protein 3b),Cell wall/membrane/envelope biogenesis,envY-ompT,"PhoP,omrA,omrB,Lrp,Nac",https://ecocyc.org/gene?orgid=ECOLI&id=EG10673
b4342,0.0671305638,yjiT,putative uncharacterized protein YjiT,"Cell cycle control, cell division, chromosome partitioning",yjiT,"YciT,YafC,YiaU,RpoH",https://ecocyc.org/gene?orgid=ECOLI&id=G7938
b1619,0.06649233040000001,hdhA,7-alpha-hydroxysteroid dehydrogenase,Lipid transport and metabolism,hdhA,ppGpp,https://ecocyc.org/gene?orgid=ECOLI&id=EG10425
b4640_1,0.0662261477,yoeG_1,,No COG Annotation,yoeG_1,,
b2677,0.0649344713,proV,glycine betaine ABC transporter ATP binding subunit ProV,Inorganic ion transport and metabolism,proVWX,"RpoD,YbiH,RpoS,ppGpp,IHF,H-NS",https://ecocyc.org/gene?orgid=ECOLI&id=EG10771
b3267,0.0634591063,yhdV,lipoprotein YhdV,Function unknown,yhdV,"YdcI,Lrp,Nac",https://ecocyc.org/gene?orgid=ECOLI&id=G7695
b0546,0.063377534,ybcM,DLP12 prophage%3B putative DNA-binding transcriptional regulator,Transcription,ybcLM,,https://ecocyc.org/gene?orgid=ECOLI&id=G6302
b0293,0.06269397160000001,ecpA,common pilus major subunit,Function unknown,ecpA,"RpoD,EcpR",https://ecocyc.org/gene?orgid=ECOLI&id=G6164
b4313,0.0621007289,fimE,regulator for fimA,Transcription,fimE,"RpoD,YdhB,Lrp,LrhA,H-NS",https://ecocyc.org/gene?orgid=ECOLI&id=EG10312
b1431,0.061979523300000006,ydcL,DUF3313 domain-containing lipoprotein YdcL,Cell wall/membrane/envelope biogenesis,ydcL,"Lrp,ppGpp",https://ecocyc.org/gene?orgid=ECOLI&id=G6742
b1902,0.059948297500000004,ftnB,putative ferritin-like protein,Inorganic ion transport and metabolism,ftnB,"RpoD,RpoE,CpxR,ppGpp,Nac",https://ecocyc.org/gene?orgid=ECOLI&id=G7033
b0557,0.059734627000000005,borD,DLP12 prophage%3B prophage lipoprotein BorD,Function unknown,borD,"PhoP,Lrp,Nac",https://ecocyc.org/gene?orgid=ECOLI&id=G6312
b0812,0.059682738900000004,dps,stationary phase nucleoid protein that sequesters iron and protects DNA from damage,Inorganic ion transport and metabolism,dps,"OxyR,RpoD,oxyS,RpoS,IHF,MntR,ppGpp,Fis,H-NS,ArgR",https://ecocyc.org/gene?orgid=ECOLI&id=EG11415
b1461,0.0593750415,pptA,putative 4-oxalocrotonate tautomerase (4-OT),Function unknown,pptA,,https://ecocyc.org/gene?orgid=ECOLI&id=EG11761
b3680,0.059343626100000005,yidL,putative DNA-binding transcriptional regulator YidL,Transcription,yidL,"RcsB-BglJ,ppGpp",https://ecocyc.org/gene?orgid=ECOLI&id=EG11707
b1915,0.0590862095,yecF,DUF2594 domain-containing protein YecF,Function unknown,yecF,"FliA,ppGpp,Nac",https://ecocyc.org/gene?orgid=ECOLI&id=EG12861
b1171,0.0575377035,ymgD,PF16456 family protein YmgD,Function unknown,ymgGD,,https://ecocyc.org/gene?orgid=ECOLI&id=G6611
b2175,0.057439295200000004,mepS,peptidoglycan DD-endopeptidase/peptidoglycan LD-carboxypeptidase,Cell wall/membrane/envelope biogenesis,mepS,"YebK,YedW,ppGpp",https://ecocyc.org/gene?orgid=ECOLI&id=G7147
b1905,0.056886182,ftnA,ferritin iron storage protein,Inorganic ion transport and metabolism,ftnA,"RpoD,H-NS,Fur",https://ecocyc.org/gene?orgid=ECOLI&id=EG10921
b0392,0.056739268,ykiA,DUF2773 domain-containing protein YkiA,Function unknown,ykiA,RcsB-BglJ,https://ecocyc.org/gene?orgid=ECOLI&id=G6231
b0847,0.05633827600000001,ybjL,putative transport protein YbjL,Inorganic ion transport and metabolism,ybjL,ppGpp,https://ecocyc.org/gene?orgid=ECOLI&id=G6445
b4133,0.05559175,cadC,DNA-binding transcriptional activator CadC,Transcription,cadC,"RpoD,YcjW,LeuO,Fnr,CadC,MlrA,OmpR,H-NS,GlaR",https://ecocyc.org/gene?orgid=ECOLI&id=EG10133
b2753,0.0547711919,iap,alkaline phosphatase isozyme conversion protein,Function unknown,iap,,https://ecocyc.org/gene?orgid=ECOLI&id=EG10488
b3515,0.054556772600000004,gadW,DNA-binding transcriptional dual regulator GadW,Transcription,gadAXW,"PhoB,YcfQ,SdiA,RpoS,GadX,GadW,Fnr,YdeO,ppGpp,PhoP,RutR,H-NS,GadE,Lrp,GlaR,gadY",https://ecocyc.org/gene?orgid=ECOLI&id=EG12242
b1969,0.0544908501,hprR,DNA-binding transcriptional dual regulator HprR,Transcription,hprRS,Nac,https://ecocyc.org/gene?orgid=ECOLI&id=G7057
b0562_2,0.0544289229,ybcY_2,,No COG Annotation,ybcY,,
b3535,0.0544216636,yhjR,PF10945 family protein YhjR,Function unknown,yhjR,"RpoD,Lrp",https://ecocyc.org/gene?orgid=ECOLI&id=EG12262
b3511,0.054268353400000004,hdeD,acid-resistance membrane protein,Function unknown,hdeD,"RcsB,RpoD,RpoS,PhoP,GadX,H-NS,GadE,ppGpp,cyaR,rprA",https://ecocyc.org/gene?orgid=ECOLI&id=EG11495
b1056,0.0535216784,yceI,protein YceI,Function unknown,yceJI,"RpoD,RpoH",https://ecocyc.org/gene?orgid=ECOLI&id=EG11820
b0842,0.0533033086,mdfA,multidrug efflux pump MdfA/Na(+):H(+) antiporter/K(+):H(+) antiporter,Amino acid transport and metabolism,mdfA,"YeiE,ppGpp",https://ecocyc.org/gene?orgid=ECOLI&id=G6440
b0841,0.053234608700000005,ybjG,undecaprenyl pyrophosphate phosphatase,Lipid transport and metabolism,ybjG,PhoP,https://ecocyc.org/gene?orgid=ECOLI&id=G6439
b3665,0.05317764,adeD,adenine deaminase,Nucleotide transport and metabolism,adeD,"RpoD,H-NS",https://ecocyc.org/gene?orgid=ECOLI&id=EG11692
b1141,0.0531328298,xisE,e14 prophage%3B putative excisionase,Function unknown,ymfH-xisE-intE,,https://ecocyc.org/gene?orgid=ECOLI&id=G6585
b3225,-0.0578357429,nanA,N-acetylneuraminate lyase,Coenzyme transport and metabolism,nanATEK-yhcH,"RpoD,Fis,Crp,NanR,Nac",https://ecocyc.org/gene?orgid=ECOLI&id=EG10637
