locus,gene_weight,gene_name,gene_product,cog,regulator,link
STM4379,0.2197598294,yjfO,putative lipoprotein,Function unknown,rpoS,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM4379
STM4378,0.1711989583,yjfN,putative inner membrane protein,Function unknown,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM4378
STM3245,0.14934218700000002,tdcA,transcriptional activator of tdc operon,Transcription,"crp,fnr,ihf,lrp,nac,tdcA,tdcR",https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM3245
STM4297,0.1182052974,melR,regulator of melibiose operon,Transcription,"crp,melR,rpoD",https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM4297
STM1782,0.1162367091,ychH,putative inner membrane protein,Function unknown,"crp,rpoD",https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM1782
STM3834,0.1151648177,STM3834,putative LysR family transcriptional regulator,Transcription,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM3834
STM2553,0.10506535110000001,csiE,stationary phase inducible protein,Transcription,"crp,h-NS,lrp,nac,rpoD,rpoS",https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM2553
STM3785,0.10168654790000001,STM3785,putative gntR family regulatory protein,Transcription,"mngR,rpoD",https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM3785
STM2344,0.0991324845,STM2344,putative phosphotransferase system,Carbohydrate transport and metabolism,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM2344
STM2575,0.0953070902,STM2575,putative LysR family transcriptional regulator,Transcription,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM2575
STM0687,0.0948567345,ybfM,putative outer membrane protein,Function unknown,"crp,nagC",https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM0687
STM3515,0.09401719900000001,malT,transcriptional activator of the mal genes,Transcription,"crp,lrp,mlc,rpoD",https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM3515
STM4440,0.0867300729,STM4440,putative cytoplasmic protein,Function unknown,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM4440
STM2191,0.0841337379,galS,GalR/LacI family transcriptional repressor of mgl operon,Transcription,"argR,crp,galR,galS,rpoD",https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM2191
STM3106,0.0835897822,ansB,periplasmic L-asparaginase II,Amino acid transport and metabolism,"crp,fis,fnr,lrp,nac,rpoD",https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM3106
STM2036,0.0827448999,pocR,propanediol utilization protein,Transcription,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM2036
STM0814,0.0811647463,ybhQ,putative inner membrane protein,Function unknown,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM0814
STM4049,0.07748456370000001,rhaR,positive regulator for rhaRS operon,Transcription,"crp,rhaR,rhaS,rpoD,rpoS",https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM4049
STM2785,0.0771481904,tctD,tricarboxylic transport regulatory protein,Transcription,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM2785
STM3197,0.0746339484,glgS,rpoS dependent glycogen biosynthesis protein,Function unknown,"crp,rpoS",https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM3197
STM0653,0.0736022385,ybeL,putative cytoplasmic protein,"Translation, ribosomal structure and biogenesis",,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM0653
STM2159,0.0711352366,yehU,putative sensor/kinase in regulatory system,Signal transduction mechanisms,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM2159
STM0210,0.0699715903,cdaR,putative inner membrane protein,Transcription,"cdaR,nac",https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM0210
STM0661,0.06992384410000001,ybeK,putative purine nucleoside hydrolase,Nucleotide transport and metabolism,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM0661
STM2413,0.069547813,yfeC,putative negative regulator,"Replication, recombination and repair",crp,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM2413
STM4501,0.0687930793,STM4501,putative cytoplasmic protein,Function unknown,crp,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM4501
STM3134,0.0676406838,STM3134,putative permease,Carbohydrate transport and metabolism,"arcA,crp,dpiA,exuR,fnr",https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM3134
STM3019,0.0665246485,yqeF,putative acetyl-CoA acetyltransferase,Lipid transport and metabolism,"crp,lrp",https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM3019
