locus,gene_weight,gene_name,gene_product,cog,operon,regulator,Rok,link
BSU_21490,0.1479534899451584,sunI,protein of immunity to sublancin,No COG annotation,Op1719,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_21490
BSU_40210,0.13795662160242356,yydC,conserved hypothetical protein,No COG annotation,Op3083,SigB,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_40210
BSU_35698,0.1363455461249269,yvzI,putative CDP-glycerol:poly(glycerophosphate) glycerophosphotransferase (fragment),Cell wall/membrane/envelope biogenesis,Op2779,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_35698
BSU_40610,0.1358879791665634,yybK,putative transporter permease subunit,Function unknown,Op3117,"Rok,DnaA",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_40610
BSU_40600,0.13402934107683606,yybL,putative transporter permease subunit,No COG annotation,Op3117,"Rok,DnaA",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_40600
BSU_35690,0.13210386216095305,ggaA,poly(glucosyl N-acetylgalactosamine 1-phosphate) glucosyltransferase (missing signal peptide),Cell wall/membrane/envelope biogenesis,Op2778,SigA,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_35690
BSU_40200,0.122020042732297,yydD,putative DNA wielding protein,Function unknown,Op3082,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_40200
BSU_31700,0.12039312633543575,comX,competence pheromone precursor (pheromone peptide aa 46->55%2C geranyl-modified),No COG annotation,Op2492,SigA,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_31700
BSU_21460,0.1082964400605501,bdbA,bacteriophage SPbeta thiol-disulfide oxidoreductase,Energy production and conversion,Op1718,"Rok,Abh,DnaA,YvrHb,AbrB",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_21460
BSU_17550,0.10439795815131836,ynaG,conserved hypothetical protein%3B defective phage region,No COG annotation,Op1327,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_17550
BSU_05000,0.10397557036977732,yddK,ICEBs1 mobile element: conserved protein of unknown function,Function unknown,Op378,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_05000
BSU_26160,0.10081882021189692,yqbC,conserved phage protein of unknown function%3B skin element,No COG annotation,Op2074,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_26160
BSU_40590,0.10015392021167258,yybM,putative transporter permease subunit,No COG annotation,Op3117,"Rok,DnaA",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_40590
BSU_17700,0.09710767939587613,cotC,spore coat protein (outer),No COG annotation,Op1345,"GerE,SigK,SpoIIID",False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_17700
BSU_18980,0.09599672611193592,yobJ,conserved protein of unknown function%3B putative defective prophage 6,No COG annotation,Op1468,SigW,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_18980
BSU_05109,0.0954901879178636,ydzN,hypothetical protein,No COG annotation,Op389,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_05109
BSU_33760,0.09533940578386443,sdpB,export step of killing factor SdpC,No COG annotation,Op2651,"Rok,Spo0A,AbrB",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_33760
BSU_26480,0.09321267966203488,yrkK,putative integral inner membrane protein,Function unknown,Op2108,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_26480
BSU_08029,0.09308552147610738,yfzA,conserved hypothetical protein,Function unknown,Op632,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_08029
BSU_40620,0.09265701602490306,yybJ,putative ATP-binding cassette subunit of transporter,Defense mechanisms,Op3117,"Rok,DnaA",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_40620
BSU_40160,0.0922077958024276,liaK,membrane metalloprotease acting on modified factor LiaD,"Post-translational modification, protein turnover, and chaperones",Op3080,"Rok,SigA,AbrB",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_40160
BSU_39290,0.0918204465861016,rtbE,antitoxin factor of the RttD-RttE toxin-antitoxin system,Function unknown,Op3037,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_39290
BSU_18970,0.08753344110011843,yobI,putative phage repair NTPase with transmembrane helices%3B putative defective prophage 6,Transcription,Op1465,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_18970
BSU_40220,0.08720629596576886,yydB,putative phosphohydrolase,Function unknown,Op3084,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_40220
BSU_21450,0.08637479521420605,sunS,sublancin glycosyltransferase%3B phage SPbeta,Cell wall/membrane/envelope biogenesis,Op1718,"Rok,Abh,DnaA,YvrHb,AbrB",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_21450
BSU_05050,0.08512887977778512,lrpA,transcriptional regulator (Lrp/AsnC family),Transcription,Op382,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_05050
BSU_35680,0.08375623323495263,ggaB,poly(glucosyl N-acetylgalactosamine 1-phosphate) glucosyltransferase,Cell wall/membrane/envelope biogenesis,Op2778,SigA,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_35680
