locus,gene_weight,gene_name,gene_product,cog,operon,regulator,SigB,link
BSU_06660,0.10577111596359222,opuE,proline transporter,Amino acid transport and metabolism,Op528,"SigB,CcpA",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_06660
BSU_19430,0.10281237402929176,cdaS,spore diadenylate cyclase,Function unknown,Op1512,SigG,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_19430
BSU_24740,0.10244076447070258,yqxL,CorA-type divalent ion transporter,Inorganic ion transport and metabolism,Op1958,"SigB,LexA",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_24740
BSU_18520,0.10008039126525677,yoxB,conserved protein of unknown function,No COG annotation,Op1413,SigB,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_18520
BSU_31321,0.0930870611545966,mstX,atypical membrane-integrating regulator of biofilm formation (Mistic protein),Function unknown,Op2469,SinR,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_31321
BSU_02585,0.08536420555089108,BSU_02585,hypothetical protein,No COG annotation,Op192,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_02585
BSU_12270,0.08275491342303143,yjlB,conserved hypothetical protein%3B cupin family,Function unknown,Op963,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_12270
BSU_06220,0.08237965481241645,ydjJ,putative membrane associated potassium channel%3B prophage region 3,Function unknown,Op498,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_06220
BSU_04740,0.08109368306824001,rsbX,serine phosphatase,Transcription,Op350,"SigA,SigB,CcpA",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_04740
BSU_07930,0.08096571290238973,yfkD,conserved hypothetical protein,Function unknown,Op625,"SigB,SigG",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_07930
BSU_08510,0.0809656087536731,yfhF,putative nucleotide-or NAD-binding protein,Function unknown,Op659,"SigB,SigG,SigF",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_08510
BSU_04730,0.08080350525256451,sigB,RNA polymerase sigma-37 factor (sigma(B)),Transcription,Op350,"SigA,SigB,CcpA",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_04730
BSU_06400,0.07954980064923563,yebE,conserved hypothetical protein,Function unknown,Op516,SigB,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_06400
BSU_04720,0.07916811983795152,rsbW,switch protein/serine kinase and anti-sigma factor (inhibitory sigma-B binding protein),Nucleotide transport and metabolism,Op350,"SigA,SigB,CcpA",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_04720
BSU_30930,0.07903042877593228,ytaB,putative receptor,Signal transduction mechanisms,Op2439,SigB,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_30930
BSU_40570,0.07756382987615276,yybO,putative permease,Carbohydrate transport and metabolism,Op3111,SigB,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_40570
