locus,gene_weight,gene_name,gene_product,cog,regulator,link
b4039,0.2305195612724379,ubiC,chorismate lyase,Coenzyme transport and metabolism,"RpoD,YeiE,Fnr,IHF,NarL,ArcA",https://ecocyc.org/gene?orgid=ECOLI&id=EG11369
b2830,0.1111357778689982,rppH,RNA pyrophosphohydrolase,"Replication, recombination and repair",,https://ecocyc.org/gene?orgid=ECOLI&id=G7459
b2829,0.0874517747071891,ptsP,phosphoenolpyruvate-protein phosphotransferase PtsP,Signal transduction mechanisms,,https://ecocyc.org/gene?orgid=ECOLI&id=EG12188
b1660,0.0643050792309493,ydhC,putative transporter YdhC,Amino acid transport and metabolism,,https://ecocyc.org/gene?orgid=ECOLI&id=EG12141
b0578,-0.0603038210227115,nfsB,NAD(P)H nitroreductase NfsB,Energy production and conversion,"RpoD,Rob,MarA,SoxS",https://ecocyc.org/gene?orgid=ECOLI&id=EG50005
b0525,-0.0625237549174034,ppiB,peptidyl-prolyl cis-trans isomerase B,"Post-translational modification, protein turnover,and chaperones","Nac,GlaR",https://ecocyc.org/gene?orgid=ECOLI&id=EG10758
b0888,-0.0637420630470049,trxB,thioredoxin reductase,"Post-translational modification, protein turnover,and chaperones","YeiE,Lrp,Nac",https://ecocyc.org/gene?orgid=ECOLI&id=EG11032
b3602,-0.0639214610105533,yibL,DUF2810 domain-containing protein YibL,Function unknown,Lrp,https://ecocyc.org/gene?orgid=ECOLI&id=EG11964
b3748,-0.0645767096306619,rbsD,D-ribose pyranase,Carbohydrate transport and metabolism,"RpoD,YidZ,dsrA,Crp,RbsR",https://ecocyc.org/gene?orgid=ECOLI&id=EG10817
b0009,-0.0659180405056575,mog,molybdopterin adenylyltransferase,Nucleotide transport and metabolism,,https://ecocyc.org/gene?orgid=ECOLI&id=EG11511
b2343,-0.0661904643657411,yfcZ,DUF406 domain-containing protein YfcZ,Function unknown,"Fnr,Lrp,ppGpp",https://ecocyc.org/gene?orgid=ECOLI&id=G7214
b3214,-0.0662233755947744,gltF,periplasmic protein GltF,Cell motility,"RpoD,YeiE,RpoS,Fur,Fnr,Nac,ArgR,AdiY,Crp,Lrp,IHF,HdfR,GadE,LeuO,GlaR",https://ecocyc.org/gene?orgid=ECOLI&id=EG11514
b4226,-0.0668413566819684,ppa,inorganic pyrophosphatase,Energy production and conversion,"YcjW,YfeC",https://ecocyc.org/gene?orgid=ECOLI&id=EG10755
b1110,-0.0682555407426243,ycfJ,PF05433 family protein YcfJ,Function unknown,Lrp,https://ecocyc.org/gene?orgid=ECOLI&id=EG12444
b3414,-0.0700436087957216,nfuA,iron-sulfur cluster carrier protein NfuA,"Post-translational modification, protein turnover,and chaperones","RpoD,RpoH,GntR,Crp,IscR",https://ecocyc.org/gene?orgid=ECOLI&id=G7748
b4147,-0.0702200745955648,efp,protein chain elongation factor EF-P,"Translation, ribosomal structure and biogenesis","RpoD,ppGpp",https://ecocyc.org/gene?orgid=ECOLI&id=EG12099
b0168,-0.0709794389904006,map,methionine aminopeptidase,Amino acid transport and metabolism,"MarA,Nac,Rob,SoxS",https://ecocyc.org/gene?orgid=ECOLI&id=EG10570
b3186,-0.0711658203465698,rplU,50S ribosomal subunit protein L21,"Translation, ribosomal structure and biogenesis","RpoD,ppGpp,MlrA,DksA,Nac",https://ecocyc.org/gene?orgid=ECOLI&id=EG50001
b2013,-0.0738728557463466,yeeE,inner membrane protein YeeE,Function unknown,Lrp,https://ecocyc.org/gene?orgid=ECOLI&id=EG11895
b3185,-0.0751838085363584,rpmA,50S ribosomal subunit protein L27,"Translation, ribosomal structure and biogenesis","RpoD,ppGpp,MlrA,DksA",https://ecocyc.org/gene?orgid=ECOLI&id=EG50002
b0970,-0.075807746808,yccA,modulator of FtsH protease,Function unknown,"RpoD,CpxR",https://ecocyc.org/gene?orgid=ECOLI&id=EG11113
b0963,-0.0786276433645738,mgsA,methylglyoxal synthase,Carbohydrate transport and metabolism,,https://ecocyc.org/gene?orgid=ECOLI&id=G6497
b0426,-0.0807447696120443,yajQ,nucleotide binding protein,Function unknown,,https://ecocyc.org/gene?orgid=ECOLI&id=G6240
b1641,-0.08704963680326,slyB,outer membrane lipoprotein SlyB,Cell wall/membrane/envelope biogenesis,"YidZ,PhoP",https://ecocyc.org/gene?orgid=ECOLI&id=G6881
b0113,-0.0894875188273131,pdhR,DNA-binding transcriptional dual regulator PdhR,Transcription,"RpoD,RpoS,Fnr,Crp,Cra,PdhR,GlaR,OmpR,BtsR",https://ecocyc.org/gene?orgid=ECOLI&id=EG11088
b2171,-0.0970664455488236,yeiP,elongation factor P family protein,"Translation, ribosomal structure and biogenesis",Crp,https://ecocyc.org/gene?orgid=ECOLI&id=EG12035
