locus,gene_weight,gene_name,gene_product,cog,operon,regulator,SigA,CcpA,CcpN,link
BSU_14629,0.161863049,sr1,"small regulatory RNA, regulatory peptide",No COG category,sr1,"CcpN,SigA",True,False,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU14629
BSU_29020,0.150894669,gapB,glyceraldehyde-3-phosphate dehydrogenase 2,Carbohydrate transport and metabolism,gapB->speD,"CcpN,SigA",True,False,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU29020
new_2600050_2600154,0.12068977600000001,S950,5' of S950,No COG category,,,False,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_2600050_2600154
BSU_27770,0.119280804,yrbE,unknown,Function unknown,,,False,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU27770
BSU_06560,0.117235114,yerA,unknown,Nucleotide transport and metabolism,yerA->yerC,,False,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU06560
new_2599926_2600047_c,0.113802314,S948,5'UTR of cccA,No COG category,,"SigA,CcpA,AbrB",True,True,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_2599926_2600047_c
BSU_04470,0.107644868,dctP,C4-dicarboxylate transport protein,Intracellular trafficking and secretion,"dctP, dctS->dctP","SigA,CcpA,Fur",True,True,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU04470
BSU_35930,0.107417521,rbsD,ribose [SW|ABC transporter] (membrane protein),Carbohydrate transport and metabolism,rbsR->rbsB,"SigA,CcpA,AbrB",True,True,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU35930
BSU_13340,0.10324332,ykoM,unknown,Transcription,ykoM,,False,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU13340
BSU_35910,0.101308809,rbsR,transcriptional repressor ([SW|LacI family]),Transcription,rbsR->rbsB,"SigA,CcpA,AbrB",True,True,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU35910
new_1398413_1398495,0.100115746,S476,5'UTR of ykoM,No COG category,,,False,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_1398413_1398495
new_2978602_2978702_c,0.09967899999999999,S1098,intergenic region,No COG category,,"SigA,CitB,CcpA,CcpC",True,True,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_2978602_2978702_c
BSU_35920,0.099339649,rbsK,ribokinase,Coenzyme transport and metabolism,rbsR->rbsB,"SigA,CcpA,AbrB",True,True,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU35920
BSU_35940,0.098246439,rbsA,ribose [SW|ABC transporter] (ATP-binding protein),Carbohydrate transport and metabolism,rbsR->rbsB,"SigA,CcpA,AbrB",True,True,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU35940
new_1056539_1056622,0.095038017,S346,3' of S345,No COG category,,,False,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_1056539_1056622
new_1896225_1896423,0.087138644,S637,5'UTR of yncC,No COG category,,,False,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_1896225_1896423
BSU_30560,0.086589766,pckA,phosphoenolpyruvate carboxykinase,Energy production and conversion,pckA,"CcpN,SigA",True,False,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU30560
new_1056384_1056537,0.080747898,S345,independent transcript,No COG category,,,False,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_1056384_1056537
new_1270127_1270583_c,0.080483476,S438,5'UTR of yjdB,No COG category,,"PhoP,AbrB",False,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_1270127_1270583_c
