locus,gene_weight,gene_name,gene_product,COG,operon,regulator,link
b0762,0.2263518283,acrZ,multidrug efflux pump accessory protein AcrZ,"Intracellular trafficking, secretion, and vesicular transport",acrZ,"RpoD,Rob,SoxS,MarA,Lrp",https://ecocyc.org/gene?orgid=ECOLI&id=G6396
b4411,0.2132303395,ecnB,bacteriolytic entericidin B lipoprotein,Function unknown,ecnAB,"OmpR,YbaQ,RpoS,Nac,ppGpp,micA",https://ecocyc.org/gene?orgid=ECOLI&id=G0-9562
b4595,0.19979203980000002,yciY,uncharacterized protein YciY,No COG annotation,yciY,,https://ecocyc.org/gene?orgid=ECOLI&id=G0-8891
b4662,0.1973309571,sgrT,putative inhibitor of the PtsG glucose transporter,Energy production and conversion,sgrST-setA,"RpoD,RpoS,Cra,SgrR,ppGpp,DksA",https://ecocyc.org/gene?orgid=ECOLI&id=G0-10617
b4705,0.18649837830000002,mntS,small protein MntS,No COG annotation,rybA-mntS,"RpoD,MntR",https://ecocyc.org/gene?orgid=ECOLI&id=G0-10715
b0953,0.155922743,rmf,ribosome modulation factor,"Translation, ribosomal structure and biogenesis",rmf,"Crp,ArcA,McbR,RcdA,SlyA,SdiA,ppGpp,Putrescine",https://ecocyc.org/gene?orgid=ECOLI&id=EG50004
b4246,0.1327312215,pyrL,pyrBI operon leader peptide,Nucleotide transport and metabolism,pyrLBI,"ArgR,Nac,ppGpp,UTP",https://ecocyc.org/gene?orgid=ECOLI&id=EG11279
b2666,0.1225919939,yqaE,Pmp3 family protein,Function unknown,yqaE-kbp,"cyaR,CpxR,ppGpp",https://ecocyc.org/gene?orgid=ECOLI&id=G7396
b4501,0.11794770480000001,torI,CPS-53 (KpLE1) prophage%3B prophage CPS-53 recombination directionality factor and response regulator inhibitor,Transcription,torI,Nac,https://ecocyc.org/gene?orgid=ECOLI&id=G0-9621
b3369,0.11726526940000001,yhfL,DUF4223 domain-containing lipoprotein YhfL,Function unknown,yhfL,Nac,https://ecocyc.org/gene?orgid=ECOLI&id=G7722
b1677,0.1085648476,lpp,murein lipoprotein,Cell wall/membrane/envelope biogenesis,lpp,"YfeC,YidZ,YedW,OmpR,MicL",https://ecocyc.org/gene?orgid=ECOLI&id=EG10544
b4409,0.1072686449,blr,beta-lactam resistance protein,No COG annotation,blr,RpoS,https://ecocyc.org/gene?orgid=ECOLI&id=G0-9561
b1550,0.1070952402,gnsB,Qin prophage%3B protein GnsB,Function unknown,gnsB,,https://ecocyc.org/gene?orgid=ECOLI&id=G6823
b0295,0.095181577,ykgL,uncharacterized protein YkgL,No COG annotation,ykgL,Nac,https://ecocyc.org/gene?orgid=ECOLI&id=G6166
b1675,0.09196878380000001,fumD,fumarase D,Function unknown,fumD,Nac,https://ecocyc.org/gene?orgid=ECOLI&id=G6903
b0917,0.090943041,ycaR,UPF0434 family protein YcaR,Function unknown,ycaR-kdsB,RpoD,https://ecocyc.org/gene?orgid=ECOLI&id=G6472
b4688,0.0882877671,ykgS,CP4-6 prophage%3B protein YkgS,Function unknown,ykgS,,https://ecocyc.org/gene?orgid=ECOLI&id=G0-16674
b4217,0.0877108298,ytfK,DUF1107 domain-containing protein YtfK,Function unknown,ytfK,"PhoB,RpoS,Lrp,Nac",https://ecocyc.org/gene?orgid=ECOLI&id=G7872
b0623,0.0859150793,cspE,transcription antiterminator and regulator of RNA stability,Transcription,cspE,"RpoD,YcaN,Crp,DinJ-YafQ",https://ecocyc.org/gene?orgid=ECOLI&id=EG12179
b3782,0.0849982046,rhoL,rho operon leader peptide,No COG annotation,,,https://ecocyc.org/gene?orgid=ECOLI&id=EG12428
b4045,0.0797812427,yjbJ,putative stress response protein,Function unknown,yjbJ,"Lrp,FliZ,ppGpp",https://ecocyc.org/gene?orgid=ECOLI&id=EG11928
b0849,0.07641631930000001,grxA,reduced glutaredoxin 1,"Post-translational modification, protein turnover,and chaperones",grxA,OxyR,https://ecocyc.org/gene?orgid=ECOLI&id=EG10417
b1480,0.07603542490000001,sra,30S ribosomal subunit protein S22,"Translation, ribosomal structure and biogenesis",bdm-sra,"OmpR,RpoS,IHF,Fis,RcsB,ppGpp",https://ecocyc.org/gene?orgid=ECOLI&id=EG11508
b3107,0.075452301,yhaL,uncharacterized protein YhaL,No COG annotation,yhaKL,YhaJ,https://ecocyc.org/gene?orgid=ECOLI&id=G7621
b2809,0.07543328960000001,ygdI,DUF903 domain-containing lipoprotein YgdI,Cell wall/membrane/envelope biogenesis,ygdI,,https://ecocyc.org/gene?orgid=ECOLI&id=G7453
b3703,0.0753058687,rpmH,50S ribosomal subunit protein L34,"Translation, ribosomal structure and biogenesis",rpmH-rnpA,"YfeC,Nac,ppGpp",https://ecocyc.org/gene?orgid=ECOLI&id=EG10892
b2833,0.0730349364,ygdR,DUF903 domain-containing lipoprotein YgdR,Function unknown,ygdR,Nac,https://ecocyc.org/gene?orgid=ECOLI&id=G7461
b1332,0.0715079473,ynaJ,DUF2534 domain-containing protein YnaJ,Function unknown,ynaJ,ArcA,https://ecocyc.org/gene?orgid=ECOLI&id=G6668
b1915,0.0682538792,yecF,DUF2594 domain-containing protein YecF,Function unknown,yecF,"FliA,ppGpp,Nac",https://ecocyc.org/gene?orgid=ECOLI&id=EG12861
b1952,0.0680339764,dsrB,protein DsrB,Function unknown,dsrB,,https://ecocyc.org/gene?orgid=ECOLI&id=G7045
b0699,0.0674017297,ybfA,DUF2517 domain-containing protein YbfA,Function unknown,ybfA,"ppGpp,ArcA",https://ecocyc.org/gene?orgid=ECOLI&id=EG11521
b4517,0.0669142876,gnsA,putative phosphatidylethanolamine synthesis regulator GnsA,Function unknown,ymcE-gnsA,"RpoD,RpoN",https://ecocyc.org/gene?orgid=ECOLI&id=G0-9662
b4506,0.0635608946,ykgO,putative ribosomal protein,"Translation, ribosomal structure and biogenesis",ykgMO,"RpoD,Zur",https://ecocyc.org/gene?orgid=ECOLI&id=G0-10434
b0627,0.062421974000000005,tatE,twin arginine protein translocation system - TatE protein,"Intracellular trafficking, secretion, and vesicular transport",tatE,,https://ecocyc.org/gene?orgid=ECOLI&id=EG11305
b1906,0.062058432000000004,yecH,DUF2492 domain-containing protein YecH,Function unknown,yecH,,https://ecocyc.org/gene?orgid=ECOLI&id=G7036
b2504,0.0606049831,yfgG,protein YfgG,Function unknown,yfgG,"Nac,RpoD",https://ecocyc.org/gene?orgid=ECOLI&id=G7315
b1824,0.060337616000000004,yobF,DUF2527 domain-containing protein YobF,Function unknown,yobF-cspC,"RpoD,oxyS,YdcI,YdcR,YcaN,Nac,BtsR,cyaR",https://ecocyc.org/gene?orgid=ECOLI&id=G7000
b4756,0.0597759546,yqiD,protein YqiD,Function unknown,,,https://ecocyc.org/gene?orgid=ECOLI&id=G0-16750
b1562,0.059068278800000006,hokD,Qin prophage%3B toxic protein HokD,Function unknown,relBE-hokD,"RpoD,RelB-RelE,RelB",https://ecocyc.org/gene?orgid=ECOLI&id=EG11130
b3378,0.0582751657,yhfU,DUF2620 domain-containing protein YhfU,Function unknown,,YciT,https://ecocyc.org/gene?orgid=ECOLI&id=G7730
b3049,0.0576567297,glgS,surface composition regulator,Function unknown,glgS,"RpoS,Crp,CsrA,ppGpp",https://ecocyc.org/gene?orgid=ECOLI&id=EG11381
b3556,0.0562304192,cspA,cold shock protein CspA,Transcription,cspA,"RpoD,YdcN,YdhB,YdiP,YiaU,ppGpp,Fis,H-NS",https://ecocyc.org/gene?orgid=ECOLI&id=EG10166
b0884,0.056086172600000005,infA,translation initiation factor IF-1,"Translation, ribosomal structure and biogenesis",infA-serW,"RpoD,YeiE,ppGpp",https://ecocyc.org/gene?orgid=ECOLI&id=EG10504
b4502,0.0560708529,yeiW,PF03692 putative metal-chelating domain-containing protein YeiW,Function unknown,,Crp,https://ecocyc.org/gene?orgid=ECOLI&id=G0-10511
b4515,0.0549601309,cydX,cytochrome bd-I ubiquinol oxidase subunit CydX,Function unknown,cydX-ybgE,,https://ecocyc.org/gene?orgid=ECOLI&id=G0-10441
b4725,0.052206087500000005,rseD,rpoE leader peptide,No COG annotation,,"RpoD,RpoN,RpoS,IHF,CpxR,Crp,NtrC,RcsB,GlrR",https://ecocyc.org/gene?orgid=ECOLI&id=G0-16690
b2112,0.0518861813,yehE,DUF2574 domain-containing protein YehE,Function unknown,yehE,"Nac,GlaR,ppGpp",https://ecocyc.org/gene?orgid=ECOLI&id=EG11991
b3348,0.0511870368,slyX,protein SlyX,Function unknown,slyX,Lrp,https://ecocyc.org/gene?orgid=ECOLI&id=EG11664
b1382,0.0504959465,ynbE,lipoprotein YnbE,Function unknown,,,https://ecocyc.org/gene?orgid=ECOLI&id=G6704
b1795,0.0498050212,yeaQ,PF04226 family protein YeaQ,Function unknown,yeaQ,ppGpp,https://ecocyc.org/gene?orgid=ECOLI&id=G6981
b1685,0.0490871227,ydiH,protein YdiH,Function unknown,ydiJ-menI-ydiH,,https://ecocyc.org/gene?orgid=ECOLI&id=G6911
b4751,0.048741448,yoaL,protein YoaL,No COG annotation,,,https://ecocyc.org/gene?orgid=ECOLI&id=G0-16745
b3535,0.048604215900000004,yhjR,PF10945 family protein YhjR,Function unknown,yhjR,"RpoD,Lrp",https://ecocyc.org/gene?orgid=ECOLI&id=EG12262
b1826,0.0470269742,mgrB,PhoQ kinase inhibitor,Function unknown,mgrB,PhoP,https://ecocyc.org/gene?orgid=ECOLI&id=G7002
b1705,0.046921876700000004,ydiE,PF10636 family protein YdiE,Inorganic ion transport and metabolism,ydiE,,https://ecocyc.org/gene?orgid=ECOLI&id=EG12391
