locus,gene_weight,gene_name,gene_product,cog,operon,regulator,ArgR,link
b4254,0.3547975209,argI,ornithine carbamoyltransferase ArgI,Amino acid transport and metabolism,argI,"RpoD,ArgR,ppGpp,DksA",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10069
b0273,0.3155047439,argF,CP4-6 prophage%3B ornithine carbamoyltransferase ArgF,Amino acid transport and metabolism,argF,"RpoD,ArgR,ppGpp",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10067
b3958,0.3148553233,argC,N-acetylglutamylphosphate reductase,Amino acid transport and metabolism,argCBH,"RpoD,ArgR,ppGpp",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10065
b2818,0.28534425420000004,argA,N-acetylglutamate synthase,Amino acid transport and metabolism,argA,"RpoD,ArgR,ppGpp,Lrp",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10063
b0860,0.2798716347,artJ,L-arginine ABC transporter periplasmic binding protein,Amino acid transport and metabolism,artJ,"RpoD,ArgR",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG11628
b3959,0.2650378524,argB,acetylglutamate kinase,Nucleotide transport and metabolism,argCBH,"RpoD,ArgR,ppGpp",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10064
b3172,0.2377316418,argG,argininosuccinate synthetase,Nucleotide transport and metabolism,argG,"RpoD,YcjW,Crp,ArgR",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10068
b3960,0.2197844279,argH,argininosuccinate lyase,Amino acid transport and metabolism,argCBH,"RpoD,YidZ,ArgR,ppGpp",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG11223
b3359,0.2065757167,argD,N-acetylornithine aminotransferase/N-succinyldiaminopimelate aminotransferase,Amino acid transport and metabolism,argD,"RpoD,PhoP,ArgR",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10066
b0272,0.13232823970000002,xynR,CP4-6 prophage%3B DNA-binding transcriptional repressor XynR,Transcription,xynR,,False,https://ecocyc.org/gene?orgid=ECOLI&id=G6144
b3957,0.1319460517,argE,acetylornithine deacetylase,Amino acid transport and metabolism,argE,"RpoD,ArgR,ppGpp",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG11286
b0032,0.1318558155,carA,carbamoyl phosphate synthetase subunit alpha,Nucleotide transport and metabolism,carAB,"RpoD,Fis,ArgR,PurR,PepA,RutR,IHF,ArcA",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10134
b0709,0.1254215121,dtpD,dipeptide:H(+) symporter DtpD,"Intracellular trafficking, secretion, and vesicular transport",dtpD,ppGpp,False,https://ecocyc.org/gene?orgid=ECOLI&id=G6378
b0033,0.1053653357,carB,carbamoyl phosphate synthetase subunit beta,Nucleotide transport and metabolism,carAB,"RpoD,Fis,ArgR,PurR,PepA,RutR,IHF",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10135
b2308,0.0820188642,hisQ,lysine/arginine/ornithine ABC transporter/histidine ABC transporter%2C membrane subunit HisQ,Inorganic ion transport and metabolism,argT-hisJQMP,"RpoD,RpoN,H-NS,NtrC,ArgR,ppGpp",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG12125
b2309,0.07982304920000001,hisJ,histidine ABC transporter periplasmic binding protein,Amino acid transport and metabolism,argT-hisJQMP,"RpoD,YidZ,RpoN,H-NS,NtrC,ArgR,ppGpp",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG12124
b2307,0.0732181739,hisM,lysine/arginine/ornithine ABC transporter/histidine ABC transporter%2C membrane subunit HisM,Amino acid transport and metabolism,argT-hisJQMP,"RpoD,RpoN,H-NS,NtrC,ArgR,ppGpp",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10007
b0863,0.0678173288,artI,putative ABC transporter periplasmic binding protein ArtI,Amino acid transport and metabolism,artPIQM,"RpoD,RpoS,ArgR,Lrp",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG11625
b0864,0.0658912365,artP,L-arginine ABC transporter ATP binding subunit,Inorganic ion transport and metabolism,artPIQM,"RpoD,RpoS,ArgR,Lrp",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG11624
b0862,0.0648613851,artQ,L-arginine ABC transporter membrane subunit ArtQ,Inorganic ion transport and metabolism,artPIQM,"RpoD,RpoS,ArgR,ppGpp",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG11626
b2306,0.0613079824,hisP,lysine/arginine/ornithine ABC transporter/histidine ABC transporter%2C ATP binding subunit,Inorganic ion transport and metabolism,argT-hisJQMP,"RpoD,RpoN,H-NS,NtrC,ArgR,ppGpp",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10452
b0861,0.0569642914,artM,L-arginine ABC transporter membrane subunit ArtM,Inorganic ion transport and metabolism,artPIQM,"RpoD,RpoS,ppGpp,ArgR",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG11627
b3211,0.0464427488,yhcC,radical SAM family oxidoreductase YhcC,Function unknown,yhcC,"YihW,YahB,YjhI,YhjC,YiaU,YedW,ArgR,Nac",True,https://ecocyc.org/gene?orgid=ECOLI&id=G7669
