locus,gene_weight,gene_name,gene_product,cog,operon,regulator,link
PP_4488,0.354261769253154,PP_4488,conserved exported protein of unknown function,Function unknown,Op2903,"SoxR,GacA",https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_4488&e1=1&assembly=complete
PP_0372,0.2750294801386241,aruC,Acetylornithine aminotransferase 2,Amino acid transport and metabolism,Op255,,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_0372&e1=1&assembly=complete
PP_0269,0.2037051962349836,PP_0269,putative Glutamate synthase%2C large subunit,Amino acid transport and metabolism,Op181,,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_0269&e1=1&assembly=complete
PP_5458,0.2024312008666038,PP_5458,conserved exported protein of unknown function,No COG annotation,Op523,,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_5458&e1=1&assembly=complete
PP_1265,0.2007278568585037,PP_1265,conserved protein of unknown function,Function unknown,Op802,,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_1265&e1=1&assembly=complete
PP_1266,0.1986564364743514,PP_1266,putative Fusaric acid resistance protein,Defense mechanisms,Op802,"SoxR,GacA",https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_1266&e1=1&assembly=complete
PP_1263,0.1981628367106386,PP_1263,putative Fusaric acid resistance protein,Cell wall/membrane/envelope biogenesis,Op802,,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_1263&e1=1&assembly=complete
PP_4557,0.1884198489493322,PP_4557,conserved exported protein of unknown function,Function unknown,Op2961,,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_4557&e1=1&assembly=complete
PP_1264,0.1636384437867342,PP_1264,putative Fusaric acid resistance protein,Function unknown,Op802,AlgR,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_1264&e1=1&assembly=complete
PP_3180,0.1139689357108089,PP_3180,Smp-30/Cgr1 family protein,Carbohydrate transport and metabolism,Op2068,,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_3180&e1=1&assembly=complete
