locus,gene_weight,gene_name,old_locus_tag,gene_product,cog,regulator,link
PA3790,0.307230021,oprC,,copper transport outer membrane porin OprC,Inorganic ion transport and metabolism,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA3790&e1=1&assembly=complete
PA3785,0.297910605,PA3785,,hypothetical protein,Function unknown,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA3785&e1=1&assembly=complete
PA0434,0.29521827500000003,PA0434,,hypothetical protein,Inorganic ion transport and metabolism,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0434&e1=1&assembly=complete
PA3784,0.25881225,PA3784,,hypothetical protein,No COG annotation,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA3784&e1=1&assembly=complete
PA3789,0.22902358900000003,PA3789,,hypothetical protein,Function unknown,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA3789&e1=1&assembly=complete
PA0435,0.216416035,PA0435,,hypothetical protein,Function unknown,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0435&e1=1&assembly=complete
PA0433,0.18802200200000002,PA0433,,hypothetical protein,Function unknown,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0433&e1=1&assembly=complete
PA3791,0.14672169100000002,PA3791,,hypothetical protein,Function unknown,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA3791&e1=1&assembly=complete
PA3782,0.09993077800000001,PA3782,,transcriptional regulator,Transcription,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA3782&e1=1&assembly=complete
PA2914,0.068695165,PA2914,,ABC transporter permease,Inorganic ion transport and metabolism,Cobalamin,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2914&e1=1&assembly=complete
PA3396,0.067274992,nosL,,acessory protein NosL,Energy production and conversion,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA3396&e1=1&assembly=complete
PA2913,0.065404891,PA2913,,hypothetical protein,Inorganic ion transport and metabolism,Cobalamin,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2913&e1=1&assembly=complete
