locus,gene_weight,gene_name,gene_product,cog,regulator,Phage_3,link
SP5448_04555,0.2038253975,SP5448_04555,hypothetical protein,Function unknown,,False,https://www.patricbrc.org/search/?keyword(%22fig%7C1314.194.peg.858%22)
SP5448_04545,0.19819563140000002,SP5448_04545,hypothetical protein,Function unknown,Phage_3,True,https://www.patricbrc.org/search/?keyword(%22fig%7C1314.194.peg.856%22)
SP5448_04560,0.18997850700000002,SP5448_04560,hypothetical protein,Function unknown,"CovR,Phage_3",True,https://www.patricbrc.org/search/?keyword(%22fig%7C1314.194.peg.859%22)
SP5448_04520,0.1782635716,SP5448_04520,hypothetical protein,Function unknown,"CovR,Rgg,LacD.1_M14,Phage_3",True,https://www.patricbrc.org/search/?keyword(%22fig%7C1314.194.peg.851%22)
SP5448_04565,0.1775200503,SP5448_04565,hypothetical protein,Function unknown,CovR,False,https://www.patricbrc.org/search/?keyword(%22fig%7C1314.194.peg.860%22)
SP5448_04540,0.1655914899,SP5448_04540,hypothetical protein,Function unknown,"CovR,Phage_3",True,https://www.patricbrc.org/search/?keyword(%22fig%7C1314.194.peg.855%22)
SP5448_04515,0.1655070068,SP5448_04515,hypothetical protein,"Replication, recombination and repair","CovR,MalR_M1,CovR,Phage_3",True,https://www.patricbrc.org/search/?keyword(%22fig%7C1314.194.peg.850%22)
SP5448_04610,0.1614462047,SP5448_04610,hypothetical protein,Function unknown,Phage_3,True,https://www.patricbrc.org/search/?keyword(%22fig%7C1314.194.peg.869%22)
SP5448_04510,0.1589965682,SP5448_04510,portal protein,Function unknown,"CovR,CovR,Phage_3",True,https://www.patricbrc.org/search/?keyword(%22fig%7C1314.194.peg.849%22)
SP5448_04535,0.15747610780000001,SP5448_04535,hypothetical protein,Function unknown,"CovR,Phage_3",True,https://www.patricbrc.org/search/?keyword(%22fig%7C1314.194.peg.854%22)
SP5448_04585,0.1557081789,SP5448_04585,tail protein,Function unknown,"CovR,Phage_3",True,https://www.patricbrc.org/search/?keyword(%22fig%7C1314.194.peg.864%22)
SP5448_04550,0.15472067420000002,SP5448_04550,hypothetical protein,Function unknown,Phage_3,True,https://www.patricbrc.org/search/?keyword(%22fig%7C1314.194.peg.857%22)
SP5448_04590,0.1542723511,SP5448_04590,hypothetical protein,Function unknown,CovR,False,https://www.patricbrc.org/search/?keyword(%22fig%7C1314.194.peg.865%22)
