locus,gene_weight,gene_name,gene_product,cog,operon,regulator,link
PN96_RS09520,0.1401569398817976,htpG,molecular chaperone HtpG,"Post-translational modification, protein turnover, and chaperones",Op2386,,
PN96_RS13475,0.136625242925501,PN96_RS13475,Hsp20 family protein,"Post-translational modification, protein turnover, and chaperones",Op2852,,
PN96_RS10380,0.1246832422496731,dnaK,molecular chaperone DnaK,"Post-translational modification, protein turnover, and chaperones",Op2473,,
PN96_RS10375,0.1165009437441006,dnaJ,molecular chaperone DnaJ,"Post-translational modification, protein turnover, and chaperones",Op2473,,
PN96_RS10900,0.1103659698034094,clpB,ATP-dependent chaperone ClpB,"Post-translational modification, protein turnover, and chaperones",Op2535,,
PN96_RS14520,0.1103303225932933,PN96_RS14520,co-chaperone GroES,"Post-translational modification, protein turnover, and chaperones",Op2969,,
PN96_RS12195,0.0986745011388801,hslV,ATP-dependent protease subunit HslV,"Post-translational modification, protein turnover, and chaperones",Op2702,Crp,
PN96_RS08705,0.0965655321371344,PN96_RS08705,DUF1887 family protein,Function unknown,Op2253,,
PN96_RS12200,0.0941131850381091,hslU,HslU--HslV peptidase ATPase subunit,"Post-translational modification, protein turnover, and chaperones",Op2702,,
PN96_RS14625,0.0940472161891274,secB,protein-export chaperone SecB,"Intracellular trafficking, secretion, and vesicular transport",Op2984,Crp,
PN96_RS14525,0.0935393662440528,groL,chaperonin GroEL,"Post-translational modification, protein turnover, and chaperones",Op2970,,
PN96_RS06155,0.0932548274869371,PN96_RS06155,TerB family tellurite resistance protein,Function unknown,Op1558,,
PN96_RS10390,0.0931092781787792,grpE,nucleotide exchange factor GrpE,"Post-translational modification, protein turnover, and chaperones",Op2475,,
PN96_RS22840,0.0897168572495842,PN96_RS22840,DNA starvation/stationary phase protection protein,Inorganic ion transport and metabolism,Op2076,,
PN96_RS05195,0.083723495702247,PN96_RS05195,LLM class flavin-dependent oxidoreductase,Energy production and conversion,Op1285,,
PN96_RS12785,0.0836895157657503,PN96_RS12785,RNA-binding transcriptional accessory protein,Transcription,Op2771,,
PN96_RS09590,0.0778980304405527,PN96_RS09590,co-chaperone YbbN,"Post-translational modification, protein turnover, and chaperones",Op2394,,
PN96_RS04140,0.0775728777216222,ribA,GTP cyclohydrolase II,Nucleotide transport and metabolism,Op1044,Zur,
PN96_RS18000,0.0724430260058022,yghU,glutathione-dependent disulfide-bond oxidoreductase,"Post-translational modification, protein turnover, and chaperones",Op754,,
PN96_RS13220,0.0717134727086933,gorA,glutathione-disulfide reductase,Energy production and conversion,Op2822,,
PN96_RS00880,0.0714823421460796,rsmE,16S rRNA (uracil(1498)-N(3))-methyltransferase,"Translation, ribosomal structure and biogenesis",Op179,,
