locus,gene_weight,gene_name,gene_product,COG,operon,regulator,link
b0379,0.33985182280000004,yaiY,inner membrane protein,Function unknown,yaiY,"Lrp,Nac",https://ecocyc.org/gene?orgid=ECOLI&id=G6228
b1110,0.2852993801,ycfJ,PF05433 family protein YcfJ,Function unknown,ycfJ,Lrp,https://ecocyc.org/gene?orgid=ECOLI&id=EG12444
b2390,0.2731046629,ypeC,DUF2502 domain-containing protein YpeC,Function unknown,ypeC,,https://ecocyc.org/gene?orgid=ECOLI&id=G7252
b1283,0.24237010990000002,osmB,osmotically-inducible lipoprotein OsmB,Cell wall/membrane/envelope biogenesis,osmB,"RpoD,RcsB,omrA,RpoS,Nac,ppGpp",https://ecocyc.org/gene?orgid=ECOLI&id=EG10679
b2466,0.2005011749,ypfG,DUF1176 domain-containing protein YpfG,Function unknown,ypfG,,https://ecocyc.org/gene?orgid=ECOLI&id=G7295
b1379,0.1839982206,hslJ,lipoprotein implicated in Novobiocin resistance,"Post-translational modification, protein turnover,and chaperones",hslJ,"RpoD,CysB",https://ecocyc.org/gene?orgid=ECOLI&id=G6702
b2671,0.1724418376,ygaC,protein YgaC,Function unknown,ygaC,"Fur,Nac",https://ecocyc.org/gene?orgid=ECOLI&id=EG12201
b1639,0.17003561550000001,mliC,inhibitor of c-type lysozyme%2C putative lipoprotein,Function unknown,mliC,,https://ecocyc.org/gene?orgid=ECOLI&id=EG11488
b1951,0.1623448669,rcsA,DNA-binding transcriptional activator RcsA,Transcription,rcsA,"RpoD,H-NS,RcsAB,GadE,Nac",https://ecocyc.org/gene?orgid=ECOLI&id=EG10820
b4487,0.1494621759,yjdP,protein YjdP,No COG annotation,yjdP,GlaR,https://ecocyc.org/gene?orgid=ECOLI&id=G0-9541
b0220,0.1342192193,ivy,periplasmic chaperone%2C inhibitor of vertebrate C-type lysozyme,"Post-translational modification, protein turnover,and chaperones",ivy,"ppGpp,Nac",https://ecocyc.org/gene?orgid=ECOLI&id=G6104
b0412,0.1315561359,yajI,putative lipoprotein YajI,Cell wall/membrane/envelope biogenesis,yajI,YfeC,https://ecocyc.org/gene?orgid=ECOLI&id=EG12874
b1481,0.12952107770000001,bdm,biofilm-dependent modulation protein,Function unknown,bdm-sra,RcsB,https://ecocyc.org/gene?orgid=ECOLI&id=G6776
b0005,0.1099475075,yaaX,DUF2502 domain-containing protein YaaX,Function unknown,yaaX,Lrp,https://ecocyc.org/gene?orgid=ECOLI&id=G6081
b2936,0.1080225043,loiP,metalloprotease LoiP,"Post-translational modification, protein turnover,and chaperones",loiP,"RpoD,ryhB",https://ecocyc.org/gene?orgid=ECOLI&id=EG11291
b2833,0.1047154821,ygdR,DUF903 domain-containing lipoprotein YgdR,Function unknown,ygdR,Nac,https://ecocyc.org/gene?orgid=ECOLI&id=G7461
b4553,0.09846799190000001,ysaB,putative lipoprotein YsaB,Function unknown,ysaB,,https://ecocyc.org/gene?orgid=ECOLI&id=G0-10467
b2086,0.0979133205,yegS,lipid kinase,Nucleotide transport and metabolism,yegS,ppGpp,https://ecocyc.org/gene?orgid=ECOLI&id=G7123
b3153,0.09241393020000001,yhbO,protein/nucleic acid deglycase 2,Function unknown,yhbO,ppGpp,https://ecocyc.org/gene?orgid=ECOLI&id=G7647
b3552,0.08490238700000001,yiaD,PF13488 family lipoprotein YiaD,Cell wall/membrane/envelope biogenesis,yiaD,Nac,https://ecocyc.org/gene?orgid=ECOLI&id=EG12271
b1172,0.0845163984,ymgG,PF13488 family protein YmgG,Function unknown,ymgGD,gcvB,https://ecocyc.org/gene?orgid=ECOLI&id=G6612
b1536,0.0790638503,ydeI,BOF family protein YdeI,Function unknown,ydeI,"RpoD,RcdA",https://ecocyc.org/gene?orgid=ECOLI&id=EG11644
