locus,gene_weight,gene_name,gene_product,cog,operon,regulator,link
b2971,0.27245979,yghG,lipoprotein YghG,Cell wall/membrane/envelope biogenesis,yghG,Nac,https://ecocyc.org/gene?orgid=ECOLI&id=G7538
b2970,0.2114326604,yghF,putative type II secretion system C-type protein,"Intracellular trafficking, secretion, and vesicular transport",yghF,"YdcN,RpoE",https://ecocyc.org/gene?orgid=ECOLI&id=G7537
b4466,0.1874713019,yghJ,putative lipoprotein YghJ,Cell wall/membrane/envelope biogenesis,yghJ,,https://ecocyc.org/gene?orgid=ECOLI&id=G7541
b2369,0.1869014966,evgA,DNA-binding transcriptional activator EvgA,Transcription,evgAS,"RpoD,RpoS,EvgA,H-NS,Nac",https://ecocyc.org/gene?orgid=ECOLI&id=EG11609
b2972,0.16411260400000002,pppA,prepilin peptidase,Cell motility,pppA,,https://ecocyc.org/gene?orgid=ECOLI&id=G7539
b2370,0.103908653,evgS,sensory histidine kinase EvgS,Signal transduction mechanisms,evgAS,"RpoD,RpoS,ppGpp,EvgA,H-NS",https://ecocyc.org/gene?orgid=ECOLI&id=EG11610
b2683,0.1021889393,ygaH,L-valine exporter subunit YgaH,Function unknown,ygaZH,,https://ecocyc.org/gene?orgid=ECOLI&id=G7406
b1675,0.0996655308,fumD,fumarase D,Function unknown,fumD,Nac,https://ecocyc.org/gene?orgid=ECOLI&id=G6903
b1902,0.0955873762,ftnB,putative ferritin-like protein,Inorganic ion transport and metabolism,ftnB,"RpoD,RpoE,CpxR,ppGpp,Nac",https://ecocyc.org/gene?orgid=ECOLI&id=G7033
b2250,0.0924639025,yfaZ,putative porin YfaZ,Function unknown,yfaZ,ppGpp,https://ecocyc.org/gene?orgid=ECOLI&id=G7163
b0834,0.0902592348,dgcI,putative diguanylate cyclase DgcI,Signal transduction mechanisms,pdeI-dgcI,CsrA,https://ecocyc.org/gene?orgid=ECOLI&id=G6434
b2684,0.08986114270000001,mprA,DNA-binding transcriptional repressor MprA,Transcription,mprA-emrAB,"RpoD,MprA,Putrescine",https://ecocyc.org/gene?orgid=ECOLI&id=EG10603
b0833,0.08570985390000001,pdeI,putative c-di-GMP phosphodiesterase PdeI,Signal transduction mechanisms,pdeI-dgcI,CsrA,https://ecocyc.org/gene?orgid=ECOLI&id=G6433
b2969,0.08356327150000001,yghE,putative type II secretion system L-type protein,"Intracellular trafficking, secretion, and vesicular transport",yghED,,https://ecocyc.org/gene?orgid=ECOLI&id=G7536
b4491,0.0721634361,ycgH,putative transporter component%2C N-terminal fragment,Cell wall/membrane/envelope biogenesis,,,https://ecocyc.org/gene?orgid=ECOLI&id=G6609
b4342,0.0672137181,yjiT,putative uncharacterized protein YjiT,"Cell cycle control, cell division, chromosome partitioning",yjiT,"YciT,YafC,YiaU,RpoH",https://ecocyc.org/gene?orgid=ECOLI&id=G7938
b2889,-0.0676796871,idi,isopentenyl-diphosphate Delta-isomerase,Lipid transport and metabolism,idi,,https://ecocyc.org/gene?orgid=ECOLI&id=G7508
b1494,-0.0696201105,pqqL,putative zinc peptidase,Function unknown,pqqL,"YfeC,oxyS",https://ecocyc.org/gene?orgid=ECOLI&id=EG11744
b3050,-0.0741308799,yqiJ,putative inner membrane protein,"Post-translational modification, protein turnover,and chaperones",yqiJK,,https://ecocyc.org/gene?orgid=ECOLI&id=G7588
b1532,-0.07846175080000001,marB,multiple antibiotic resistance protein,Function unknown,,"RpoD,Cra,Crp,CpxR,AcrR,MarA,Rob,Fis,SoxS,MarR",https://ecocyc.org/gene?orgid=ECOLI&id=EG11599
b1496,-0.0808616191,yddA,ABC transporter family protein YddA,Inorganic ion transport and metabolism,yddAB,,https://ecocyc.org/gene?orgid=ECOLI&id=EG11742
b1959,-0.0881522279,yedA,putative transporter YedA,Amino acid transport and metabolism,yedA,,https://ecocyc.org/gene?orgid=ECOLI&id=EG11141
b1495,-0.0895866423,yddB,putative TonB-dependent receptor,Inorganic ion transport and metabolism,yddAB,,https://ecocyc.org/gene?orgid=ECOLI&id=EG11743
b1828,-0.0923708454,yebQ,putative transporter YebQ,Amino acid transport and metabolism,yebQ,"ppGpp,Nac",https://ecocyc.org/gene?orgid=ECOLI&id=G7004
b0479,-0.0925028375,fsr,fosmidomycin efflux pump,Inorganic ion transport and metabolism,fsr,,https://ecocyc.org/gene?orgid=ECOLI&id=G6256
b2681,-0.10636669650000001,ygaY,putative transporter YgaY%2C N-terminal fragment,Amino acid transport and metabolism,,,https://ecocyc.org/gene?orgid=ECOLI&id=G7403
b4331,-0.11525584700000001,kptA,RNA 2'-phosphotransferase,"Translation, ribosomal structure and biogenesis",kptA,ppGpp,https://ecocyc.org/gene?orgid=ECOLI&id=G7928
b3151,-0.1356485614,yraQ,permease family protein YraQ,Function unknown,yraQ,"ppGpp,ArgR",https://ecocyc.org/gene?orgid=ECOLI&id=G7645
b1761,-0.1445584842,gdhA,glutamate dehydrogenase,Amino acid transport and metabolism,gdhA,"RpoD,YeiE,gcvB,Crp,Nac,Fur,Fnr,ArgP,ppGpp,Lrp,GlaR,spf",https://ecocyc.org/gene?orgid=ECOLI&id=EG10372
b2012,-0.1956886385,yeeD,putative sulfurtransferase YeeD,"Post-translational modification, protein turnover,and chaperones",yeeED,,https://ecocyc.org/gene?orgid=ECOLI&id=EG11894
b2013,-0.2004250326,yeeE,inner membrane protein YeeE,Function unknown,yeeED,Lrp,https://ecocyc.org/gene?orgid=ECOLI&id=EG11895
