locus,gene_weight,gene_name,gene_product,cog,regulator,link
PSPTO_RS25995,0.12186951500000001,PSPTO_RS25995,immunity protein Imm5,No COG annotation,,
PSPTO_2739,0.1092653288,PSPTO_2739,isovaleryl-CoA dehydrogenase,Energy production and conversion,PSPTO_2743,
PSPTOB0024,0.09878021960000001,PSPTOB0024,recombinase family protein,"Replication, recombination and repair",,
PSPTOA0021,0.0944302395,PSPTOA0021,recombinase family protein,"Replication, recombination and repair",,
PSPTO_2738,0.0822060685,PSPTO_2738,methylcrotonoyl-CoA carboxylase,Lipid transport and metabolism,PSPTO_2743,
PSPTO_0531,0.07658121,virB5,P-type DNA transfer protein VirB5,"Intracellular trafficking, secretion, and vesicular transport",,
PSPTO_3749,0.0761834832,PSPTO_3749,MarR family transcriptional regulator,Transcription,,
PSPTO_0532,0.0749507999,PSPTO_0532,EexN family lipoprotein,No COG annotation,,
PSPTO_0298,0.0748531456,PSPTO_0298,recombinase family protein,"Replication, recombination and repair",,
PSPTO_2319,0.0731939388,PSPTO_2319,recombinase family protein,"Replication, recombination and repair",,
PSPTO_2400,0.0725874095,rbsC-2,ABC transporter permease,Inorganic ion transport and metabolism,,
PSPTOB0035,0.071997103,PSPTOB0035,CopG family transcriptional regulator,No COG annotation,,
PSPTOA0028,0.0709833042,PSPTOA0028,CopG family transcriptional regulator,No COG annotation,,
PSPTO_RS24530,0.07064907940000001,hrpB,ATP-dependent helicase HrpB,"Replication, recombination and repair",,
PSPTO_3617,0.0702660491,PSPTO_3617,winged helix DNA-binding protein,Transcription,,
PSPTO_0585,0.0702152874,PSPTO_0585,hypothetical protein,No COG annotation,,
PSPTO_RS02775,0.0686815917,PSPTO_RS02775,hypothetical protein,No COG annotation,,
PSPTO_2401,0.06858854460000001,PSPTO_2401,transketolase,Carbohydrate transport and metabolism,,
PSPTO_5025,0.0685563973,PSPTO_5025,hypothetical protein,No COG annotation,,
PSPTO_5528,0.06651326810000001,PSPTO_5528,N-acetylmuramoyl-L-alanine amidase,Cell wall/membrane/envelope biogenesis,,
PSPTO_RS25695,0.06417054400000001,PSPTO_RS25695,helix-turn-helix domain-containing protein,No COG annotation,,
PSPTO_2904,0.0633541172,vanA,aromatic ring-hydroxylating dioxygenase subunit alpha,Inorganic ion transport and metabolism,VanR,
PSPTO_2076,0.0605110629,PSPTO_2076,hypothetical protein,No COG annotation,,
PSPTO_3618,0.0590608356,PSPTO_3618,FUSC family protein,Function unknown,,
PSPTO_5632,0.0574433648,PSPTO_5632,ClbS/DfsB family four-helix bundle protein,No COG annotation,,
PSPTO_2737,0.0573462096,PSPTO_2737,gamma-carboxygeranoyl-CoA hydratase,Lipid transport and metabolism,PSPTO_2743,
PSPTO_RS21700,0.0558268707,PSPTO_RS21700,hypothetical protein,No COG annotation,,
PSPTO_2426,0.053162939900000004,PSPTO_2426,IS5-like element ISPssy family transposase,"Replication, recombination and repair",,
PSPTO_0097,0.0530676522,PSPTO_0097,DUF1127 domain-containing protein,Function unknown,PSPTO_0096,
PSPTO_3748,0.052657199,PSPTO_3748,HlyD family efflux transporter periplasmic adaptor subunit,Defense mechanisms,,
PSPTO_RS14605,0.0525883882,PSPTO_RS14605,DAK2 domain-containing protein,Function unknown,,
PSPTO_0477,0.0522132919,PSPTO_0477,hypothetical protein,No COG annotation,,
PSPTOB0025,0.0511331963,PSPTOB0025,type II toxin-antitoxin system RelE/ParE family toxin,Function unknown,,
PSPTO_RS11155,0.0502501308,PSPTO_RS11155,DUF1534 domain-containing protein,No COG annotation,,
PSPTO_5267,0.0500003406,PSPTO_5267,transcriptional repressor,Transcription,PSPTO_5267,
PSPTO_3017,0.0491662368,PSPTO_3017,LacI family DNA-binding transcriptional regulator,Transcription,,
PSPTO_2078,0.0491136205,PSPTO_2078,hypothetical protein,No COG annotation,,
PSPTO_2829,0.048397860300000005,syfA,non-ribosomal peptide synthetase,"Secondary metabolites biosynthesis, transport, and catabolism",,
PSPTOB0020,0.0483490483,PSPTOB0020,hypothetical protein,No COG annotation,,
PSPTO_RS16010,0.0481819787,PSPTO_RS16010,hypothetical protein,Cell wall/membrane/envelope biogenesis,,
PSPTO_4691,0.0479245882,hopAD1,effector protein hopAD1,"Secondary metabolites biosynthesis, transport, and catabolism",,
PSPTO_1886,0.0478854755,sdaA,L-serine ammonia-lyase,Amino acid transport and metabolism,,
PSPTO_3077,0.0473605691,PSPTO_3077,alkene reductase,Energy production and conversion,,
PSPTO_3110,0.0469761841,PSPTO_3110,DNA-binding protein,Function unknown,,
PSPTO_0050,0.0467180145,tcmP,three-Cys-motif partner protein TcmP,No COG annotation,,
PSPTOB0043,0.0465944946,PSPTOB0043,MFS transporter,Amino acid transport and metabolism,PSPTOA0035,
PSPTO_RS23775,0.0465708668,PSPTO_RS23775,hypothetical protein,Function unknown,,
PSPTOB0070,0.0462754828,PSPTOB0070,hypothetical protein,No COG annotation,,
PSPTO_2402,0.0453547885,PSPTO_2402,transketolase,Carbohydrate transport and metabolism,,
PSPTO_RS24930,0.0449194672,PSPTO_RS24930,hypothetical protein,No COG annotation,,
PSPTO_2057,0.044894596700000004,PSPTO_2057,ribonuclease E inhibitor RraB,Function unknown,,
PSPTO_0024,0.0448733413,PSPTO_0024,hypothetical protein,No COG annotation,,
PSPTO_2905,0.044458426100000004,vanB,oxidoreductase,Energy production and conversion,VanR,
PSPTO_2828,0.0438646212,syrR,helix-turn-helix transcriptional regulator,Transcription,,
