locus,gene_weight,gene_name,gene_product,cog,operon,regulator,link
b4060,0.244550914,yjcB,uncharacterized protein YjcB,Function unknown,yjcB,"SoxR,Nac",https://ecocyc.org/gene?orgid=ECOLI&id=EG11937
b4030,0.22955230570000001,psiE,putative phosphate starvation-inducible protein,Function unknown,psiE,"RpoD,Crp,ppGpp,PhoB",https://ecocyc.org/gene?orgid=ECOLI&id=EG11209
b0124,0.2060534014,gcd,quinoprotein glucose dehydrogenase,Carbohydrate transport and metabolism,gcd,"RpoD,Crp,IHF",https://ecocyc.org/gene?orgid=ECOLI&id=EG10369
b1963,0.20213696690000002,yedR,putative inner membrane protein,No COG annotation,yedRJ,,https://ecocyc.org/gene?orgid=ECOLI&id=G7051
b1528,0.1820736201,ydeA,L-arabinose exporter,Amino acid transport and metabolism,ydeA,ArcA,https://ecocyc.org/gene?orgid=ECOLI&id=EG11636
b4111,0.1770749961,proP,osmolyte:H(+) symporter ProP,Amino acid transport and metabolism,proP,"RpoD,YidZ,YebK,YhjC,YedW,RpoS,Crp,Fis,Lrp",https://ecocyc.org/gene?orgid=ECOLI&id=EG11612
b1520,0.17161176620000002,yneE,conserved inner membrane protein YneE,Function unknown,yneE,,https://ecocyc.org/gene?orgid=ECOLI&id=G6807
b0802,0.1391120157,ybiJ,DUF1471 domain-containing protein YbiJ,Function unknown,ybiJ,"YhaJ,Lrp",https://ecocyc.org/gene?orgid=ECOLI&id=EG12422
b3238,0.1340529412,yhcN,DUF1471 domain-containing stress-induced protein YhcN,Function unknown,yhcN,"ppGpp,Lrp",https://ecocyc.org/gene?orgid=ECOLI&id=G7683
b1112,0.1321169419,bhsA,DUF1471 domain-containing multiple stress resistance outer membrane protein BhsA,Cell wall/membrane/envelope biogenesis,bhsA,"RpoD,RpoE,Crp,ComR",https://ecocyc.org/gene?orgid=ECOLI&id=G6570
b2924,0.1291336488,mscS,small conductance mechanosensitive channel MscS,Cell wall/membrane/envelope biogenesis,mscS,Lrp,https://ecocyc.org/gene?orgid=ECOLI&id=EG11160
b0797,0.1174595219,rhlE,ATP-dependent RNA helicase RhlE,Nucleotide transport and metabolism,rhlE,"ppGpp,CecR",https://ecocyc.org/gene?orgid=ECOLI&id=EG11235
b2597,0.1133888141,raiA,stationary phase translation inhibitor and ribosome stability factor,"Translation, ribosomal structure and biogenesis",raiA,"RpoH,Crp,ppGpp",https://ecocyc.org/gene?orgid=ECOLI&id=EG11151
b1685,0.110354198,ydiH,protein YdiH,Function unknown,ydiJ-menI-ydiH,,https://ecocyc.org/gene?orgid=ECOLI&id=G6911
b0822,0.10014131100000001,ybiV,sugar phosphatase,Function unknown,ybiV,YciT,https://ecocyc.org/gene?orgid=ECOLI&id=G6425
b3662,0.0909755601,nepI,purine ribonucleoside exporter,Amino acid transport and metabolism,nepI,SoxS,https://ecocyc.org/gene?orgid=ECOLI&id=EG11689
b1657,0.0868748289,ydhP,putative transporter YdhP,Amino acid transport and metabolism,ydhP,,https://ecocyc.org/gene?orgid=ECOLI&id=G6893
b1962,0.083324833,yedJ,putative HD superfamily phosphohydrolase YedJ,Function unknown,yedRJ,,https://ecocyc.org/gene?orgid=ECOLI&id=EG12710
b0898,0.080765826,ycaD,putative transporter YcaD,Amino acid transport and metabolism,ycaD,"ppGpp,Nac",https://ecocyc.org/gene?orgid=ECOLI&id=EG11242
b0453,0.07841013620000001,ybaY,PF09619 family lipoprotein YbaY,Function unknown,ybaY,oxyS,https://ecocyc.org/gene?orgid=ECOLI&id=G6250
b3364,0.0783344099,tsgA,putative transporter TsgA,Carbohydrate transport and metabolism,tsgA,"NsrR,ppGpp,OmpR",https://ecocyc.org/gene?orgid=ECOLI&id=EG11262
b0411,0.0730847634,tsx,nucleoside-specific channel-forming protein Tsx,Cell wall/membrane/envelope biogenesis,tsx,"RpoD,YeiE,DeoR,Crp,ppGpp,CytR,micA,rybB",https://ecocyc.org/gene?orgid=ECOLI&id=EG11035
b1704,0.0659932196,aroH,3-deoxy-7-phosphoheptulonate synthase%2C Trp-sensitive,Amino acid transport and metabolism,aroH,"RpoD,YeiE,TrpR",https://ecocyc.org/gene?orgid=ECOLI&id=EG10080
b2509,0.0630604351,xseA,exodeoxyribonuclease VII subunit XseA,"Replication, recombination and repair",xseA,"RpoD,YqhC,YebK,MarA,Crp",https://ecocyc.org/gene?orgid=ECOLI&id=EG11072
b2508,0.0610527334,guaB,inosine 5'-monophosphate dehydrogenase,Nucleotide transport and metabolism,guaBA,"PurR,RpoD,Crp,DnaA,Fis",https://ecocyc.org/gene?orgid=ECOLI&id=EG10421
b3806,0.0592367533,cyaA,adenylate cyclase,Nucleotide transport and metabolism,cyaA,"RpoD,YcjW,YfeD,Crp",https://ecocyc.org/gene?orgid=ECOLI&id=EG10170
