locus,gene_weight,gene_name,gene_product,cog,regulator,link
STM1539,0.22126667930000002,STM1539,putative hydrogenase-1 small subunit,Energy production and conversion,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM1539
STM1538,0.1878567957,STM1538,putative hydrogenase-1 large subunit,Energy production and conversion,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM1538
STM1540,0.1751240945,STM1540,putative hydrolase,Cell wall/membrane/envelope biogenesis,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM1540
STM1534,0.1590265083,STM1534,putative hydrogenase,Function unknown,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM1534
STM3761,0.1587515636,slsA,putative inner membrane protein,"Secondary metabolites biosynthesis, transport, and catabolism",,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM3761
STM1535,0.1530680309,STM1535,putative hydrogenase protein,"Post-translational modification, protein turnover,and chaperones",,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM1535
STM1537,0.1503783088,STM1537,putative Ni/Fe-hydrogenase 1 b-type cytochrome subunit,Energy production and conversion,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM1537
STM1536,0.1467733253,STM1536,putative hydrogenase maturation protease,Amino acid transport and metabolism,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM1536
STM1533,0.1348406033,STM1533,putative hydrogenase,Energy production and conversion,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM1533
STM1531,0.11495116500000001,STM1531,putative hydrogenase,Energy production and conversion,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM1531
STM1532,0.1143328108,STM1532,putative dehydrogenase protein,Energy production and conversion,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM1532
STM1585,0.11306806820000001,STM1585,putative outer membrane lipoprotein,Cell wall/membrane/envelope biogenesis,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM1585
STM0999,-0.12670989430000001,ompF,outer membrane protein 1a (ia%3Bb%3Bf)%2C porin,Cell wall/membrane/envelope biogenesis,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM0999
