locus,gene_weight,gene_name,gene_product,cog,regulator,fur,link
STM2773,0.3407983009,iroB,putative glycosyl transferase,Energy production and conversion,,False,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM2773
STM2777,0.2627347402,iroN,TonB-dependent siderophore receptor protein,Cell wall/membrane/envelope biogenesis,,False,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM2777
STM2774,0.2543822483,iroC,putative ATP binding cassette (ABC) transporter,Defense mechanisms,,False,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM2774
STM2775,0.2059802373,iroD,enterochelin esterase-like protein (Fes),Inorganic ion transport and metabolism,,False,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM2775
STM2776,0.1773704983,iroE,putative hydrolase of the alpha/beta superfamily,Function unknown,,False,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM2776
STM4552,0.1744574408,STM4552,putative inner membrane protein,Function unknown,"fnr,fur,nac,oxyR,rpoD",True,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM4552
STM2864,0.14230486750000002,sitD,fur regulated Salmonella iron transporter,Inorganic ion transport and metabolism,,False,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM2864
STM2863,0.1405831763,sitC,fur regulated Salmonella iron transporter,Inorganic ion transport and metabolism,,False,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM2863
STM2861,0.1315718334,sitA,fur regulated Salmonella iron transporter,Inorganic ion transport and metabolism,,False,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM2861
STM2862,0.1268138292,sitB,fur regulated Salmonella iron transporter,Inorganic ion transport and metabolism,,False,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM2862
STM2805,0.10970126370000001,nrdH,glutaredoxin-like protein,"Post-translational modification, protein turnover,and chaperones","cra,fur,iscR,nrdR,rpoD",True,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM2805
STM2806,0.10659879030000001,nrdI,stimulates ribonucleotide reduction,Nucleotide transport and metabolism,"cra,fur,iscR,nrdR,rpoD",True,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM2806
STM2807,0.1039011492,nrdE,ribonucleoside diphosphate reductase 2%2C alpha subunit,Nucleotide transport and metabolism,"cra,fur,iscR,nrdR,rpoD",True,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM2807
STM2808,0.0943814939,nrdF,ribonucleoside-diphosphate reductase 2%2C beta subunit,Nucleotide transport and metabolism,"cra,fur,iscR,nrdR,rpoD",True,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM2808
STM2408,0.09365521880000001,mntH,manganese/divalent cation transport protein,Inorganic ion transport and metabolism,"arcA,crp,fur,mntR,nac,oxyR,rpoD",True,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM2408
STM1204,0.0802369124,fhuE,outer membrane receptor for Fe(III)-coprogen,Inorganic ion transport and metabolism,fur,True,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM1204
STM1371,0.0681656934,sufC,putative transport protein,"Post-translational modification, protein turnover,and chaperones","fur,ihf,iscR,nsrR,oxyR,rpoD",True,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM1371
STM1431,-0.0850836632,sodB,iron superoxide dismutase,Energy production and conversion,"crp,ihf,nsrR,rpoD",False,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM1431
