locus,gene_weight,gene_name,gene_product,cog,regulator,link
b1557,0.2793887748489352,cspB,Qin prophage%3B cold shock-like protein CspB,Transcription,ZraR,https://ecocyc.org/gene?orgid=ECOLI&id=EG12203
b0990,0.2735974241618097,cspG,cold shock protein CspG,Transcription,,https://ecocyc.org/gene?orgid=ECOLI&id=G6511
b4723,0.2540294178284247,ymcF,protein YmcF,No COG annotation,,https://ecocyc.org/gene?orgid=ECOLI&id=G0-16688
b1552,0.2328070220414878,cspI,Qin prophage%3B cold shock protein CspI,Transcription,"Fis,BasR",https://ecocyc.org/gene?orgid=ECOLI&id=G6825
b4724,0.1989529118651607,ynfQ,Qin prophage%3B protein YnfQ,No COG annotation,,https://ecocyc.org/gene?orgid=ECOLI&id=G0-16689
b4744,0.1843733821753737,ynaM,Rac prophage%3B protein YnaM,No COG annotation,,https://ecocyc.org/gene?orgid=ECOLI&id=G0-16738
b1375,0.179359062620931,ynaE,Rac prophage%3B uncharacterized protein YnaE,Transcription,"YdcR,GlaR",https://ecocyc.org/gene?orgid=ECOLI&id=G6698
b1551,0.1590811395864652,ynfN,Qin prophage%3B protein YnfN,No COG annotation,,https://ecocyc.org/gene?orgid=ECOLI&id=G6824
b1558,0.1477551310842715,cspF,Qin prophage%3B cold shock protein CspF,Transcription,ppGpp,https://ecocyc.org/gene?orgid=ECOLI&id=EG12205
b3556,0.1433972912385188,cspA,cold shock protein CspA,Transcription,"RpoD,YdcN,YdhB,YdiP,YiaU,ppGpp,Fis,H-NS",https://ecocyc.org/gene?orgid=ECOLI&id=EG10166
b0989,0.1403143581800389,cspH,CspA family protein CspH,Transcription,,https://ecocyc.org/gene?orgid=ECOLI&id=G6510
b2378,0.1281621095013875,lpxP,palmitoleoyl acyltransferase,Cell wall/membrane/envelope biogenesis,"RpoE,ppGpp",https://ecocyc.org/gene?orgid=ECOLI&id=G7241
b4748,0.1107820168533284,ynfT,Qin prophage%3B protein YnfT,No COG annotation,,https://ecocyc.org/gene?orgid=ECOLI&id=G0-16742
b1374,0.0810821177290869,pinR,Rac prophage%3B putative site-specific recombinase,"Replication, recombination and repair",Nac,https://ecocyc.org/gene?orgid=ECOLI&id=G6697
b2669,-0.0857843951890643,stpA,DNA-binding transcriptional repressor StpA with RNA chaperone activity,Transcription,"RpoD,StpA,Lrp,H-NS,ArgR",https://ecocyc.org/gene?orgid=ECOLI&id=EG11554
