locus,gene_weight,gene_name,old_locus_tag,gene_product,cog,regulator,link
PA2503,0.10590946400000001,PA2503,,hypothetical protein,No COG annotation,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2503&e1=1&assembly=complete
PA3414,0.105198,PA3414,,hypothetical protein,No COG annotation,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA3414&e1=1&assembly=complete
PA1861,0.097766133,modC,,molybdenum ABC transporter ATP-binding protein ModC,Inorganic ion transport and metabolism,"ModE,ModR",https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA1861&e1=1&assembly=complete
PA1878,0.092636148,PA1878,,hypothetical protein,Function unknown,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA1878&e1=1&assembly=complete
PA4018,0.088342296,PA4018,,hypothetical protein,Function unknown,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4018&e1=1&assembly=complete
PA1735,0.0880648,PA1735,,hypothetical protein,Function unknown,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA1735&e1=1&assembly=complete
PA2246,0.081233789,bkdR,,Bkd operon transcriptional regulator BkdR,Transcription,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2246&e1=1&assembly=complete
PA0787,0.079880065,PA0787,,hypothetical protein,Function unknown,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0787&e1=1&assembly=complete
PA1886,0.07748608700000001,polB,,DNA polymerase II,"Replication, recombination and repair",,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA1886&e1=1&assembly=complete
PA0051,0.076253182,phzH,,phenazine-modifying protein,Amino acid transport and metabolism,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0051&e1=1&assembly=complete
PA3298,0.075393372,PA3298,,hypothetical protein,No COG annotation,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA3298&e1=1&assembly=complete
PA4323,0.07456449200000001,PA4323,,hypothetical protein,Function unknown,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4323&e1=1&assembly=complete
PA4609,0.073929355,radA,,DNA repair protein RadA,"Post-translational modification, protein turnover,and chaperones",,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4609&e1=1&assembly=complete
PA3312,0.072674634,PA3312,,3-hydroxyisobutyrate dehydrogenase,Lipid transport and metabolism,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA3312&e1=1&assembly=complete
