locus,gene_weight,gene_name,gene_product,cog,regulator,link
PA1747,0.1744021635,PA1747,hypothetical protein,No COG annotation,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA1747&e1=1&assembly=complete
PA4351,0.1534918446,PA4351,acyltransferase,Lipid transport and metabolism,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4351&e1=1&assembly=complete
PA3573,0.1365463677,PA3573,major facilitator superfamily transporter,Amino acid transport and metabolism,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA3573&e1=1&assembly=complete
PA4350,0.1365410988,PA4350,hypothetical protein,Function unknown,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4350&e1=1&assembly=complete
PA0199,0.1322217742,exbD1,biopolymer transport protein ExbD,"Intracellular trafficking, secretion, and vesicular transport",,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0199&e1=1&assembly=complete
PA4128,0.1285534637,PA4128,2%2C4-dihydroxyhept-2-ene-1%2C7-dioic acid aldolase,Carbohydrate transport and metabolism,RsmA,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4128&e1=1&assembly=complete
PA1906,0.1245671267,PA1906,hypothetical protein,Nucleotide transport and metabolism,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA1906&e1=1&assembly=complete
PA2117,0.1191438164,PA2117,hypothetical protein,No COG annotation,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2117&e1=1&assembly=complete
PA3783,0.11200006130000001,PA3783,hypothetical protein,"Secondary metabolites biosynthesis, transport, and catabolism",,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA3783&e1=1&assembly=complete
PA4127,0.1044929173,hpcG,2-oxo-hepta-3-ene-1%2C7-dioic acid hydratase,"Secondary metabolites biosynthesis, transport, and catabolism",RsmA,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4127&e1=1&assembly=complete
PA1415,0.0988433102,PA1415,hypothetical protein,Function unknown,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA1415&e1=1&assembly=complete
PA1129,0.0986909334,PA1129,glutathione transferase FosA,Amino acid transport and metabolism,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA1129&e1=1&assembly=complete
PA1251,0.0950890322,PA1251,chemotaxis transducer,Cell motility,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA1251&e1=1&assembly=complete
PA4135,0.09412500530000001,PA4135,transcriptional regulator,Transcription,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4135&e1=1&assembly=complete
PA3310,0.0863333134,PA3310,hypothetical protein,Function unknown,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA3310&e1=1&assembly=complete
PA1907,0.0834314149,PA1907,hypothetical protein,Function unknown,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA1907&e1=1&assembly=complete
PA4126,0.0815188451,PA4126,major facilitator superfamily transporter,Carbohydrate transport and metabolism,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4126&e1=1&assembly=complete
PA0198,0.080084926,exbB1,transporter ExbB,"Intracellular trafficking, secretion, and vesicular transport",,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0198&e1=1&assembly=complete
PA5474,0.0785966896,PA5474,metalloprotease,Function unknown,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA5474&e1=1&assembly=complete
PA3288,0.0777696809,PA3288,hypothetical protein,"Secondary metabolites biosynthesis, transport, and catabolism",,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA3288&e1=1&assembly=complete
PA2563,0.077341304,PA2563,sulfate transporter,Inorganic ion transport and metabolism,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2563&e1=1&assembly=complete
PA4356,0.076353422,xenB,xenobiotic reductase,Energy production and conversion,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4356&e1=1&assembly=complete
PA0123,0.0737225202,PA0123,transcriptional regulator,Transcription,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0123&e1=1&assembly=complete
PA2759,0.0675822759,PA2759,hypothetical protein,No COG annotation,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2759&e1=1&assembly=complete
PA1872,0.0671354395,PA1872,hypothetical protein,Function unknown,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA1872&e1=1&assembly=complete
PA3780,0.0665165585,PA3780,hypothetical protein,Carbohydrate transport and metabolism,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA3780&e1=1&assembly=complete
PA2382,0.0664736958,lldA,L-lactate dehydrogenase,Energy production and conversion,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2382&e1=1&assembly=complete
PA3711,0.06624628710000001,PA3711,transcriptional regulator,Transcription,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA3711&e1=1&assembly=complete
PA0197,0.0655641669,tonB2,transporter TonB,Cell wall/membrane/envelope biogenesis,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0197&e1=1&assembly=complete
PA3788,0.0650459713,PA3788,hypothetical protein,Function unknown,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA3788&e1=1&assembly=complete
PA1015,0.0611925095,PA1015,transcriptional regulator,Transcription,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA1015&e1=1&assembly=complete
PA2145,0.0610864713,PA2145,hypothetical protein,No COG annotation,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2145&e1=1&assembly=complete
PA0272,0.0606497893,PA0272,transcriptional regulator,Transcription,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0272&e1=1&assembly=complete
PA4179,0.0597856141,PA4179,porin,Function unknown,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4179&e1=1&assembly=complete
PA0976,0.0582124926,PA0976,7-cyano-7-deazaguanine synthase,Nucleotide transport and metabolism,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0976&e1=1&assembly=complete
PA2125,0.057859219,PA2125,aldehyde dehydrogenase,Energy production and conversion,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2125&e1=1&assembly=complete
PA4355,0.0566012538,PA4355,major facilitator superfamily transporter,Amino acid transport and metabolism,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4355&e1=1&assembly=complete
PA4039,0.0564470559,PA4039,hypothetical protein,Cell motility,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4039&e1=1&assembly=complete
PA4473,0.0550561497,PA4473,hypothetical protein,Function unknown,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4473&e1=1&assembly=complete
PA5028,0.055003862300000005,PA5028,hypothetical protein,"Cell cycle control, cell division, chromosome partitioning",,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA5028&e1=1&assembly=complete
PA2589,0.0544456247,PA2589,hypothetical protein,Amino acid transport and metabolism,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2589&e1=1&assembly=complete
PA1674,0.0542460357,folE2,GTP cyclohydrolase I,Coenzyme transport and metabolism,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA1674&e1=1&assembly=complete
PA1833a,0.053631999900000005,PA1833a,alpha/beta hydrolase,Function unknown,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA1833a&e1=1&assembly=complete
PA2919,0.0527085855,PA2919,hypothetical protein,No COG annotation,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2919&e1=1&assembly=complete
PA2441,0.0516993187,PA2441,hypothetical protein,No COG annotation,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2441&e1=1&assembly=complete
PA2914,0.0508788867,PA2914,ABC transporter permease,Inorganic ion transport and metabolism,Cobalamin,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2914&e1=1&assembly=complete
PA0450,0.0507011205,PA0450,phosphate transporter,"Intracellular trafficking, secretion, and vesicular transport",,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0450&e1=1&assembly=complete
PA4191,0.050600711400000005,PA4191,iron/ascorbate oxidoreductase,Energy production and conversion,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4191&e1=1&assembly=complete
PA0203,0.0504595844,PA0203,ABC transporter,Amino acid transport and metabolism,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0203&e1=1&assembly=complete
PA1501,0.0498182993,PA1501,hypothetical protein,Carbohydrate transport and metabolism,PA1520,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA1501&e1=1&assembly=complete
PA1598,0.049413957200000004,PA1598,3-methyl-2-oxobutanoate hydroxymethyltransferase,Coenzyme transport and metabolism,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA1598&e1=1&assembly=complete
PA2274,0.0484290907,PA2274,hypothetical protein,No COG annotation,SoxR,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2274&e1=1&assembly=complete
PA5428,0.0482487189,PA5428,transcriptional regulator,Transcription,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA5428&e1=1&assembly=complete
PA5120,0.0480630207,PA5120,hypothetical protein,No COG annotation,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA5120&e1=1&assembly=complete
