locus,gene_weight,gene_name,gene_product,cog,operon,regulator,GlpP,link
BSU_09300,0.31026510034724986,glpD,sn-glycerol-3-phosphate oxidase (FAD-dependent),Energy production and conversion,Op718,"SigA,GlpP,CcpA,AbrB",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_09300
BSU_02140,0.2132095844749637,glpT,sn-glycerol-3-phosphate permease,Carbohydrate transport and metabolism,Op159,"SigA,GlpP,PhoP,CcpA",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_02140
BSU_09280,0.20806336980570664,glpF,glycerol permease,Carbohydrate transport and metabolism,Op717,"ResD,SigA,GlpP,CcpA,AbrB",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_09280
BSU_02130,0.20338435135432767,glpQA,secreted glycerophosphoryl diester phosphodiesterase,Energy production and conversion,Op159,"SigA,GlpP,PhoP,CcpA",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_02130
BSU_40120,0.16316682792310708,ptsJ,glucose phosphotransferase system enzyme IIA component,Carbohydrate transport and metabolism,Op3077,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_40120
BSU_09290,0.15818464250862466,glpK,glycerol kinase (sn-glycerol-3-phosphate generating),Energy production and conversion,Op717,"ResD,SigA,GlpP,CcpA,AbrB",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_09290
BSU_40110,0.1514814743428086,bglA,aryl-6-phospho-beta-glucosidase,Carbohydrate transport and metabolism,Op3077,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_40110
BSU_39270,0.12393997761732885,bglP,phosphotransferase system (PTS) beta-glucoside-specific enzyme IIBCA component,Carbohydrate transport and metabolism,Op3036,"SigA,CcpA,LicT",False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_39270
BSU_39260,0.10883393750371796,bglH,aryl-phospho-beta-d-glucosidase,Carbohydrate transport and metabolism,Op3036,"SigA,CcpA,LicT",False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_39260
BSU_38570,0.10715284802379804,licA,phosphotransferase system (PTS) lichenan-specific enzyme IIA component,Carbohydrate transport and metabolism,Op2986,"SigA,LicR,CcpA",False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_38570
BSU_12000,0.09296314615321633,manR,transcriptional DNA-binding activator,Carbohydrate transport and metabolism,Op936,"SigA,CcpA,ManR",False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_12000
BSU_38560,0.09133938574569248,licH,6-phospho-beta-glucosidase,Carbohydrate transport and metabolism,Op2986,"SigA,LicR,CcpA",False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_38560
BSU_17600,-0.09402271568185992,xylA,xylose isomerase,Carbohydrate transport and metabolism,Op1332,"SigA,XylR,CcpA",False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_17600
