locus,gene_weight,gene_name,gene_product,cog,regulator,link
PSPTO_RS29905,0.1959478982,PSPTO_RS29905,hypothetical protein,No COG annotation,,
PSPTO_0307,0.1910907538,oscA,sulfur starvation response protein OscA,Function unknown,,
PSPTO_5316,0.1847579855,PSPTO_5316,sulfonate ABC transporter substrate-binding protein,Inorganic ion transport and metabolism,,
PSPTO_5218,0.1794809293,PSPTO_5218,alpha/beta hydrolase,Function unknown,,
PSPTO_0308,0.1536057879,sbp,sulfate ABC transporter substrate-binding protein,Inorganic ion transport and metabolism,,
PSPTO_5315,0.1528682768,ssuC,aliphatic sulfonate ABC transporter permease SsuC,Inorganic ion transport and metabolism,,
PSPTO_5217,0.1343301341,PSPTO_5217,sigma-54-dependent Fis family transcriptional regulator,Transcription,,
PSPTO_3086,0.1330740174,PSPTO_3086,helix-turn-helix domain-containing protein,Transcription,,
PSPTO_5314,0.13055330510000002,ssuB,aliphatic sulfonates ABC transporter ATP-binding protein,Inorganic ion transport and metabolism,,
PSPTO_3466,0.1246204083,ssuD,FMNH2-dependent alkanesulfonate monooxygenase,Energy production and conversion,,
PSPTO_3467,0.1062074712,PSPTO_3467,sigma-54-dependent Fis family transcriptional regulator,Transcription,,
PSPTO_3077,0.105220059,PSPTO_3077,alkene reductase,Energy production and conversion,,
PSPTO_5313,0.1035056887,PSPTO_5313,TOBE domain-containing protein,Coenzyme transport and metabolism,,
PSPTO_2487,0.0958439874,PSPTO_2487,class II aldolase/adducin family protein,Carbohydrate transport and metabolism,,
PSPTO_0309,0.09496842550000001,cysT,sulfate ABC transporter permease subunit CysT,Inorganic ion transport and metabolism,,
PSPTO_5317,0.09078326810000001,PSPTO_5317,peroxiredoxin,"Post-translational modification, protein turnover,and chaperones",,
PSPTO_2481,0.08700296,tonB-2,energy transducer TonB,Cell wall/membrane/envelope biogenesis,,
PSPTO_5197,0.0826036794,PSPTO_5197,ABC transporter ATP-binding protein,Inorganic ion transport and metabolism,,
PSPTO_5198,0.0762255459,PSPTO_5198,TauD/TfdA family dioxygenase,"Secondary metabolites biosynthesis, transport, and catabolism",,
PSPTO_5216,0.073774501,PSPTO_5216,MetQ/NlpA family ABC transporter substrate-binding protein,Cell wall/membrane/envelope biogenesis,,
PSPTO_5184,0.0731569802,PSPTO_5184,SfnB family sulfur acquisition oxidoreductase,Lipid transport and metabolism,,
PSPTO_1793,0.0715524194,PSPTO_1793,cysteine dioxygenase,Energy production and conversion,,
PSPTO_3084,0.0714418127,PSPTO_3084,amino acid ABC transporter permease,Inorganic ion transport and metabolism,,
PSPTO_0310,0.0686224941,cysW,sulfate ABC transporter permease subunit CysW,Inorganic ion transport and metabolism,,
PSPTO_RS26690,0.06744156550000001,PSPTO_RS26690,DUF1534 domain-containing protein,No COG annotation,,
PSPTO_3085,0.06485178330000001,PSPTO_3085,amino acid ABC transporter permease,Inorganic ion transport and metabolism,,
PSPTO_4747,0.0603594431,PSPTO_4747,hypothetical protein,No COG annotation,,
PSPTO_2425,0.0603122857,PSPTO_2425,LLM class flavin-dependent oxidoreductase,Energy production and conversion,,
PSPTO_3094,0.0602770186,PSPTO_3094,DUF3574 domain-containing protein,Cell wall/membrane/envelope biogenesis,,
PSPTO_RS01210,0.057460752600000005,PSPTO_RS01210,hypothetical protein,No COG annotation,,
PSPTO_RS25355,0.0563127547,PSPTO_RS25355,hypothetical protein,No COG annotation,,
PSPTO_RS29930,0.0561833964,PSPTO_RS29930,hypothetical protein,No COG annotation,,
