locus,gene_weight,gene_name,gene_product,cog,regulator,link
b4252,0.36655270893504,tabA,DUF386 domain-containing toxin-antitoxin biofilm protein TabA,Carbohydrate transport and metabolism,ppGpp,https://ecocyc.org/gene?orgid=ECOLI&id=G7883
b0350,0.2912181608711027,mhpD,2-hydroxypentadienoate hydratase,"Secondary metabolites biosynthesis, transport, and catabolism","RpoD,Crp,MhpR",https://ecocyc.org/gene?orgid=ECOLI&id=M013
b4253,0.239127933121835,yjgL,protein YjgL,No COG annotation,ppGpp,https://ecocyc.org/gene?orgid=ECOLI&id=G7884
b0351,0.2188334919120316,mhpF,acetaldehyde dehydrogenase (acylating),"Secondary metabolites biosynthesis, transport, and catabolism","RpoD,Crp,MhpR",https://ecocyc.org/gene?orgid=ECOLI&id=M014
b0352,0.2020960990118511,mhpE,4-hydroxy-2-oxovalerate aldolase,Amino acid transport and metabolism,"RpoD,Crp,MhpR",https://ecocyc.org/gene?orgid=ECOLI&id=G6205
b0349,0.1971929519266879,mhpC,2-hydroxy-6-ketonona-2%2C4-dienedioate hydrolase,Function unknown,"RpoD,Crp,ppGpp,MhpR",https://ecocyc.org/gene?orgid=ECOLI&id=M012
b2899,0.1950879099555525,yqfA,hemolysin-III family protein,Function unknown,,https://ecocyc.org/gene?orgid=ECOLI&id=G7512
b2323,0.1315257127064143,fabB,beta-ketoacyl-[acyl carrier protein] synthase I,Lipid transport and metabolism,"RpoD,FadR,FabR",https://ecocyc.org/gene?orgid=ECOLI&id=EG10274
b2599,0.1228883021378387,pheA,fused chorismate mutase/prephenate dehydratase,Amino acid transport and metabolism,"RpoD,rydC",https://ecocyc.org/gene?orgid=ECOLI&id=EG10707
b0954,0.0733054881570522,fabA,beta-hydroxyacyl-acyl carrier protein dehydratase/isomerase,Lipid transport and metabolism,"RpoD,FadR,FabR",https://ecocyc.org/gene?orgid=ECOLI&id=EG10273
b1714,0.0700527120509346,pheS,phenylalanine--tRNA ligase subunit alpha,"Translation, ribosomal structure and biogenesis","NsrR,ppGpp,Phe-tRNA,DksA",https://ecocyc.org/gene?orgid=ECOLI&id=EG10709
b0221,0.0671706798592877,fadE,acyl-CoA dehydrogenase,Lipid transport and metabolism,"ArcA,ppGpp,FadR,OmpR",https://ecocyc.org/gene?orgid=ECOLI&id=G6105
b3907,0.0659169872988005,rhaT,rhamnose/lyxose:H(+) symporter,Amino acid transport and metabolism,"RpoD,Crp,ArcA,ppGpp,RhaS",https://ecocyc.org/gene?orgid=ECOLI&id=EG11313
b0353,0.0616419535777218,mhpT,3-hydroxyphenylpropionate/3-hydroxycinnamate:H(+) symporter,Inorganic ion transport and metabolism,"YidZ,RpoH,NsrR",https://ecocyc.org/gene?orgid=ECOLI&id=G6206
b1713,0.055110232093014,pheT,phenylalanine--tRNA ligase subunit beta,"Translation, ribosomal structure and biogenesis","NsrR,Phe-tRNA,DksA",https://ecocyc.org/gene?orgid=ECOLI&id=EG10710
b3903,-0.0707970037651706,rhaA,L-rhamnose isomerase,Carbohydrate transport and metabolism,"RpoD,Crp,RhaS",https://ecocyc.org/gene?orgid=ECOLI&id=EG11867
b3902,-0.0709580706711438,rhaD,rhamnulose-1-phosphate aldolase,Carbohydrate transport and metabolism,"RpoD,YeiE,RpoN,Crp,RhaS",https://ecocyc.org/gene?orgid=ECOLI&id=EG11866
b0557,-0.0755413649929017,borD,DLP12 prophage%3B prophage lipoprotein BorD,Function unknown,"PhoP,Lrp,Nac",https://ecocyc.org/gene?orgid=ECOLI&id=G6312
b3642,-0.0783391579777387,pyrE,orotate phosphoribosyltransferase,Nucleotide transport and metabolism,UTP,https://ecocyc.org/gene?orgid=ECOLI&id=EG10808
b4364,-0.0817176433576776,yjjP,putative succinate exporter YjjP,Function unknown,"H-NS,GlaR",https://ecocyc.org/gene?orgid=ECOLI&id=G7946
b4363,-0.1011141050909303,yjjB,putative succinate exporter YjjB,Function unknown,,https://ecocyc.org/gene?orgid=ECOLI&id=EG11215
b4350,-0.1024035101866891,hsdR,type I restriction enzyme EcoKI endonuclease component,"Replication, recombination and repair",ppGpp,https://ecocyc.org/gene?orgid=ECOLI&id=EG10459
b0344,-0.1311622548022902,lacZ,beta-galactosidase,Carbohydrate transport and metabolism,"RpoD,YidZ,Crp,MarA,H-NS,LacI",https://ecocyc.org/gene?orgid=ECOLI&id=EG10527
b0061,-0.1341987404748049,araD,L-ribulose-5-phosphate 4-epimerase AraD,Carbohydrate transport and metabolism,"RpoD,AraC,Crp",https://ecocyc.org/gene?orgid=ECOLI&id=EG10055
b0063,-0.1823032822835721,araB,ribulokinase,Nucleotide transport and metabolism,"RpoD,AraC,Crp",https://ecocyc.org/gene?orgid=ECOLI&id=EG10053
b0062,-0.2287745699901857,araA,L-arabinose isomerase,Carbohydrate transport and metabolism,"RpoD,AraC,Crp",https://ecocyc.org/gene?orgid=ECOLI&id=EG10052
