,name,x,y,cog,color,link
meta,start,0.4155416799,,,,
b0002,thrA,337,0.0027125742,Amino acid transport and metabolism,#ff0000,
b0003,thrB,2801,0.0101728046,Nucleotide transport and metabolism,#00bfbf,
b0004,thrC,3734,0.0100929899,Amino acid transport and metabolism,#ff0000,
b0005,yaaX,5234,-0.0056401863,Function unknown,#708090,
b0006,yaaA,5683,0.0075752905,Function unknown,#708090,
b0007,yaaJ,6529,-0.0004097253,Amino acid transport and metabolism,#ff0000,
b0008,talB,8238,0.0007730355,Carbohydrate transport and metabolism,#ffc0cb,
b0009,mog,9306,-0.0060861315000000004,Nucleotide transport and metabolism,#00bfbf,
b0010,satP,9928,0.0073796718,Function unknown,#708090,
b0011,yaaW,10643,0.0074929575,Function unknown,#708090,
b0012,mbiA,10830,0.025509517800000003,No COG annotation,#87cefa,
b0013,yaaI,11382,0.0065739748,Function unknown,#708090,
b0014,dnaK,12163,-0.0045732112,"Post-translational modification, protein turnover,and chaperones",#87ceeb,
b0015,dnaJ,14168,-0.0046529213000000005,"Post-translational modification, protein turnover,and chaperones",#87ceeb,
b0016,insL-1,15445,0.0061806912,"Replication, recombination and repair",#ff00ff,
b0018,mokC,16751,-0.0196712509,Function unknown,#708090,
b0019,nhaA,17489,0.014852568000000002,Inorganic ion transport and metabolism,#0000ff,
b0020,nhaR,18715,0.0035900263,Transcription,#f4a460,
b0021,insB-1,19811,-0.0038379570000000003,"Replication, recombination and repair",#ff00ff,
b0022,insA-1,20233,-0.0032830045,"Replication, recombination and repair",#ff00ff,
b0023,rpsT,20815,0.0108145606,"Translation, ribosomal structure and biogenesis",#000000,
b0024,yaaY,21181,0.0055114504,Function unknown,#708090,
b0025,ribF,21407,-0.00042808770000000003,Coenzyme transport and metabolism,#008000,
b0026,ileS,22391,-0.0029319420000000003,"Translation, ribosomal structure and biogenesis",#000000,
b0027,lspA,25207,0.0062063376,Cell wall/membrane/envelope biogenesis,#c71585,
b0028,fkpB,25826,0.001420234,"Post-translational modification, protein turnover,and chaperones",#87ceeb,
b0029,ispH,26277,0.0020860598,Lipid transport and metabolism,#40e0d0,
b0030,rihC,27293,-0.0104802255,Nucleotide transport and metabolism,#00bfbf,
b0031,dapB,28374,-0.0049925188,Amino acid transport and metabolism,#ff0000,
b0032,carA,29651,-0.0136433199,Nucleotide transport and metabolism,#00bfbf,
b0033,carB,30817,0.0006366313,Nucleotide transport and metabolism,#00bfbf,
b0034,caiF,34300,-0.0215594794,Transcription,#f4a460,
b0035,caiE,34781,-0.014753904000000002,Function unknown,#708090,
b0036,caiD,35377,-0.0206539174,Lipid transport and metabolism,#40e0d0,
b0037,caiC,36271,0.0034799231000000003,Lipid transport and metabolism,#40e0d0,
b0038,caiB,37898,-0.0130229118,Energy production and conversion,#90ee90,
b0039,caiA,39244,-0.0050056536,Lipid transport and metabolism,#40e0d0,
b0040,caiT,40417,0.0022247478000000003,Cell wall/membrane/envelope biogenesis,#c71585,
b0041,fixA,42403,0.017431791500000002,Energy production and conversion,#90ee90,
b0042,fixB,43188,-0.019180815400000002,Energy production and conversion,#90ee90,
b0043,fixC,44180,0.0011313947,Energy production and conversion,#90ee90,
b0045,yaaU,45807,0.0033194276,Inorganic ion transport and metabolism,#0000ff,
b0046,kefF,47246,0.012161781,Energy production and conversion,#90ee90,
b0047,kefC,47769,-0.0043142027,Inorganic ion transport and metabolism,#0000ff,
b0048,folA,49823,0.0033916328,Coenzyme transport and metabolism,#008000,
b0049,apaH,50380,0.0111765126,Signal transduction mechanisms,#00ff00,
b0050,apaG,51229,-0.0042101475,Inorganic ion transport and metabolism,#0000ff,
b0051,rsmA,51609,0.0018531447000000002,"Translation, ribosomal structure and biogenesis",#000000,
b0052,pdxA,52427,0.0052440030000000006,Coenzyme transport and metabolism,#008000,
b0053,surA,53416,0.0024506715,"Post-translational modification, protein turnover,and chaperones",#87ceeb,
b0054,lptD,54755,-0.0018176138,Cell wall/membrane/envelope biogenesis,#c71585,
b0055,djlA,57364,0.0110103044,"Post-translational modification, protein turnover,and chaperones",#87ceeb,
b0056,yabP,58474,0.0066162391,Function unknown,#708090,
b0057,yabQ,59121,0.0089936889,No COG annotation,#87cefa,
b0058,rluA,59687,-0.016267439300000002,"Translation, ribosomal structure and biogenesis",#000000,
b0059,rapA,60358,-0.0083361123,Transcription,#f4a460,
b0060,polB,63429,-0.0015059842,"Replication, recombination and repair",#ff00ff,
b0061,araD,65855,0.0046721954,Carbohydrate transport and metabolism,#ffc0cb,
b0062,araA,66835,0.013388802,Carbohydrate transport and metabolism,#ffc0cb,
b0063,araB,68348,0.0037394415,Nucleotide transport and metabolism,#00bfbf,
b0064,araC,70387,-0.008989700100000001,Transcription,#f4a460,
b0065,yabI,71351,0.0021629431,Function unknown,#708090,
b0066,thiQ,72229,0.0107792956,Inorganic ion transport and metabolism,#0000ff,
b0067,thiP,72911,0.0129165163,Inorganic ion transport and metabolism,#0000ff,
b0068,thiB,74497,0.0131887884,Inorganic ion transport and metabolism,#0000ff,
b0069,sgrR,75644,0.0023593648,Transcription,#f4a460,
b4662,sgrT,77388,-0.009530901100000001,Energy production and conversion,#90ee90,
b0070,setA,77621,-0.0062414168,Inorganic ion transport and metabolism,#0000ff,
b0071,leuD,78848,-0.0089264724,Amino acid transport and metabolism,#ff0000,
b0072,leuC,79464,-0.0103415875,Amino acid transport and metabolism,#ff0000,
b0073,leuB,80867,-0.0017976547000000001,Energy production and conversion,#90ee90,
b0074,leuA,81958,0.0076184585,Amino acid transport and metabolism,#ff0000,
b0076,leuO,84368,-0.0046106923,Transcription,#f4a460,
b0077,ilvI,85630,-0.0059877145000000005,Coenzyme transport and metabolism,#008000,
b0078,ilvH,87357,-0.013185891000000002,Amino acid transport and metabolism,#ff0000,
b0080,cra,88028,0.0354514624,Transcription,#f4a460,
b0081,mraZ,89634,0.00607508,Transcription,#f4a460,
b0082,rsmH,90094,0.0099188147,"Translation, ribosomal structure and biogenesis",#000000,
b0083,ftsL,91032,0.0032032775,"Cell cycle control, cell division, chromosome partitioning",#bfbf00,
b0084,ftsI,91413,-0.0008485676,Cell wall/membrane/envelope biogenesis,#c71585,
b0085,murE,93166,0.008699719,Cell wall/membrane/envelope biogenesis,#c71585,
b0086,murF,94650,0.0060983264,Cell wall/membrane/envelope biogenesis,#c71585,
b0087,mraY,96002,0.0123580856,Cell wall/membrane/envelope biogenesis,#c71585,
b0088,murD,97087,0.0090067888,Cell wall/membrane/envelope biogenesis,#c71585,
b0089,ftsW,98403,0.0104813004,"Cell cycle control, cell division, chromosome partitioning",#bfbf00,
b0090,murG,99644,0.0073632336000000005,Cell wall/membrane/envelope biogenesis,#c71585,
b0091,murC,100765,0.0068539895,Cell wall/membrane/envelope biogenesis,#c71585,
b0092,ddlB,102233,0.0022693646,Nucleotide transport and metabolism,#00bfbf,
b0093,ftsQ,103155,-0.0013968418,"Cell cycle control, cell division, chromosome partitioning",#bfbf00,
b0094,ftsA,103982,-0.0005971220000000001,"Cell cycle control, cell division, chromosome partitioning",#bfbf00,
b0095,ftsZ,105305,0.0004828554,"Cell cycle control, cell division, chromosome partitioning",#bfbf00,
b0096,lpxC,106557,-0.00038121600000000003,Cell wall/membrane/envelope biogenesis,#c71585,
b0097,secM,107705,-0.0022358711,Function unknown,#708090,
b0098,secA,108279,-0.0025713335,"Intracellular trafficking, secretion, and vesicular transport",#8b4513,
b0099,mutT,111044,0.0088845161,"Replication, recombination and repair",#ff00ff,
b0101,yacG,111649,-0.0021867034,Function unknown,#708090,
b0102,zapD,111856,-0.007812120400000001,"Cell cycle control, cell division, chromosome partitioning",#bfbf00,
b0103,coaE,112599,0.0045450908,Nucleotide transport and metabolism,#00bfbf,
b0104,guaC,113444,-0.0048990183,Nucleotide transport and metabolism,#00bfbf,
b0106,hofC,114522,-0.0042522489,"Intracellular trafficking, secretion, and vesicular transport",#8b4513,
b0107,hofB,115714,-0.0011120108000000001,Cell motility,#da70d6,
b0108,ppdD,117109,0.013793007400000001,Cell motility,#da70d6,
b0109,nadC,117752,-0.0065199732,Nucleotide transport and metabolism,#00bfbf,
b0110,ampD,118733,-0.0041932853,Defense mechanisms,#d3d3d3,
b0111,ampE,119281,0.0031358441,Defense mechanisms,#d3d3d3,
b0112,aroP,120178,-0.0064137366,"Intracellular trafficking, secretion, and vesicular transport",#8b4513,
b0113,pdhR,122092,0.0013338601000000001,Transcription,#f4a460,
