locus,gene_weight,gene_name,gene_product,cog,regulator,link
PSPTO_4931,0.0873543225,PSPTO_4931,hypothetical protein,Function unknown,,
PSPTO_4930,0.08722458870000001,rplI,50S ribosomal protein L9,"Translation, ribosomal structure and biogenesis",,
PSPTO_0644,0.0867953348,rpmD,50S ribosomal protein L30,"Translation, ribosomal structure and biogenesis",,
PSPTO_0634,0.0840043164,rpmC,50S ribosomal protein L29,"Translation, ribosomal structure and biogenesis",,
PSPTO_0617,0.08364691140000001,rplJ,50S ribosomal protein L10,"Translation, ribosomal structure and biogenesis",,
PSPTO_0635,0.08035657310000001,rpsQ,30S ribosomal protein S17,"Translation, ribosomal structure and biogenesis",,
PSPTO_4932,0.07918622310000001,rpsR,30S ribosomal protein S18,"Translation, ribosomal structure and biogenesis",,
PSPTO_0618,0.07896489770000001,rplL,50S ribosomal protein L7/L12,"Translation, ribosomal structure and biogenesis",,
PSPTO_0633,0.0788713511,rplP,50S ribosomal protein L16,"Translation, ribosomal structure and biogenesis",,
PSPTO_0643,0.0771882121,rpsE,30S ribosomal protein S5,"Translation, ribosomal structure and biogenesis",,
PSPTO_0647,0.0760238267,rpmJ,50S ribosomal protein L36,"Translation, ribosomal structure and biogenesis",,
PSPTO_0631,0.0756438474,rplV,50S ribosomal protein L22,"Translation, ribosomal structure and biogenesis",,
PSPTO_0652,0.07470054500000001,rplQ,50S ribosomal protein L17,"Translation, ribosomal structure and biogenesis",,
PSPTO_0630,0.0742548216,rpsS,30S ribosomal protein S19,"Translation, ribosomal structure and biogenesis",,
PSPTO_0645,0.0740240915,rplO,50S ribosomal protein L15,"Translation, ribosomal structure and biogenesis",,
PSPTO_0637,0.07361387380000001,rplX,50S ribosomal protein L24,"Translation, ribosomal structure and biogenesis",,
PSPTO_0632,0.0733766544,rpsC,30S ribosomal protein S3,"Translation, ribosomal structure and biogenesis",,
PSPTO_4933,0.072493658,rpsF,30S ribosomal protein S6,"Translation, ribosomal structure and biogenesis",,
PSPTO_0646,0.072489228,secY,preprotein translocase subunit SecY,"Intracellular trafficking, secretion, and vesicular transport",,
PSPTO_0636,0.0720746849,rplN,50S ribosomal protein L14,"Translation, ribosomal structure and biogenesis",,
PSPTO_0628,0.07135619600000001,rplW,50S ribosomal protein L23,"Translation, ribosomal structure and biogenesis",,
PSPTO_0642,0.0708907471,rplR,50S ribosomal protein L18,"Translation, ribosomal structure and biogenesis",,
PSPTO_0629,0.0698735973,rplB,50S ribosomal protein L2,"Translation, ribosomal structure and biogenesis",,
PSPTO_0616,0.0696140303,rplA,50S ribosomal protein L1,"Translation, ribosomal structure and biogenesis",,
PSPTO_5598,0.0682007823,atpC,F0F1 ATP synthase subunit epsilon,Energy production and conversion,,
PSPTO_0638,0.0666406957,rplE,50S ribosomal protein L5,"Translation, ribosomal structure and biogenesis",,
PSPTO_0651,0.06654874820000001,rpoA,DNA-directed RNA polymerase subunit alpha,Transcription,,
PSPTO_0627,0.06537187750000001,rplD,50S ribosomal protein L4,"Translation, ribosomal structure and biogenesis",,
PSPTO_0615,0.0636591625,rplK,50S ribosomal protein L11,"Translation, ribosomal structure and biogenesis",,
PSPTO_5600,0.0636122843,atpG,F0F1 ATP synthase subunit gamma,Energy production and conversion,,
PSPTO_0639,0.0631556326,rpsN,30S ribosomal protein S14,"Translation, ribosomal structure and biogenesis",,
PSPTO_0641,0.0630445922,rplF,50S ribosomal protein L6,"Translation, ribosomal structure and biogenesis",,
PSPTO_0650,0.0618732977,rpsD,30S ribosomal protein S4,"Translation, ribosomal structure and biogenesis",,
