locus,gene_weight,gene_name,gene_product,cog,regulator,link
PA4590,0.1933360223,pra,protein activator,No COG annotation,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4590&e1=1&assembly=complete
PA4589,0.128167359,PA4589,hypothetical protein,Lipid transport and metabolism,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4589&e1=1&assembly=complete
PA4813,0.1096056895,lipC,lipase LipC,Function unknown,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4813&e1=1&assembly=complete
PA0829,0.10815899600000001,PA0829,hydrolase,Lipid transport and metabolism,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0829&e1=1&assembly=complete
PA1525,0.1035634178,alkB2,alkane-1 monooxygenase,Lipid transport and metabolism,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA1525&e1=1&assembly=complete
PA0830,0.1020005274,PA0830,hypothetical protein,Function unknown,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0830&e1=1&assembly=complete
PA2862,0.09412572050000001,lipA,lactonizing lipase,Function unknown,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2862&e1=1&assembly=complete
PA4680,0.0919971366,PA4680,hypothetical protein,No COG annotation,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4680&e1=1&assembly=complete
PA1761,0.09184362010000001,PA1761,hypothetical protein,No COG annotation,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA1761&e1=1&assembly=complete
PA2574,0.0892004754,alkB1,alkane-1 monooxygenase,Lipid transport and metabolism,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2574&e1=1&assembly=complete
