locus,gene_weight,gene_name,gene_product,cog,operon,regulator,link
ABUW_2953,0.1711946557,ABUW_2953,rieske (2Fe-2S) protein,Inorganic ion transport and metabolism,Op1524,,
ABUW_2952,0.1628732644,ABUW_2952,hypothetical protein,No COG annotation,Op1524,,
ABUW_2949,0.1561043326,ABUW_2949,glyoxalase/bleomycin resistance protein/dioxygenase,Amino acid transport and metabolism,Op1524,,
ABUW_2950,0.1403355423,ABUW_2950,short chain dehydrogenase,Lipid transport and metabolism,Op1524,,
ABUW_2943,0.1301688614,ABUW_2943,aspartate dehydrogenase,Coenzyme transport and metabolism,Op1523,,
ABUW_2948,0.11988097900000001,ABUW_2948,FAD-dependent pyridine nucleotide- disulfide oxidoreductase,Energy production and conversion,Op1524,,
ABUW_2944,0.118601805,ABUW_2944,oxidoreductase%2C short chain dehydrogenase/reductase family,Lipid transport and metabolism,Op1523,,
ABUW_1831,0.1154278832,pcaI1,3-oxoadipate CoA-transferase subunit A,Lipid transport and metabolism,Op950,,
ABUW_2947,0.114360031,ABUW_2947,major facilitator superfamily MFS_1,Carbohydrate transport and metabolism,Op1523,,
ABUW_2945,0.11043212170000001,ABUW_2945,putative hydrolase,Lipid transport and metabolism,Op1523,,
ABUW_2946,0.1063793935,ABUW_2946,hypothetical protein,Carbohydrate transport and metabolism,Op1523,,
ABUW_2938,0.1060074346,ABUW_2938,hypothetical protein,No COG annotation,,,
ABUW_2951,0.10363703590000001,ABUW_2951,rieske (2Fe-2S) protein,Inorganic ion transport and metabolism,Op1524,,
ABUW_2942,0.10163415540000001,ABUW_2942,betaine aldehyde dehydrogenase,Energy production and conversion,Op1523,,
