locus,gene_weight,gene_name,gene_product,cog,regulator,RpoN,link
PA2171,0.1271400016,PA2171,hypothetical protein,Function unknown,RpoN,True,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2171&e1=1&assembly=complete
PA2170,0.1245800335,PA2170,hypothetical protein,Function unknown,RpoN,True,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2170&e1=1&assembly=complete
PA2173a,0.1209488258,PA2173a,hypothetical protein,No COG annotation,RpoN,True,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2173a&e1=1&assembly=complete
PA2146,0.1178348484,PA2146,hypothetical protein,No COG annotation,RpoN,True,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2146&e1=1&assembly=complete
PA2160,0.1161897529,PA2160,glycosyl hydrolase,Carbohydrate transport and metabolism,RpoN,True,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2160&e1=1&assembly=complete
PA2159,0.11443892400000001,PA2159,hypothetical protein,Function unknown,RpoN,True,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2159&e1=1&assembly=complete
PA2156,0.1140984501,PA2156,hypothetical protein,"Replication, recombination and repair",RpoN,True,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2156&e1=1&assembly=complete
PA2173,0.1102055048,PA2173,hypothetical protein,Function unknown,RpoN,True,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2173&e1=1&assembly=complete
PA2162,0.1089925701,PA2162,malto-oligosyltrehalose synthase,Carbohydrate transport and metabolism,RpoN,True,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2162&e1=1&assembly=complete
PA2163,0.1043616529,PA2163,4-alpha-glucanotransferase,Carbohydrate transport and metabolism,RpoN,True,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2163&e1=1&assembly=complete
PA2144,0.1012291979,glgP,glycogen phosphorylase,Carbohydrate transport and metabolism,RpoN,True,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2144&e1=1&assembly=complete
PA2158,0.0989917382,PA2158,alcohol dehydrogenase,Energy production and conversion,RpoN,True,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2158&e1=1&assembly=complete
PA2164,0.098800198,PA2164,glycosyl hydrolase,Carbohydrate transport and metabolism,RpoN,True,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2164&e1=1&assembly=complete
PA2184,0.09876748070000001,PA2184,hypothetical protein,Function unknown,RpoN,True,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2184&e1=1&assembly=complete
PA2169,0.09746686880000001,PA2169,hypothetical protein,Function unknown,RpoN,True,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2169&e1=1&assembly=complete
PA2152,0.0956933509,PA2152,trehalose synthase,Carbohydrate transport and metabolism,RpoN,True,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2152&e1=1&assembly=complete
PA2172,0.0948645675,PA2172,hypothetical protein,Amino acid transport and metabolism,RpoN,True,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2172&e1=1&assembly=complete
PA2153,0.0944036832,glgB,1%2C4-alpha-glucan branching protein GlgB,Carbohydrate transport and metabolism,RpoN,True,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2153&e1=1&assembly=complete
PA2157,0.0912958094,PA2157,hypothetical protein,Function unknown,RpoN,True,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2157&e1=1&assembly=complete
PA2187,0.0912814665,PA2187,hypothetical protein,Function unknown,RpoN,True,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2187&e1=1&assembly=complete
PA2190,0.0899724449,PA2190,hypothetical protein,Function unknown,RpoN,True,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2190&e1=1&assembly=complete
PA2180,0.0887937858,PA2180,hypothetical protein,Function unknown,RpoN,True,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2180&e1=1&assembly=complete
PA2149,0.0870535628,PA2149,hypothetical protein,No COG annotation,RpoN,True,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2149&e1=1&assembly=complete
PA2155,0.0838345228,PA2155,cardiolipin synthase 2,Lipid transport and metabolism,RpoN,True,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2155&e1=1&assembly=complete
PA2165,0.08250792400000001,PA2165,glycogen synthase,Carbohydrate transport and metabolism,RpoN,True,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2165&e1=1&assembly=complete
PA2179,0.0815154042,PA2179,hypothetical protein,"Translation, ribosomal structure and biogenesis",RpoN,True,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2179&e1=1&assembly=complete
PA2161,0.0789356665,PA2161,hypothetical protein,Function unknown,RpoN,True,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2161&e1=1&assembly=complete
PA2134,0.07825555170000001,PA2134,hypothetical protein,Function unknown,RpoN,True,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2134&e1=1&assembly=complete
PA2141,0.0781549192,PA2141,hypothetical protein,Function unknown,RpoN,True,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2141&e1=1&assembly=complete
PA2148,0.0776393636,PA2148,hypothetical protein,Function unknown,RpoN,True,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2148&e1=1&assembly=complete
PA2147,0.0768699555,katE,catalase HPII,Inorganic ion transport and metabolism,RpoN,True,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2147&e1=1&assembly=complete
PA2154,0.0747222503,PA2154,hypothetical protein,Function unknown,RpoN,True,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2154&e1=1&assembly=complete
PA2150,0.0723045859,PA2150,non-homologous end joining protein Ku,"Replication, recombination and repair",RpoN,True,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2150&e1=1&assembly=complete
PA0188,0.0706443658,PA0188,hypothetical protein,Function unknown,,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0188&e1=1&assembly=complete
PA2143,0.07064403080000001,PA2143,hypothetical protein,Function unknown,RpoN,True,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2143&e1=1&assembly=complete
PA2166,0.07058275500000001,PA2166,hypothetical protein,Function unknown,RpoN,True,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2166&e1=1&assembly=complete
PA2142,0.0655623239,PA2142,short-chain dehydrogenase,Lipid transport and metabolism,RpoN,True,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2142&e1=1&assembly=complete
PA3274,0.0639610513,PA3274,hypothetical protein,No COG annotation,,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA3274&e1=1&assembly=complete
PA2135,0.0635759835,PA2135,transporter,Inorganic ion transport and metabolism,RpoN,True,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2135&e1=1&assembly=complete
PA2175,0.0620407134,PA2175,hypothetical protein,No COG annotation,RpoN,True,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2175&e1=1&assembly=complete
PA2192,0.0586964748,PA2192,hypothetical protein,Function unknown,RpoN,True,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2192&e1=1&assembly=complete
PA2151,0.058666004300000005,PA2151,alpha-1%2C4-glucan:maltose-1-phosphate maltosyltransferase,Carbohydrate transport and metabolism,RpoN,True,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2151&e1=1&assembly=complete
PA2140,0.055060043700000005,PA2140,metallothionein,Function unknown,RpoN,True,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2140&e1=1&assembly=complete
PA2183,0.054707014500000005,PA2183,hypothetical protein,Function unknown,,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2183&e1=1&assembly=complete
PA2178,0.0546317543,PA2178,hypothetical protein,Function unknown,RpoN,True,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2178&e1=1&assembly=complete
