locus,gene_weight,gene_name,gene_product,cog,operon,regulator,link
PN96_RS07040,0.2070252995948228,PN96_RS07040,hypothetical protein,No COG annotation,Op1774,,
PN96_RS07030,0.171978183465146,PN96_RS07030,phage tail protein,Function unknown,Op1774,,
PN96_RS07075,0.1661230797932319,PN96_RS07075,hypothetical protein,No COG annotation,Op1783,,
PN96_RS07020,0.1647549357882865,PN96_RS07020,tail protein,Cell motility,Op1774,,
PN96_RS07045,0.1640605217803744,PN96_RS07045,phage major capsid protein,Function unknown,Op1777,,
PN96_RS07035,0.1605960543130492,PN96_RS07035,hypothetical protein,No COG annotation,Op1774,,
PN96_RS07025,0.1569326269793803,PN96_RS07025,hypothetical protein,No COG annotation,Op1774,,
PN96_RS07085,0.1544022798517648,PN96_RS07085,hypothetical protein,No COG annotation,Op1784,,
PN96_RS07080,0.151979510234411,PN96_RS07080,hypothetical protein,Cell wall/membrane/envelope biogenesis,Op1784,,
PN96_RS07050,0.1495286177739778,PN96_RS07050,phage portal protein,Function unknown,Op1779,,
PN96_RS07010,0.1466563476522194,PN96_RS07010,hypothetical protein,No COG annotation,Op1771,,
PN96_RS07070,0.1458856468726206,PN96_RS07070,tyrosine-type recombinase/integrase,"Replication, recombination and repair",Op1782,,
PN96_RS07015,0.1357521103292096,PN96_RS07015,hypothetical protein,No COG annotation,Op1774,,
PN96_RS07055,0.1348717366793037,PN96_RS07055,hypothetical protein,No COG annotation,Op1779,,
PN96_RS07060,0.1344900731144954,PN96_RS07060,phage terminase large subunit family protein,Function unknown,Op1779,,
PN96_RS07005,0.1320338221614534,PN96_RS07005,hypothetical protein,Function unknown,Op1771,,
PN96_RS07000,0.1216421257167612,PN96_RS07000,hypothetical protein,No COG annotation,Op1771,,
PN96_RS07065,0.1138569329357334,PN96_RS07065,terminase small subunit,No COG annotation,Op1779,,
PN96_RS06995,0.1134540974671753,PN96_RS06995,DUF2163 domain-containing protein,No COG annotation,Op1771,,
PN96_RS07145,0.1122318330839505,PN96_RS07145,hypothetical protein,No COG annotation,Op1796,,
PN96_RS07155,0.1019210914026101,PN96_RS07155,hypothetical protein,No COG annotation,Op1797,,
PN96_RS07150,0.0986053662581653,PN96_RS07150,hypothetical protein,No COG annotation,Op1797,,
PN96_RS23665,0.0940381206950226,PN96_RS23665,hypothetical protein,No COG annotation,Op1795,,
PN96_RS07110,0.0923631973165864,PN96_RS07110,hypothetical protein,No COG annotation,Op1791,,
PN96_RS06990,0.0908197534548805,PN96_RS06990,hypothetical protein,No COG annotation,Op1771,,
PN96_RS06985,0.086842870545701,PN96_RS06985,hypothetical protein,No COG annotation,Op1771,,
