locus,gene_weight,gene_name,gene_product,cog,regulator,link
b1146,0.4115901428559905,ymfT,e14 prophage%3B putative DNA-binding transcriptional regulator YmfT,Transcription,,https://ecocyc.org/gene?orgid=ECOLI&id=G6590
b1144,0.2894131984247016,ymfJ,e14 prophage%3B protein YmfJ,No COG annotation,ppGpp,https://ecocyc.org/gene?orgid=ECOLI&id=G6588
b1148,0.285681624211491,ymfM,e14 prophage%3B protein YmfM,No COG annotation,,https://ecocyc.org/gene?orgid=ECOLI&id=G6592
b1147,0.2331228099559249,ymfL,e14 prophage%3B uncharacterized protein YmfL,No COG annotation,,https://ecocyc.org/gene?orgid=ECOLI&id=G6591
b1142,0.2129564090548736,ymfH,e14 prophage%3B protein YmfH,No COG annotation,,https://ecocyc.org/gene?orgid=ECOLI&id=G6586
b4519,0.1883499051441236,icdC,protein IcdC,Energy production and conversion,,https://ecocyc.org/gene?orgid=ECOLI&id=G0-10556
b1141,0.1815038599681891,xisE,e14 prophage%3B putative excisionase,Function unknown,,https://ecocyc.org/gene?orgid=ECOLI&id=G6585
b1151,0.1397889375485712,beeE,e14 prophage%3B putative protein BeeE,Function unknown,YidZ,https://ecocyc.org/gene?orgid=ECOLI&id=G6595
b1150,0.1390573839267875,ymfR,e14 prophage%3B protein YmfR,No COG annotation,,https://ecocyc.org/gene?orgid=ECOLI&id=G6594
b1140,0.1388309637987613,intE,e14 prophage%3B putative integrase,"Replication, recombination and repair",,https://ecocyc.org/gene?orgid=ECOLI&id=EG12370
b1149,0.1096788244374827,ymfN,e14 prophage%3B chimeric replication protein/phage terminase YmfN,Transcription,,https://ecocyc.org/gene?orgid=ECOLI&id=G6593
b1153,0.1045430402020557,ymfQ,e14 prophage%3B conserved protein YmfQ,Function unknown,,https://ecocyc.org/gene?orgid=ECOLI&id=G6597
b1152,0.1028500415279656,jayE,e14 prophage%3B putative protein JayE,Function unknown,,https://ecocyc.org/gene?orgid=ECOLI&id=G6596
b0958,0.0926090951707559,sulA,cell division inhibitor SulA,"Cell cycle control, cell division, chromosome partitioning","RpoD,LexA,RcdA,Lrp",https://ecocyc.org/gene?orgid=ECOLI&id=EG10984
b0683,-0.1427101591649483,fur,DNA-binding transcriptional dual regulator Fur,Transcription,"RpoD,Crp,OxyR,SoxS,Fur,ryhB",https://ecocyc.org/gene?orgid=ECOLI&id=EG10359
