locus,gene_weight,gene_name,gene_product,cog,operon,regulator,link
PP_4930,0.2051912890784839,emrE,putative small multidrug resistance protein,Inorganic ion transport and metabolism,Op3212,,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_4930&e1=1&assembly=complete
PP_3725,0.1830945734708698,PP_3725,putative Acyl-CoA dehydrogenase,Lipid transport and metabolism,Op2440,GacA,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_3725&e1=1&assembly=complete
PP_3726,0.1686490472337118,PP_3726,Enoyl-CoA hydratase/isomerase family protein,Lipid transport and metabolism,Op2440,,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_3726&e1=1&assembly=complete
PP_2817,0.1611880740982283,mexC,Multidrug efflux RND membrane fusion protein MexC,Cell wall/membrane/envelope biogenesis,Op1822,,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_2817&e1=1&assembly=complete
PP_2816,0.1427204483379963,PP_2816,putative Transcriptional regulator NfxB,Transcription,Op1821,,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_2816&e1=1&assembly=complete
PP_3724,0.1422577615535922,PP_3724,putative Acyl-CoA synthetase,Energy production and conversion,Op2440,,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_3724&e1=1&assembly=complete
PP_5073,0.1371444965462861,PP_5073,conserved exported protein of unknown function,Function unknown,Op3307,,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_5073&e1=1&assembly=complete
PP_5340,0.1224308695622448,aphA,Acetylpolyamine aminohydrolase,Chromatin structure and dynamics,Op3499,Crc,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_5340&e1=1&assembly=complete
PP_3723,0.1158444408322933,aruI,putative 2-ketoarginine decarboxylase AruI,Amino acid transport and metabolism,Op2440,GacA,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_3723&e1=1&assembly=complete
PP_3732,0.1146481312096506,PP_3732,Enoyl-CoA hydratase/isomerase family protein,Lipid transport and metabolism,Op2444,"TurA,GacA",https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_3732&e1=1&assembly=complete
PP_2818,0.1135908084297037,mexD,Multidrug efflux RND transporter MexD,Inorganic ion transport and metabolism,Op1822,GacA,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_2818&e1=1&assembly=complete
PP_3730,0.110718224571439,aruR,Transcriptional regulatory protein AruR,Transcription,Op2442,,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_3730&e1=1&assembly=complete
PP_3456,0.1085990143789683,mexB,Multidrug resistance protein MexB,Inorganic ion transport and metabolism,Op2241,TurA,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_3456&e1=1&assembly=complete
PP_3455,0.1052727669408435,PP_3455,Multidrug efflux RND membrane fusion protein,Cell wall/membrane/envelope biogenesis,Op2241,,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_3455&e1=1&assembly=complete
