locus,gene_weight,gene_name,old_locus_tag,gene_product,cog,operon,regulator,link
SACI_RS08125,0.292216807071539,adeQ,Saci_1701,"Xanthine/uracil/vitamin C permease of the AzgA family, NCS2 family permease",Nucleotide transport and metabolism,Op946,,https://www.uniprot.org/uniprot/A0A0U3H7F8
SACI_RS07670,0.24235174401269885,purC,Saci_1607,phosphoribosylaminoimidazolesuccinocarboxamide synthase,Nucleotide transport and metabolism,Op885,,https://www.uniprot.org/uniprot/A0A0U3GPL6
SACI_RS07680,0.23684569914599396,purQ,,phosphoribosylformylglycinamidine synthase I,Nucleotide transport and metabolism,Op885,,https://www.uniprot.org/uniprot/A0A0U2WXT4
SACI_RS07675,0.2281826655216071,purS,Saci_1608,phosphoribosylformylglycinamidine synthase subunit PurS,Nucleotide transport and metabolism,Op885,,https://www.uniprot.org/uniprot/A0A0U3H6I0
SACI_RS01035,0.22291254130246765,purT,Saci_0214,formate-dependent phosphoribosylglycinamide formyltransferase,Nucleotide transport and metabolism,Op112,,https://www.uniprot.org/uniprot/A0A0U3FGE0
SACI_RS07685,0.20373575873733174,purL,Saci_1610,phosphoribosylformylglycinamidine synthase subunit PurL,Nucleotide transport and metabolism,Op885,,https://www.uniprot.org/uniprot/A0A0U2Y5V4
SACI_RS07690,0.15133335541123166,purF-1,Saci_1611,amidophosphoribosyltransferase,Nucleotide transport and metabolism,Op885,,https://www.uniprot.org/uniprot/A0A0U3H7S7
SACI_RS02020,0.11996368813199088,guaA_1,Saci_0414,7-cyano-7-deazaguanine synthase,Nucleotide transport and metabolism,Op234,,https://www.uniprot.org/uniprot/A0A0U3FP39
SACI_RS07695,0.11457766043236264,purF-2,Saci_1612,amidophosphoribosyltransferase,Nucleotide transport and metabolism,Op885,,https://www.uniprot.org/uniprot/A0A0U3HDH6
SACI_RS07700,0.11441148038679462,purD,Saci_1613,phosphoribosylamine--glycine ligase,Nucleotide transport and metabolism,Op885,,https://www.uniprot.org/uniprot/A0A0U3FBU2
SACI_RS03510,0.09576639822956744,SACI_RS03510,,hypothetical protein,No arCOG annotation,Op394,,https://www.uniprot.org/uniprot/A0A0U2N9C5
SACI_RS07705,0.09367665000620963,purM,Saci_1614,phosphoribosylformylglycinamidine cyclo-ligase,Nucleotide transport and metabolism,Op885,,https://www.uniprot.org/uniprot/A0A0U3H7R2
SACI_RS11740,0.0826145246008909,SACI_RS11740,,hypothetical protein,No arCOG annotation,Op1190,,https://www.uniprot.org/uniprot/UPI0002B261DE
