locus,gene_weight,gene_name,gene_product,cog,regulator,link
b4378,0.1740043191251059,yjjV,putative DNase YjjV,"Replication, recombination and repair",,https://ecocyc.org/gene?orgid=ECOLI&id=G7952
b2742,0.1479922026405982,nlpD,murein hydrolase activator NlpD,"Cell cycle control, cell division, chromosome partitioning",RpoD,https://ecocyc.org/gene?orgid=ECOLI&id=EG12111
b1992,0.1376969411527466,cobS,cobalamin 5'-phosphate synthase,Coenzyme transport and metabolism,RpoD,https://ecocyc.org/gene?orgid=ECOLI&id=EG12150
b1380,0.1301289224779112,ldhA,D-lactate dehydrogenase,Energy production and conversion,"YheO,RpoH,Lrp",https://ecocyc.org/gene?orgid=ECOLI&id=G592
b2279,0.1297670550393526,nuoK,NADH:quinone oxidoreductase subunit K,Energy production and conversion,"RpoD,NarL,ArcA,IHF,Fnr,Fis,ryhB",https://ecocyc.org/gene?orgid=ECOLI&id=EG12091
b1991,0.1270477751159005,cobT,nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase,Nucleotide transport and metabolism,"RpoD,Nac",https://ecocyc.org/gene?orgid=ECOLI&id=EG12151
b4377,0.1261933886726552,yjjU,putative patatin-like phospholipase YjjU,Function unknown,ppGpp,https://ecocyc.org/gene?orgid=ECOLI&id=G7951
b2958,0.1117010875492255,yggN,putative EcfF,Function unknown,RpoE,https://ecocyc.org/gene?orgid=ECOLI&id=EG12705
b2777,0.1088659681398054,queE,putative 7-carboxy-7-deazaguanine synthase QueE,Nucleotide transport and metabolism,"YbiH,PhoP",https://ecocyc.org/gene?orgid=ECOLI&id=G7443
b2318,0.1020625314108229,truA,tRNA pseudouridine(38-40) synthase,"Translation, ribosomal structure and biogenesis",,https://ecocyc.org/gene?orgid=ECOLI&id=EG10454
b4004,0.1018930711236383,zraR,DNA-binding transcriptional activator ZraR,Transcription,"RpoN,Crp,ZraR,GlaR",https://ecocyc.org/gene?orgid=ECOLI&id=EG10482
b2714,0.0961441664702084,ascG,DNA-binding transcriptional repressor AscG,Transcription,,https://ecocyc.org/gene?orgid=ECOLI&id=EG10087
b1957,0.0950549111166792,yodC,protein YodC,Function unknown,Lrp,https://ecocyc.org/gene?orgid=ECOLI&id=G7050
b0485,0.0946085884044066,glsA,glutaminase 1,Amino acid transport and metabolism,"RpoS,GadX,ppGpp",https://ecocyc.org/gene?orgid=ECOLI&id=G6261
b3153,0.0926915490984332,yhbO,protein/nucleic acid deglycase 2,Function unknown,ppGpp,https://ecocyc.org/gene?orgid=ECOLI&id=G7647
b3054,0.0901950333886272,ygiF,inorganic triphosphatase,Function unknown,Nac,https://ecocyc.org/gene?orgid=ECOLI&id=EG11603
b3052,0.0874673706358143,rfaE,fused heptose 7-phosphate kinase/heptose 1-phosphate adenyltransferase,Nucleotide transport and metabolism,,https://ecocyc.org/gene?orgid=ECOLI&id=G7590
b1256,0.0853028664288188,ompW,outer membrane protein W,Cell wall/membrane/envelope biogenesis,"rybB,ArcA,Crp,NarL,Fnr,SoxS,Fur,micA",https://ecocyc.org/gene?orgid=ECOLI&id=EG11124
b3535,0.085146254388388,yhjR,PF10945 family protein YhjR,Function unknown,"RpoD,Lrp",https://ecocyc.org/gene?orgid=ECOLI&id=EG12262
b0932,0.0818129508001183,pepN,aminopeptidase N,Amino acid transport and metabolism,ArcA,https://ecocyc.org/gene?orgid=ECOLI&id=EG10696
b4735,0.0813637504266344,ybgU,protein YbgU,No COG annotation,,https://ecocyc.org/gene?orgid=ECOLI&id=G0-16730
b2750,0.0804823445685116,cysC,adenylyl-sulfate kinase,Nucleotide transport and metabolism,"RpoD,CysB",https://ecocyc.org/gene?orgid=ECOLI&id=EG10185
b3748,0.0773645610627512,rbsD,D-ribose pyranase,Carbohydrate transport and metabolism,"RpoD,YidZ,dsrA,Crp,RbsR",https://ecocyc.org/gene?orgid=ECOLI&id=EG10817
