locus,gene_weight,gene_name,gene_product,cog,operon,regulator,Fur,link
ABUW_1172,0.19757688650000002,ABUW_1172,hypothetical protein,No COG annotation,,,False,
ABUW_1180,0.18840200510000002,basE,2%2C3-dihydroxybenzoate-AMP ligase,"Secondary metabolites biosynthesis, transport, and catabolism",Op630,,False,
ABUW_1181,0.17065974420000002,basF,2%2C3 dihydro-2%2C3 dihydroxybenzoate synthase,"Secondary metabolites biosynthesis, transport, and catabolism",Op630,,False,
ABUW_1174,0.158057856,bauC,ferric acinetobactin transport system permease,Inorganic ion transport and metabolism,Op628,,False,
ABUW_2189,0.1564227604,ABUW_2189,IucA/IucC-family aerobactin siderophore biosynthesis component,"Secondary metabolites biosynthesis, transport, and catabolism",Op1128,Fur,True,
ABUW_1170,0.1548726748,basB,non-ribosomal peptide synthetase,"Secondary metabolites biosynthesis, transport, and catabolism",,,False,
ABUW_1182,0.1519188909,basG,histidine decarboxylase,Amino acid transport and metabolism,Op630,,False,
ABUW_1173,0.1500412207,bauD,ferric acinetobactin transport system permease,Inorganic ion transport and metabolism,Op628,,False,
ABUW_1175,0.1497856102,bauE,ferric acinetobactin transport system ATP-binding protein,Inorganic ion transport and metabolism,Op628,,False,
ABUW_2178,0.1432957005,ABUW_2178,rhizobactin siderophore biosynthesis protein RhbD,"Translation, ribosomal structure and biogenesis",Op1128,Fur,True,
ABUW_1168,0.1416491939,bauF,siderophore-interacting protein,Inorganic ion transport and metabolism,,Fur,True,
ABUW_2188,0.1408358995,ABUW_2188,hypothetical protein,"Secondary metabolites biosynthesis, transport, and catabolism",Op1128,,False,
ABUW_2076,0.14034434980000002,ABUW_2076,2%2C3-dihydro-2%2C3-dihydroxybenzoate dehydrogenase,Lipid transport and metabolism,Op1076,,False,
ABUW_1179,0.1336800611,basD,nonribosomal peptide synthetase BasD,"Secondary metabolites biosynthesis, transport, and catabolism",Op629,Fur,True,
ABUW_2187,0.1332148302,ABUW_2187,transporter%2C major facilitator family,"Intracellular trafficking, secretion, and vesicular transport",Op1128,,False,
ABUW_1183,0.1330393072,ABUW_1183,hypothetical protein,No COG annotation,Op631,,False,
ABUW_1188,0.1320613223,basJ,isochorismate synthetase,Coenzyme transport and metabolism,Op632,"Fur,Fur",True,
ABUW_1176,0.1266575952,bauB,ferric acinetobactin transport system periplasmic binding protein,Inorganic ion transport and metabolism,Op628,,False,
ABUW_1184,0.11545842120000001,ABUW_1184,ABC transporter%2C ATP-binding protein,Defense mechanisms,Op631,,False,
ABUW_2074,0.11418055170000001,ABUW_2074,transcriptional regulator%2C fur family,Inorganic ion transport and metabolism,Op1074,"AbaM,ABUW_1645",False,
ABUW_2075,0.11186295160000001,ABUW_2075,isochorismatase,"Secondary metabolites biosynthesis, transport, and catabolism",Op1075,,False,
ABUW_1355,0.10909688440000001,ABUW_1355,complement control module protein,Inorganic ion transport and metabolism,,,False,
ABUW_1169,0.1086351589,basA,non-ribosomal peptide synthetase,"Secondary metabolites biosynthesis, transport, and catabolism",,Fur,True,
ABUW_1185,0.10509989160000001,ABUW_1185,ABC transporter,Defense mechanisms,Op631,,False,
ABUW_2987,0.10391756740000001,ABUW_2987,RNA polymerase sigma factor FecI,Transcription,Op1541,,False,
ABUW_2916,0.103011798,pfeA,TonB dependent outer membrane siderophore receptor protein,Inorganic ion transport and metabolism,Op1509,Fur,True,
ABUW_1177,0.100460032,bauA,ferric acinetobactin receptor,Inorganic ion transport and metabolism,Op628,Fur,True,
ABUW_1598,0.0987739477,ABUW_1598,hypothetical protein,Inorganic ion transport and metabolism,Op820,Fur,True,
ABUW_2186,0.0975857703,ABUW_2186,siderophore biosynthesis protein,"Secondary metabolites biosynthesis, transport, and catabolism",Op1128,,False,
ABUW_3464,0.09548459520000001,ABUW_3464,hypothetical protein,Function unknown,,,False,
ABUW_2185,0.0913866877,ABUW_2185,siderophore biosynthesis protein,"Secondary metabolites biosynthesis, transport, and catabolism",Op1128,,False,
ABUW_2166,0.09131751590000001,ABUW_2166,hypothetical protein,No COG annotation,Op1121,,False,
ABUW_1178,0.0897420069,basC,nonribosomal peptide synthetase BasC,"Secondary metabolites biosynthesis, transport, and catabolism",Op629,,False,
ABUW_0143,0.0835069323,ABUW_0143,TonB-dependent receptor protein,Inorganic ion transport and metabolism,Op84,"Fur,ABUW_1645",True,
ABUW_2184,0.08170886320000001,ABUW_2184,hypothetical protein,Function unknown,Op1128,,False,
ABUW_1187,0.07988562140000001,basI,phosphopantetheinyl transferase,"Secondary metabolites biosynthesis, transport, and catabolism",Op632,,False,
ABUW_2165,0.0790888966,ABUW_2165,outer-membrane receptor for Fe(III)-coprogen%2CFe(III)-ferrioxamine B and Fe(III)-rhodotrulic acid,Inorganic ion transport and metabolism,Op1120,Fur,True,
ABUW_1186,0.0786924903,basH,thioesterase,"Secondary metabolites biosynthesis, transport, and catabolism",Op632,Fur,True,
ABUW_2986,0.0748646748,ABUW_2986,putative transmembrane sensor protein FecR,Inorganic ion transport and metabolism,Op1541,,False,
ABUW_2182,0.0730123777,ABUW_2182,TonB-dependent receptor,Inorganic ion transport and metabolism,Op1128,,False,
ABUW_2167,0.0723620982,ABUW_2167,iron-regulated membrane protein,Function unknown,Op1121,,False,
ABUW_2183,0.0698759582,ABUW_2183,dimethylmenaquinone methyltransferase,Coenzyme transport and metabolism,Op1128,,False,
ABUW_2168,0.0687434123,ABUW_2168,hypothetical protein,No COG annotation,Op1121,,False,
ABUW_0307,0.0677129471,ABUW_0307,hypothetical protein,Inorganic ion transport and metabolism,Op166,Fur,True,
ABUW_3426,0.0660961017,ABUW_3426,TonB protein,Cell wall/membrane/envelope biogenesis,,"Fur,Zur",True,
ABUW_3633,0.0632013393,feoA,iron transporter,Inorganic ion transport and metabolism,,Fur,True,
ABUW_1655,0.0631741096,ABUW_1655,TonB-dependent siderophore receptor,Inorganic ion transport and metabolism,Op850,Fur,True,
ABUW_0698,0.0626954422,ABUW_0698,flavodoxin/nitric oxide synthase,Inorganic ion transport and metabolism,Op374,Fur,True,
ABUW_2828,0.0618630484,ABUW_2828,TonB-dependent siderophore receptor,Inorganic ion transport and metabolism,Op1464,Fur,True,
ABUW_3425,0.0617257155,ABUW_3425,MotA/TolQ/ExbB proton channel,"Intracellular trafficking, secretion, and vesicular transport",,,False,
ABUW_1364,0.060219155100000005,ABUW_1364,alpha/beta hydrolase fold protein,Function unknown,,Fur,True,
ABUW_2984,0.0584085701,ABUW_2984,hypothetical protein,Function unknown,Op1539,,False,
