locus,gene_weight,gene_name,gene_product,cog,operon,regulator,SigE,link
BSU_06890,0.12931687152296875,cotJA,component of the inner spore coat,Function unknown,Op551,"SigE,SpoIIID",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_06890
BSU_06900,0.12292887163605735,cotJB,component of the inner spore coat,Function unknown,Op551,"SigE,SpoIIID",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_06900
BSU_37920,0.11470343124489282,gerQ,inner spore coat protein,Function unknown,Op2939,SigE,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_37920
BSU_36430,0.11249673220854917,usd,putative factor required for translation of spoIIID,No COG annotation,Op2834,SigE,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_36430
BSU_36420,0.1110028322432508,spoIIID,transcriptional regulator (stage III sporulation),Transcription,Op2834,SigE,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_36420
BSU_24380,0.10648073455085638,spoIIIAF,stage III sporulation protein (feeding tube apparatus),Function unknown,Op1941,"SigE,SpoIIID",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_24380
BSU_24370,0.10494570294099037,spoIIIAG,stage III sporulation engulfment assembly protein,Function unknown,Op1941,"SigE,SpoIIID",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_24370
BSU_24360,0.10323112620434703,spoIIIAH,stage III sporulation ratchet engulfment protein,Function unknown,Op1941,"SigE,SpoIIID",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_24360
BSU_28380,0.10011151984192368,gerM,germination (cortex hydrolysis) and sporulation (stage II%2C multiple polar septa) lytic enzyme,Function unknown,Op2260,"SigE,SpoIIID",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_28380
BSU_24410,0.09967911540647012,spoIIIAC,stage III sporulation protein (feeding tube apparatus),Function unknown,Op1941,"SigE,SpoIIID",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_24410
BSU_27440,0.09743499554552064,glnH,glutamine ABC transporter (glutamine-binding lipoprotein),Amino acid transport and metabolism,Op2193,"SigE,TnrA",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_27440
BSU_22800,0.09619206795002552,spoIVA,morphogenetic stage IV sporulation protein,Function unknown,Op1835,"SigE,SpoIIID",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_22800
BSU_08970,0.09434659114634217,prkA,serine protein kinase (involved in sporulation),Signal transduction mechanisms,Op698,SigE,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_08970
BSU_17030,0.09231325245106836,cotE,morphogenic spore protein,Function unknown,Op1289,"GerE,SigK,SigE",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_17030
BSU_36550,0.09067156574746874,spoIIQ,forespore protein required for alternative engulfment,Cell wall/membrane/envelope biogenesis,Op2844,SigF,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_36550
BSU_06910,0.09021692889492616,cotJC,enzyme component of the inner spore coat,Inorganic ion transport and metabolism,Op551,"SigE,SpoIIID",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_06910
BSU_28100,0.08972133343470785,cotN,spore coat protein,Function unknown,Op2245,SigE,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_28100
BSU_23170,0.08658071649616507,spmB,spore maturation protein,Function unknown,Op1865,SigE,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_23170
BSU_28110,0.08655057690046722,spoVID,morphogenetic spore protein (stage VI sporulation),Cell wall/membrane/envelope biogenesis,Op2245,SigE,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_28110
BSU_11730,0.08374971951762004,cotO,spore outer coat protein,Function unknown,Op911,SigE,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_11730
BSU_38080,0.0829643373967515,ywcI,conserved protein of unknown function,No COG annotation,Op2951,DnaA,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_38080
BSU_29510,0.08270029122022783,ytfI,conserved sporulation-related protein,Function unknown,Op2339,SigF,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_29510
BSU_24420,0.08212764167015575,spoIIIAB,stage III sporulation protein (feeding tube apparatus),Function unknown,Op1941,"SigE,SpoIIID",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_24420
BSU_25600,0.07779533584325803,comER,putative pyrroline-5'-carboxylate reductase,Amino acid transport and metabolism,Op2021,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_25600
BSU_23180,0.0772469458221034,spmA,spore maturation protein,Function unknown,Op1865,SigE,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_23180
BSU_37620,0.07623911710997494,psrF,prespore-specific transcription regulatory gene,No COG annotation,Op2926,"SigG,RsfA,SigF",False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_37620
BSU_14250,0.07585298609530378,sppO,spore protein cse15,No COG annotation,Op1120,"SigE,SpoIIID",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_14250
BSU_38070,0.07549164328715202,sacT,transcriptional antiterminator of sacAP expression,Transcription,Op2950,DnaA,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_38070
BSU_23190,0.07527401025892326,dacB,D-alanyl-D-alanine carboxypeptidase (penicillin-binding protein 5*) (required for spore cortex),Cell wall/membrane/envelope biogenesis,Op1865,SigE,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_23190
BSU_24430,0.07169302593489355,spoIIIAA,ATP-binding stage III sporulation protein,Function unknown,Op1941,"SigE,SpoIIID",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_24430
BSU_24620,0.07095283587331945,tasA,major biofilm matrix component,Function unknown,Op1955,"SigA,SinR,RemA,AbrB,LutR",False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_24620
BSU_24440,0.070343933825479,yqhV,conserved protein of unknown function,Function unknown,Op1941,"SigE,SpoIIID",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_24440
BSU_03400,0.07021841055188142,yckD,putative exported protein,Function unknown,Op256,"SigG,SigF",False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_03400
BSU_27430,0.06988532242899323,glnQ,glutamine ABC transporter (ATP-binding protein),Amino acid transport and metabolism,Op2193,"SigE,TnrA",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_27430
