locus,gene_weight,gene_name,gene_product,cog,regulator,link
b3629,0.2269624228266154,waaS,lipopolysaccharide core biosynthesis protein,Cell wall/membrane/envelope biogenesis,RpoD,https://ecocyc.org/gene?orgid=ECOLI&id=EG11350
b3623,0.2206645071051002,waaU,putative ADP-heptose:LPS heptosyltransferase 4,Cell wall/membrane/envelope biogenesis,RpoD,https://ecocyc.org/gene?orgid=ECOLI&id=EG11423
b2032,0.2041889557120731,wbbK,putative lipopolysaccharide biosynthesis protein,Cell wall/membrane/envelope biogenesis,,https://ecocyc.org/gene?orgid=ECOLI&id=EG11985
b2035,0.1877388391322498,wbbH,putative O-antigen polymerase,RNA processing and modification,"gcvB,ppGpp",https://ecocyc.org/gene?orgid=ECOLI&id=EG11982
b1550,0.1773751318028518,gnsB,Qin prophage%3B protein GnsB,Function unknown,,https://ecocyc.org/gene?orgid=ECOLI&id=G6823
b3624,0.1744244149517976,waaZ,lipopolysaccharide core biosynthesis protein WaaZ,"Translation, ribosomal structure and biogenesis","RpoD,MarA,SoxS",https://ecocyc.org/gene?orgid=ECOLI&id=EG11426
b2037,0.1638474481832888,rfbX,polyisoprenol-linked O-antigen repeat unit flippase,Function unknown,"gcvB,ppGpp",https://ecocyc.org/gene?orgid=ECOLI&id=EG11980
b3625,0.1516771839764707,waaY,lipopolysaccharide core heptose (II) kinase,Signal transduction mechanisms,"RpoD,MarA,SoxS",https://ecocyc.org/gene?orgid=ECOLI&id=EG11425
b3626,0.1482918658035728,waaJ,UDP-glucose:(glucosyl)LPS alpha-1%2C2-glucosyltransferase,Cell wall/membrane/envelope biogenesis,RpoD,https://ecocyc.org/gene?orgid=ECOLI&id=EG11353
b4571,0.140863131175926,wbbL,interrupted rhamnosyltransferase WbbL,No COG annotation,,https://ecocyc.org/gene?orgid=ECOLI&id=EG11986
b0564,0.1300381533829735,appY,DNA-binding transcriptional activator AppY,Transcription,"RpoD,RpoS,DpiA,ArcA,H-NS",https://ecocyc.org/gene?orgid=ECOLI&id=EG10050
b2036,0.1221703818864714,glf,UDP-galactopyranose mutase,"Translation, ribosomal structure and biogenesis",gcvB,https://ecocyc.org/gene?orgid=ECOLI&id=EG11981
b2034,0.1188115002798422,wbbI,beta-1%2C6-galactofuranosyltransferase,Cell wall/membrane/envelope biogenesis,,https://ecocyc.org/gene?orgid=ECOLI&id=EG11983
b2352,0.1169152492596021,yfdI,CPS-53 (KpLE1) prophage%3B serotype specific glucosyl transferase,No COG annotation,,https://ecocyc.org/gene?orgid=ECOLI&id=G7221
b3627,0.1122178123520415,waaO,UDP-D-glucose:(glucosyl)LPS alpha-1%2C3-glucosyltransferase,Cell wall/membrane/envelope biogenesis,RpoD,https://ecocyc.org/gene?orgid=ECOLI&id=EG11352
b4748,0.1070716392016248,ynfT,Qin prophage%3B protein YnfT,No COG annotation,,https://ecocyc.org/gene?orgid=ECOLI&id=G0-16742
b1457,0.1018517567996604,ydcD,uncharacterized protein YdcD,No COG annotation,,https://ecocyc.org/gene?orgid=ECOLI&id=EG11760
b4671,0.0984044850570772,ykgR,putative membrane protein YkgR,No COG annotation,"RpoD,Crp",https://ecocyc.org/gene?orgid=ECOLI&id=G0-10654
b3512,0.0964494223655633,gadE,DNA-binding transcriptional activator GadE,Transcription,"PhoP,RpoD,RpoS,GadW,YdeO,ArcA,Crp,EvgA,H-NS,GadX,FliZ,GadE,Nac,ppGpp,ArrS",https://ecocyc.org/gene?orgid=ECOLI&id=EG11544
b2038,0.0953448795865757,rfbC,dTDP-4-dehydrorhamnose 3%2C5-epimerase,Nucleotide transport and metabolism,"ppGpp,Nac",https://ecocyc.org/gene?orgid=ECOLI&id=EG11979
b1557,0.0949118614947388,cspB,Qin prophage%3B cold shock-like protein CspB,Transcription,ZraR,https://ecocyc.org/gene?orgid=ECOLI&id=EG12203
b4744,0.0930427774027326,ynaM,Rac prophage%3B protein YnaM,No COG annotation,,https://ecocyc.org/gene?orgid=ECOLI&id=G0-16738
b4735,0.0915316810055981,ybgU,protein YbgU,No COG annotation,,https://ecocyc.org/gene?orgid=ECOLI&id=G0-16730
b3622,0.0914558653808611,waaL,O-antigen ligase,Cell wall/membrane/envelope biogenesis,"RpoD,RpoH,RpoE",https://ecocyc.org/gene?orgid=ECOLI&id=EG11424
b2642,0.0862543151016339,yfjW,CP4-57 prophage%3B uncharacterized protein YfjW,No COG annotation,ppGpp,https://ecocyc.org/gene?orgid=ECOLI&id=G7377
b4721,0.0860318613247228,ytiD,protein YtiD,No COG annotation,"RpoD,ppGpp,DksA",https://ecocyc.org/gene?orgid=ECOLI&id=G0-16687
