locus,gene_weight,gene_name,gene_product,cog,regulator,Fur,link
b4367,0.2998775147055839,fhuF,hydroxamate siderophore iron reductase,Function unknown,"RpoD,YciT,OxyR,Fur,Nac",True,https://ecocyc.org/gene?orgid=ECOLI&id=G7949
b3337,0.1927043217706558,bfd,bacterioferritin-associated ferredoxin,Inorganic ion transport and metabolism,Nac,False,https://ecocyc.org/gene?orgid=ECOLI&id=EG11181
b3006,0.1902142438102705,exbB,Ton complex subunit ExbB,"Intracellular trafficking, secretion, and vesicular transport","RpoD,Fur,Lrp",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10271
b0150,0.1865135882349551,fhuA,ferrichrome outer membrane transporter/phage receptor,Inorganic ion transport and metabolism,"RpoD,Fur",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10302
b3408,0.173281019139298,feoA,ferrous iron transport protein A,Inorganic ion transport and metabolism,"RpoD,Fur,Fnr,NagC,ArcA",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG12101
b1252,0.1723623044937683,tonB,Ton complex subunit TonB,"Intracellular trafficking, secretion, and vesicular transport","RpoD,Fur",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG11012
b0590,0.1683992427240304,fepD,ferric enterobactin ABC transporter membrane subunit FebD,Inorganic ion transport and metabolism,"RpoD,Fur",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10296
b3005,0.1629092277778775,exbD,Ton complex subunit ExbD,"Intracellular trafficking, secretion, and vesicular transport","RpoD,Fur",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10272
b3409,0.1611362049652573,feoB,Fe(2(+)) transporter FeoB,Inorganic ion transport and metabolism,"RpoD,YcjW,Fur,Fnr,NagC",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG12102
b0591,0.15904680887115,entS,enterobactin exporter EntS,Amino acid transport and metabolism,"RpoD,YdhB,Fur",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG11104
b4293,0.1414348099673644,fecI,RNA polymerase sigma factor FecI,Transcription,"RpoD,SlyA,Fur",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10291
b0588,0.1372245383523516,fepC,ferric enterobactin ABC transporter ATP binding subunit,Inorganic ion transport and metabolism,"RpoD,Fur",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10295
b2211,0.13573884133322,yojI,ABC transporter family protein/microcin J25 efflux protein,Inorganic ion transport and metabolism,"RpoD,YdcI,Lrp,ppGpp",False,https://ecocyc.org/gene?orgid=ECOLI&id=EG12070
b0589,0.1357107711649058,fepG,ferric enterobactin ABC transporter membrane subunit FepG,Inorganic ion transport and metabolism,"RpoD,Fur",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10298
b3410,0.1334740518978393,feoC,ferrous iron transport protein FeoC,Transcription,"RpoD,Fur,Fnr,NagC",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG12933
b1452,0.1321796900523365,yncE,PQQ-like domain-containing protein YncE,Function unknown,"MarA,ArcA",False,https://ecocyc.org/gene?orgid=ECOLI&id=G6763
b4292,0.129549408101726,fecR,regulator for fec operon%2C periplasmic,Inorganic ion transport and metabolism,"RpoD,SlyA,Fur",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10292
b0592,0.1272493286483658,fepB,ferric enterobactin ABC transporter periplasmic binding protein,Inorganic ion transport and metabolism,"RpoD,RutR,Fur",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10294
b0593,0.1267687022261083,entC,isochorismate synthase EntC,Coenzyme transport and metabolism,"RpoD,ryhB,Crp,Fur",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10261
b0468,0.1258219802255415,ybaN,conserved inner membrane protein YbaN,Function unknown,GlaR,False,https://ecocyc.org/gene?orgid=ECOLI&id=EG12843
b0585,0.1221763164786192,fes,enterochelin esterase,Inorganic ion transport and metabolism,"RpoD,H-NS,Fnr,Fur",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10299
b1705,0.1110023899929497,ydiE,PF10636 family protein YdiE,Inorganic ion transport and metabolism,,False,https://ecocyc.org/gene?orgid=ECOLI&id=EG12391
b3070,0.1099708474029708,nfeF,NADPH-dependent ferric chelate reductase,Inorganic ion transport and metabolism,"RpoD,Fur,NfeR",True,https://ecocyc.org/gene?orgid=ECOLI&id=G7593
b4490,0.1022005332995127,efeU,inactive ferrous iron permease EfeU%2C N-terminal fragment,No COG annotation,"RpoD,CpxR",False,https://ecocyc.org/gene?orgid=ECOLI&id=G6525
b0151,0.1011204769880321,fhuC,iron(III) hydroxamate ABC transporter ATP binding subunit,Inorganic ion transport and metabolism,"RpoD,Fur",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10304
b3908,0.0987728786300274,sodA,superoxide dismutase (Mn),Inorganic ion transport and metabolism,"RpoD,Rob,SoxR,fnrS,Fnr,Crp,ArcA,MarA,IHF,SoxS,Fur,ryhB",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10953
b2106,0.0874494893966581,rcnA,Ni(2(+))/Co(2(+)) exporter,"Intracellular trafficking, secretion, and vesicular transport","RpoD,Fur,RcnR",True,https://ecocyc.org/gene?orgid=ECOLI&id=G7138
b0152,0.0856084799706263,fhuD,iron(III) hydroxamate ABC transporter periplasmic binding protein,Inorganic ion transport and metabolism,"RpoD,Fur",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10305
b4511,0.0821640725819937,ybdZ,enterobactin biosynthesis protein YbdZ,Function unknown,"RpoD,Fnr,H-NS,Fur",True,https://ecocyc.org/gene?orgid=ECOLI&id=G0-10437
b2674,0.0715133009829676,nrdI,dimanganese-tyrosyl radical cofactor maintenance flavodoxin NrdI,Nucleotide transport and metabolism,"RpoD,YidZ,Fur,IscR,ppGpp,NrdR",True,https://ecocyc.org/gene?orgid=ECOLI&id=G7402
b2673,0.0712307548315696,nrdH,glutaredoxin-like protein,"Post-translational modification, protein turnover,and chaperones","RpoD,YedW,Fur,IscR,ppGpp,NrdR",True,https://ecocyc.org/gene?orgid=ECOLI&id=G7401
b1018,0.0627189730364364,efeO,ferrous iron transport system protein EfeO,Inorganic ion transport and metabolism,,False,https://ecocyc.org/gene?orgid=ECOLI&id=G6527
b1496,0.0608658328784605,yddA,ABC transporter family protein YddA,Inorganic ion transport and metabolism,,False,https://ecocyc.org/gene?orgid=ECOLI&id=EG11742
b0153,0.0572099779371247,fhuB,iron(III) hydroxamate ABC transporter membrane subunit,Inorganic ion transport and metabolism,"RpoD,Fur",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10303
b0596,-0.057298771440625,entA,2%2C3-dihydro-2%2C3-dihydroxybenzoate dehydrogenase,Lipid transport and metabolism,"RpoD,ryhB,Crp,Fur",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10259
b4523,-0.0586583350453625,yciX,uncharacterized protein YciX,No COG annotation,"RpoD,YjjQ",False,https://ecocyc.org/gene?orgid=ECOLI&id=G0-10513
b2147,-0.0667441325652431,preA,NAD-dependent dihydropyrimidine dehydrogenase subunit PreA,Energy production and conversion,"RpoD,Crp",False,https://ecocyc.org/gene?orgid=ECOLI&id=EG11289
