k,name,in_iM,gene_weight,regulator,function,category
16,Translational-1,True,0.045200548300000004,,,Translational
19,FruR,False,-0.027325246900000003,LldR/FruR,Fructose and mannose metabolism/Pentose phosphate pathway,Carbon Source Utilization
50,Zur-2,False,-0.0257885662,NrdR/Cobalamin/Zur,Zinc uptake,Metal Homeostasis
28,PA1226,False,0.0228328455,PA1226,Lipopolysaccharide synthesis,Structural Components
2,Uncharacterized-1,False,-0.0221575313,,,Uncharacterized
43,k-opioid,False,0.0214873602,k-opioid,Nonribosomal peptide synthetase (Pyoveridine),Biosynthetic Gene Cluster
26,RsmA,False,0.0214548913,RsmA,2-ketogluconate metabolism,Carbon Source Utilization
33,Uncharacterized-3,False,0.0211755557,,,Uncharacterized
54,Sfa2,False,-0.019866458,Sfa2,H2-T6SS/Secretion system (VI),Secretion System
3,EatR,False,0.0195573192,EatR,Ethanolamine utilization,Amino Acid and Nucleotide Biosynthesis
44,ArgR-2,False,-0.019353066500000002,Anr,"Arginine fermentation, Anaerobic growth",Amino Acid and Nucleotide Biosynthesis
60,ErbR-2,False,-0.0184960923,ErbR,PQQ biosynthesis,Miscellaneous Metabolism
23,HexR-2,False,-0.018420441200000002,HexR,Glucose metabolism,Carbon Source Utilization
97,AmiR,False,-0.0176257039,GlcC/AmiR,Amidase operon,Miscellaneous Metabolism
22,Singlet-1,False,0.016248009600000002,,,Singlet
90,RoxR,False,-0.0162086445,RoxR,Cytochrome oxidases,Energy Metabolism
65,HypR,False,0.0153914379,HypR/NorR,Redox-sensing,Amino Acid and Nucleotide Biosynthesis
59,Uncharacterized-8,False,-0.015275041000000001,,Iron ABC permease,Metal Homeostasis
38,AauR,False,-0.014760087600000001,AauR,D-glutamate transport,Amino Acid and Nucleotide Biosynthesis
63,Uncharacterized-11,False,-0.0144723369,,,Uncharacterized
73,AmrZ,False,0.0131156983,AmrZ/AlgR,Exopolysaccharide biosynthesis,Structural Components
66,Uncharacterized-12,False,-0.0127182609,,,Uncharacterized
24,AmiE,False,-0.0124045542,AmiE,Pyroglutamate transport (Porins),Amino Acid and Nucleotide Biosynthesis
45,CbrB,False,-0.0119907103,CbrB,Polyamine catabolism,Amino Acid and Nucleotide Biosynthesis
48,BexR,False,0.0111741872,BexR,Virulence factor AprA,Miscellaneous Metabolism
39,RiPP,False,-0.0107465035,,RiPP like gene cluster (Hypochlorite sensing),Biosynthetic Gene Cluster
53,Uncharacterized-6,False,0.0105733098,,,Uncharacterized
70,PhnR-2,False,-0.0102833132,PhnF/PhnR,Phosphate transport,Metal Homeostasis
51,FleN,False,-0.0099748424,FleN,Bacterial chemotaxis,Structural Components
55,RpoH,False,-0.0097384503,,Heat Shock Response,Stress Response
99,Uncharacterized-15,False,-0.0094981595,,,Uncharacterized
100,Uncharacterized-16,False,-0.0094206068,,,Uncharacterized
93,PprB,False,0.0093360756,PprB,Flp pilus assembly protein,Structural Components
47,CzcR,False,0.009310361100000001,Fur/CzcR,Resistance-nodulation-cell division (RND) divalent metal cation,Metal Homeostasis
88,NRPS,False,-0.0088618255,,Nonribosomal peptide synthetase,Biosynthetic Gene Cluster
7,AntR,False,0.008658256100000001,AntR,Degradation of anthranilate to tricarboxylic acid cycle intermediates,Miscellaneous Metabolism
27,FpvR,False,-0.008600895800000001,FpvR,Ferripyoveridine system,Metal Homeostasis
46,LiuR,False,-0.008096714500000001,PrpR/LiuR,Homogentisate pathway,Amino Acid and Nucleotide Biosynthesis
6,ArgR-1,False,0.008059557,ArgR/Sigma factor X,Arginine catabolism and biosynthesis,Amino Acid and Nucleotide Biosynthesis
76,SouR,False,0.0077649227,SouR/DguR,Sarcosine Catabolism,Amino Acid and Nucleotide Biosynthesis
82,CueR,False,-0.0072683805,CueR,Copper adaptation/transport,Metal Homeostasis
91,CysB-2,False,-0.0072531403000000005,CysB/YdfF,ABC transporter (Sulphur metabolism),Metal Homeostasis
89,QscR-2,False,-0.0072279902,RhlR/QscR,Phenazine/Pyocyanin biosynthesis,Biosynthetic Gene Cluster
77,Anr-2,False,0.0070337068,NorR/Dnr/Anr,Molybdenum cofactor biosynthesis,Amino Acid and Nucleotide Biosynthesis
61,Uncharacterized-9,False,-0.0070143026,,,Uncharacterized
35,XisF4,False,-0.0069784373,XisF4,Excision of Pf4 prophage,Prophages
14,ErbR-1,False,0.0067932183,LldR/ErbR,Pyrroloquinoline quinone biosynthesis,Amino Acid and Nucleotide Biosynthesis
75,Translational-2,False,0.0065860254,,,Translational
21,Anr-1,False,0.0064931637,NrdR/Anr,Molybdenum cofactor biosynthesis,Metal Homeostasis
36,GlpR,False,0.0057801026,GlpR,Glycerol-3-phosphate metabolism,Carbon Source Utilization
18,MexZ,False,0.0055980346,MexZ,Aminoglycoside resistance,Defense Mechanisms
34,Uncharacterized-4,False,0.0051988196000000006,,,Uncharacterized
8,EutR,False,0.0051595537000000006,EutR,Ethanolamine catabolism,Amino Acid and Nucleotide Biosynthesis
68,Iron acquisition,False,-0.0051391327,,Pyoverdine synthesis,Metal Homeostasis
58,CpxR,False,-0.0051000482,CpxR/ParB,Various stress response,Stress Response
94,Cell Division,False,0.0049268693,,Cell wall biosynthesis,Structural Components
37,HutC,False,-0.0048936273,HutC,Histidine utilization,Amino Acid and Nucleotide Biosynthesis
17,RpoN,False,-0.0048275744,RpoN,Starch and sucrose metabolism,Carbon Source Utilization
5,HexR-1,False,0.004752391700000001,HexR/GltR,Glucose metabolism,Carbon Source Utilization
12,TagR1,False,-0.0046099747,TagR1/Sfa2,H1-Type VI secretion system,Secretion System
102,AcoR,False,0.0045151656,AcoR,"2,3-butanediol and acetoin catabolism",Carbon Source Utilization
71,Singlet-4,False,0.0043040487,,,Singlet
11,AHL,False,-0.0042906431,AHL,AHL synthesis,Quorum Sensing
72,PtxS,False,-0.0042447871,GntR/PtxS,2-ketogluconate metabolism,Carbon Source Utilization
56,Singlet-3,False,-0.0042070769000000004,,,Singlet
1,DhcR,False,-0.0041613517000000004,DhcR,Carnitine catabolism,Amino Acid and Nucleotide Biosynthesis
95,MdcR,False,0.0039448644,MdcR,Malonate synthesis,Miscellaneous Metabolism
20,MmsR,False,-0.0038989468,PrpR/MmsR,Carnitine catabolism,Amino Acid and Nucleotide Biosynthesis
10,Zur-1,False,-0.0038847324000000003,Zur/RutR,Zinc uptake,Metal Homeostasis
40,ExsB,False,0.0038485369,ExsB,T3SS system,Secretion System
49,AtsR,False,0.0038370753000000002,AtsR,ABC transporter (Sulphur metabolism),Metal Homeostasis
78,MexS,False,-0.0037154025,GlcC/MexS,RND efflux pump,Stress Response
101,Translational-3,False,0.0035459524,,,Translational
15,LasR,False,0.0032973923000000002,LasR/MvfR,Pyochelin biosynthesis and Secretion (I) system,Metal Homeostasis
67,CysB-1,False,-0.0032216595,YdfF/CysB,Sulfonate utilization operons,Metal Homeostasis
98,Uncharacterized-14,False,0.0032110606,,,Uncharacterized
92,RpoS-2,False,-0.0030164819,RpoS/MmsR,General stress response,Stress Response
81,QscR-1,False,-0.0029509165,QscR,PA1891-PA1897 novel operon,Quorum Sensing
30,RpoS-1,False,-0.0029157472000000003,AlgU/RpoN,General stress response,Stress Response
29,Singlet-2,False,-0.0028069954,,,Singlet
0,NarL-1,False,-0.0027519696,NarL/Dnr,Denitrification (Nitrate),Energy Metabolism
69,FoxR,False,0.0026041320000000003,,Iron chelator,Metal Homeostasis
79,Uncharacterized-13,False,0.0026002592000000002,,,Uncharacterized
96,LexA,False,-0.0024477779000000002,LexA/GbuR,SOS response for DNA protection and repair,Stress Response
84,PhhR,False,0.0024438101000000003,PhhR/HmgR,"Phenylalanine, tyrosine and tryptophan biosynthesis",Amino Acid and Nucleotide Biosynthesis
4,AtuR,False,-0.0024050173000000003,AtuR/LaoR,Geraniol degradation,Carbon Source Utilization
32,PvdS,False,-0.0024022768,PvdS,Pyoverdine synthesis,Biosynthetic Gene Cluster
86,Hypothetical,False,0.0023418053000000003,,,Uncharacterized
41,Uncharacterized-5,False,0.0021690611,,,Uncharacterized
74,NarL-2,False,-0.0020914049,Dnr/NarL,Denitrification (Nitrate),Amino Acid and Nucleotide Biosynthesis
87,DguR,False,-0.0016488672000000001,DguR,D-glu utilization,Amino Acid and Nucleotide Biosynthesis
85,MvfR,False,-0.0016474581000000001,MvfR,PQS signalling,Miscellaneous Metabolism
62,Uncharacterized-10,False,0.0016338915000000001,,,Uncharacterized
9,PmrA,False,0.0016243574,PmrA,Polymyxins resistance,Defense Mechanisms
13,Uncharacterized-2,False,-0.0015617158,,,Uncharacterized
42,PrrF,False,-0.0015174259,PrrF,2-Oxocarboxylic acid metabolism,Amino Acid and Nucleotide Biosynthesis
83,Sigma-70,False,0.0011223894,Sigma-70,Prophages (YMC11/02/R656),Prophages
25,EsrC,False,-0.0011100892,NfxB/EsrC,RND efflux pump,Defense Mechanisms
103,Uncharacterized-17,False,0.0009719574,,,Uncharacterized
57,Uncharacterized-7,False,-0.0006836301,,,Uncharacterized
80,GcsR,False,-0.0006766926,GcsR,Glycine cleavage,Amino Acid and Nucleotide Biosynthesis
64,SoxR,False,-0.00032064720000000004,SoxR,RND efflux pump,Defense Mechanisms
52,PchR,False,0.0002060777,PchR,Pyochelin synthesis,Biosynthetic Gene Cluster
31,NagQ,False,-0.0001301278,NagQ/GbuR,N-acetylglucosamine catabolism,Carbon Source Utilization
