,Unnamed: 0,regulator,regulator_id,trn_type,direction,gene_name,gene_product,old_gene_id,new_gene_id,gene_id,source,evidence type
0,0,GabR,AB57_3729,TF,,gabT,,AB57_3728,AB57_RS18860,ABUW_0203,RegPrecise,homolog to AB0057
1,1,GabR,AB57_3729,TF,,gabD,,AB57_3727,AB57_RS18855,ABUW_0204,RegPrecise,homolog to AB0057
2,2,FabR,AB57_2890,TF,,hyIII,,AB57_3363,AB57_RS16965,ABUW_0632,RegPrecise,homolog to AB0057
3,3,FabR,AB57_2890,TF,,desB,,AB57_2885,AB57_RS14630,ABUW_1105,RegPrecise,homolog to AB0057
4,4,FabR,AB57_2890,TF,,fabR2,,AB57_2890,AB57_RS14640,ABUW_1103,RegPrecise,homolog to AB0057
5,5,NsrR,AB57_3536,TF,,hmp,,AB57_3535,AB57_RS17875,ABUW_0401,RegPrecise,homolog to AB0057
6,6,NsrR,AB57_3536,TF,,nsrR,,AB57_3536,AB57_RS17880,ABUW_0400,RegPrecise,homolog to AB0057
7,7,NrtR,AB57_2113,TF,,prs,,AB57_2115,AB57_RS10765,ABUW_1942,RegPrecise,homolog to AB0057
8,8,NrtR,AB57_2113,TF,,nadV,,AB57_2114,AB57_RS10760,ABUW_1943,RegPrecise,homolog to AB0057
9,9,NrtR,AB57_2113,TF,,nrtR,,AB57_2113,AB57_RS10755,ABUW_1944,RegPrecise,homolog to AB0057
10,10,NrdR,AB57_0311,TF,,nrdA,,AB57_0794,AB57_RS04125,ABUW_3183,RegPrecise,homolog to AB0057
11,11,NrdR,AB57_0311,TF,,,,AB57_0793,AB57_RS04120,ABUW_3184,RegPrecise,homolog to AB0057
12,12,NrdR,AB57_0311,TF,,nrdB,,AB57_0792,AB57_RS04115,ABUW_3185,RegPrecise,homolog to AB0057
13,13,Zur,AB57_0184,TF,,yciC,,AB57_3864,AB57_RS19515,ABUW_0073,RegPrecise,homolog to AB0057
14,14,Zur,AB57_0184,TF,,znuA,,AB57_0185,AB57_RS00940,ABUW_3740,RegPrecise,homolog to AB0057
15,15,Zur,AB57_0184,TF,,omr1,,AB57_3396,AB57_RS17125,ABUW_0600,RegPrecise,homolog to AB0057
16,16,Zur,AB57_0184,TF,,zur,,AB57_0184,AB57_RS00935,ABUW_3741,RegPrecise,homolog to AB0057
17,17,Zur,AB57_0184,TF,,znuC,,AB57_0183,AB57_RS00930,ABUW_3742,RegPrecise,homolog to AB0057
18,18,Zur,AB57_0184,TF,,znuB,,AB57_0182,AB57_RS00925,ABUW_3743,RegPrecise,homolog to AB0057
19,19,Zur,AB57_0184,TF,,omr3,,AB57_0135,AB57_RS00685,ABUW_3792,RegPrecise,homolog to AB0057
20,20,Zur,AB57_0184,TF,,rpmE2,,AB57_0468,AB57_RS02490,ABUW_3490,RegPrecise,homolog to AB0057
21,21,LldR,AB57_0117,TF,,lldR,,AB57_0117,AB57_RS00580,ABUW_3813,RegPrecise,homolog to AB0057
22,22,LldR,AB57_0117,TF,,lldD,,AB57_0118,AB57_RS00585,ABUW_3812,RegPrecise,homolog to AB0057
23,23,LldR,AB57_0117,TF,,dld,,AB57_0119,AB57_RS00590,ABUW_3811,RegPrecise,homolog to AB0057
24,24,PrpR,AB57_0121,TF,,prpR,,AB57_0121,AB57_RS00605,ABUW_3809,RegPrecise,homolog to AB0057
25,25,PrpR,AB57_0121,TF,,prpB,,AB57_0122,AB57_RS00610,ABUW_3808,RegPrecise,homolog to AB0057
26,26,PrpR,AB57_0121,TF,,prpC,,AB57_0123,AB57_RS00615,ABUW_3807,RegPrecise,homolog to AB0057
27,27,PrpR,AB57_0121,TF,,acnD,,AB57_0124,AB57_RS00620,ABUW_3806,RegPrecise,homolog to AB0057
28,28,HutC,AB57_3862,TF,,COG1457 (CodB),,AB57_1739,AB57_RS08875,ABUW_2318,RegPrecise,homolog to AB0057
29,29,HutC,AB57_3862,TF,,hutU,,AB57_3860,AB57_RS19495,ABUW_0077,RegPrecise,homolog to AB0057
30,30,HutC,AB57_3862,TF,,hutH,,AB57_3859,AB57_RS19490,ABUW_0078,RegPrecise,homolog to AB0057
31,31,HutC,AB57_3862,TF,,hisT,,AB57_3858,AB57_RS19485,ABUW_0079,RegPrecise,homolog to AB0057
32,32,HutC,AB57_3862,TF,,hutI,,AB57_3857,AB57_RS19480,ABUW_0080,RegPrecise,homolog to AB0057
33,33,HutC,AB57_3862,TF,,hutG2,,AB57_3856,AB57_RS19475,ABUW_0081,RegPrecise,homolog to AB0057
