locus,gene_weight,gene_name,gene_product,COG,operon,regulator,link
b1957,0.20741570480000002,yodC,protein YodC,Function unknown,yodC,Lrp,https://ecocyc.org/gene?orgid=ECOLI&id=G7050
b3748,0.1305633334,rbsD,D-ribose pyranase,Carbohydrate transport and metabolism,rbsDACBKR,"RpoD,YidZ,dsrA,Crp,RbsR",https://ecocyc.org/gene?orgid=ECOLI&id=EG10817
b0917,0.1200409011,ycaR,UPF0434 family protein YcaR,Function unknown,ycaR-kdsB,RpoD,https://ecocyc.org/gene?orgid=ECOLI&id=G6472
b1920,0.0998220548,tcyJ,cystine ABC transporter periplasmic binding protein,Amino acid transport and metabolism,fliAZ-tcyJ,"RpoD,omrA,omrB,H-NS,FliA,CysB,IHF,NsrR,EcpR,SutR,CsgD,FlhDC,gcvB",https://ecocyc.org/gene?orgid=ECOLI&id=G7039
b1777,0.0965549631,yeaC,conserved protein YeaC,Function unknown,yeaC,ryhB,https://ecocyc.org/gene?orgid=ECOLI&id=G6964
b1656,0.09514957210000001,sodB,superoxide dismutase (Fe),Energy production and conversion,sodB,"RpoD,ryhB,fnrS,IHF,Crp,NsrR",https://ecocyc.org/gene?orgid=ECOLI&id=EG10954
b0946,0.086192295,zapC,cell division protein ZapC,"Cell cycle control, cell division, chromosome partitioning",zapC,,https://ecocyc.org/gene?orgid=ECOLI&id=G6486
b2193,0.0853540651,narP,DNA-binding transcriptional dual regulator NarP,Transcription,narP,"YcjW,RpoH,SdsN",https://ecocyc.org/gene?orgid=ECOLI&id=EG11527
b1136,0.0847319736,icd,isocitrate dehydrogenase,Energy production and conversion,icd,"RpoD,Cra,ArcA,Nac",https://ecocyc.org/gene?orgid=ECOLI&id=EG10489
b2807,0.0813576044,ygdD,conserved inner membrane protein YgdD,Function unknown,ygdD,,https://ecocyc.org/gene?orgid=ECOLI&id=EG11793
b4178,0.07887165410000001,nsrR,DNA-binding transcriptional repressor NsrR,Transcription,nsrR-rnr-rlmB-yjfIJ,,https://ecocyc.org/gene?orgid=ECOLI&id=EG11212
