,name,x,y,cog,color,link
meta,start,0.06594007860000001,,,,
PSPTO_0001,dnaA,339,-0.0047465842,"Replication, recombination and repair",#1e90ff,
PSPTO_0002,dnaN,1913,0.0006704147000000001,"Replication, recombination and repair",#1e90ff,
PSPTO_0003,recF,3039,-0.0050594353,"Replication, recombination and repair",#1e90ff,
PSPTO_0004,gyrB,4147,0.0002917977,"Replication, recombination and repair",#1e90ff,
PSPTO_0005,PSPTO_0005,7188,-0.0089175911,Defense mechanisms,#90ee90,
PSPTO_0006,PSPTO_0006,8861,-0.0034010284,"Replication, recombination and repair",#1e90ff,
PSPTO_0007,PSPTO_0007,10179,-0.0116263821,Function unknown,#0000ff,
PSPTO_0008,PSPTO_0008,11067,-0.0112482016,"Replication, recombination and repair",#1e90ff,
PSPTO_0009,PSPTO_0009,14512,-0.0113830045,"Replication, recombination and repair",#1e90ff,
PSPTO_5633,PSPTO_5633,15948,0.013144813600000001,Function unknown,#0000ff,
PSPTO_RS00055,PSPTO_RS00055,16484,-0.012214990200000001,"Replication, recombination and repair",#1e90ff,
PSPTO_0011,PSPTO_0011,16743,0.0124736512,Function unknown,#0000ff,
PSPTO_RS00065,PSPTO_RS00065,17511,0.00945046,No COG annotation,#00bfbf,
PSPTO_0014,PSPTO_0014,18573,0.0087899198,No COG annotation,#00bfbf,
PSPTO_0015,PSPTO_0015,19321,-0.0040206326,No COG annotation,#00bfbf,
PSPTO_0016,PSPTO_0016,19983,0.0016820385,No COG annotation,#00bfbf,
PSPTO_0017,PSPTO_0017,20738,-0.0025115115000000003,"Replication, recombination and repair",#1e90ff,
PSPTO_0018,PSPTO_0018,23290,-0.0056062597,"Replication, recombination and repair",#1e90ff,
PSPTO_0019,PSPTO_0019,24096,-0.0062416992,"Replication, recombination and repair",#1e90ff,
PSPTO_RS00100,PSPTO_RS00100,25202,0.0053193832000000005,"Replication, recombination and repair",#1e90ff,
PSPTO_RS00105,PSPTO_RS00105,25556,-0.0102583078,No COG annotation,#00bfbf,
PSPTO_RS00110,PSPTO_RS00110,26153,-0.0135655683,No COG annotation,#00bfbf,
PSPTO_RS00115,PSPTO_RS00115,27068,-0.0131245973,No COG annotation,#00bfbf,
PSPTO_0022,PSPTO_0022,28202,0.025119183000000003,Transcription,#000000,
PSPTO_0023,PSPTO_0023,29392,0.028739882300000002,No COG annotation,#00bfbf,
PSPTO_RS00130,PSPTO_RS00130,30005,-0.0057250433000000005,"Replication, recombination and repair",#1e90ff,
PSPTO_0024,PSPTO_0024,30850,0.0238715426,No COG annotation,#00bfbf,
PSPTO_0025,PSPTO_0025,31338,0.0104536281,Function unknown,#0000ff,
PSPTO_0026,PSPTO_0026,32022,-0.0174315455,No COG annotation,#00bfbf,
PSPTO_0027,PSPTO_0027,33254,-0.0112919041,No COG annotation,#00bfbf,
PSPTO_0028,PSPTO_0028,33978,0.0028179156,"Replication, recombination and repair",#1e90ff,
PSPTO_0029,PSPTO_0029,35933,-0.0112909242,"Replication, recombination and repair",#1e90ff,
